FICE	College_name	State	Type	Average_salary_full_professors	Average_salary_associate_professors	Average_salary_assistant_professors	Average_salary_all_ranks	Average_compensation_full_professor	Average_compensation_associate_professors	Average_compensation_assistant_professors	Average_compensation_all_ranks	Number_of_full_professors	Number_of_associate_professors	Number_of_assistant_professors	Number_of_instructors	Number_of_faculty_all_ranks	DBpedia_URL	label_salary	label_comp	id
1694.0	Chicago State University	IL	IIA	446	369	320.0	345.0	509	425	371.0	399.0	120.0	65.0	77.0	14.0	351.0	http://dbpedia.org/resource/Chicago_State_University	low	low	208.0
1696.0	Illinois Wesleyan University	IL	IIB	570	452	374.0	445.0	729	593	477.0	572.0	32.0	42.0	47.0	8.0	129.0	http://dbpedia.org/resource/Illinois_Wesleyan_University	medium	medium	209.0
1703.0	Kendall College	IL	IIB	*	357	?	319.0	*	423	?	377.0	1.0	11.0	3.0	4.0	19.0	http://dbpedia.org/resource/Kendall_College	low	low	211.0
1704.0	Knox College	IL	IIB	508	414	342.0	432.0	650	518	416.0	544.0	35.0	17.0	20.0	5.0	77.0	http://dbpedia.org/resource/Knox_College_(Illinois)	medium	medium	212.0
1707.0	Lewis University	IL	IIA	467	392	330.0	357.0	561	481	407.0	437.0	37.0	20.0	29.0	52.0	138.0	http://dbpedia.org/resource/Lewis_University	medium	low	214.0
1722.0	McKendree College	IL	IIB	433	397	341.0	381.0	539	493	407.0	467.0	16.0	10.0	16.0	5.0	47.0	http://dbpedia.org/resource/McKendree_University	medium	medium	217.0
1724.0	Millikin University	IL	IIB	478	409	313.0	386.0	583	501	383.0	472.0	34.0	38.0	46.0	6.0	124.0	http://dbpedia.org/resource/Millikin_University	medium	medium	218.0
1725.0	Monmouth College	IL	IIB	443	339	325.0	381.0	544	412	385.0	464.0	20.0	12.0	11.0	1.0	44.0	http://dbpedia.org/resource/Monmouth_College	medium	medium	219.0
1734.0	North Central College	IL	IIB	473	399	348.0	398.0	588	501	437.0	497.0	24.0	40.0	28.0	5.0	97.0	http://dbpedia.org/resource/North_Central_College	medium	medium	221.0
1735.0	North Park College	IL	IIB	415	337	285.0	339.0	540	426	352.0	431.0	23.0	18.0	18.0	2.0	65.0	http://dbpedia.org/resource/North_Park_University	low	low	222.0
1739.0	Northwestern University	IL	I	860	596	496.0	712.0	1045	735	602.0	868.0	460.0	209.0	203.0	0.0	872.0	http://dbpedia.org/resource/Northwestern_University	high	high	224.0
1741.0	Olivet Nazarene University	IL	IIA	391	335	278.0	320.0	476	412	346.0	395.0	26.0	22.0	36.0	8.0	92.0	http://dbpedia.org/resource/Olivet_Nazarene_University	low	low	225.0
1744.0	Principia College	IL	IIB	465	400	345.0	395.0	572	540	414.0	490.0	20.0	9.0	13.0	7.0	49.0	http://dbpedia.org/resource/Principia_College	medium	medium	226.0
1749.0	Roosevelt University	IL	IIA	484	405	359.0	416.0	610	517	464.0	531.0	50.0	58.0	42.0	2.0	152.0	http://dbpedia.org/resource/Roosevelt_University	medium	medium	228.0
1750.0	Rosary College	IL	IIB	448	378	377.0	382.0	543	479	454.0	468.0	10.0	25.0	34.0	3.0	72.0	http://dbpedia.org/resource/Dominican_University_(Illinois)	medium	medium	229.0
1767.0	Illinois Benedictine College	IL	IIA	463	395	315.0	409.0	576	493	403.0	511.0	38.0	36.0	17.0	0.0	91.0	http://dbpedia.org/resource/Benedictine_University	medium	medium	230.0
1772.0	Trinity College	IL	IIB	*	346	291.0	320.0	*	406	347.0	377.0	5.0	11.0	13.0	2.0	31.0	http://dbpedia.org/resource/Trinity_College_(Connecticut)	low	low	232.0
1775.0	University of Illinois-Urbana	IL	I	682	493	421.0	570.0	783	574	494.0	659.0	927.0	520.0	393.0	1.0	1868.0	http://dbpedia.org/resource/University_of_Illinois_School_of_Architecture	high	high	234.0
1776.0	University of Illinois-Chicago	IL	I	656	476	411.0	513.0	755	555	483.0	596.0	401.0	369.0	296.0	20.0	1135.0	http://dbpedia.org/resource/University_of_Illinois_at_Chicago	high	high	235.0
1780.0	Western Illinois University	IL	IIA	506	427	350.0	421.0	587	500	414.0	493.0	241.0	171.0	123.0	62.0	606.0	http://dbpedia.org/resource/Western_Illinois_University	medium	medium	236.0
1781.0	Wheaton College	IL	IIA	510	437	368.0	452.0	640	569	461.0	574.0	67.0	54.0	32.0	3.0	156.0	http://dbpedia.org/resource/Wheaton_College_(Massachusetts)	medium	medium	237.0
1785.0	Anderson University	IN	IIB	415	340	316.0	347.0	532	427	389.0	437.0	43.0	45.0	36.0	14.0	138.0	http://dbpedia.org/resource/Anderson_University_(Indiana)	low	low	239.0
1786.0	Ball State University	IN	I	517	410	332.0	384.0	666	537	438.0	501.0	297.0	160.0	350.0	155.0	965.0	http://dbpedia.org/resource/Ball_State_University	medium	medium	240.0
1787.0	Bethel College	IN	IIB	*	*	285.0	295.0	*	*	363.0	376.0	5.0	4.0	26.0	1.0	36.0	http://dbpedia.org/resource/Bethel_College_(Kansas)	low	low	241.0
1788.0	Butler University	IN	IIA	521	442	366.0	439.0	650	551	447.0	544.0	72.0	66.0	77.0	3.0	220.0	http://dbpedia.org/resource/Butler_University	medium	medium	242.0
1792.0	DePauw University	IN	IIB	540	433	361.0	452.0	695	570	465.0	587.0	51.0	57.0	38.0	0.0	146.0	http://dbpedia.org/resource/DePauw_University	medium	medium	243.0
1799.0	Goshen College	IN	IIB	388	341	291.0	345.0	479	410	344.0	418.0	37.0	19.0	28.0	0.0	84.0	http://dbpedia.org/resource/Goshen_College	low	low	246.0
1800.0	Grace College	IN	IIB	326	264	228.0	285.0	439	372	334.0	395.0	14.0	11.0	6.0	0.0	31.0	http://dbpedia.org/resource/Grace_College	low	low	247.0
1801.0	Hanover College	IN	IIB	555	437	377.0	432.0	682	539	455.0	524.0	28.0	16.0	35.0	13.0	92.0	http://dbpedia.org/resource/Hanover_College	medium	medium	248.0
1804.0	University of Indianapolis	IN	IIA	487	408	358.0	382.0	620	515	433.0	469.0	16.0	38.0	52.0	19.0	125.0	http://dbpedia.org/resource/University_of_Indianapolis	medium	medium	250.0
1808.0	University of Southern Indiana	IN	IIA	493	421	377.0	384.0	636	545	477.0	491.0	35.0	38.0	58.0	50.0	181.0	http://dbpedia.org/resource/University_of_Southern_Indiana	medium	medium	251.0
1814.0	Indiana University at Kokomo	IN	IIB	519	432	380.0	397.0	665	548	482.0	504.0	13.0	21.0	29.0	0.0	81.0	http://dbpedia.org/resource/Indiana_University_Kokomo	medium	medium	253.0
1816.0	Indiana University at South Bend	IN	IIA	544	445	391.0	420.0	696	571	495.0	537.0	32.0	56.0	57.0	0.0	175.0	http://dbpedia.org/resource/Indiana_University_South_Bend	medium	medium	254.0
1820.0	Manchester College	IN	IIB	412	340	289.0	340.0	527	416	348.0	420.0	24.0	22.0	17.0	11.0	74.0	http://dbpedia.org/resource/Manchester_College_(Indiana)	low	low	255.0
1821.0	Marian College	IN	IIB	420	329	303.0	330.0	520	411	379.0	411.0	15.0	23.0	34.0	5.0	79.0	http://dbpedia.org/resource/Marian_College,_Christchurch	low	low	256.0
1822.0	Indiana Wesleyan University	IN	IIB	396	342	294.0	335.0	492	431	367.0	418.0	22.0	23.0	34.0	2.0	81.0	http://dbpedia.org/resource/Indiana_Wesleyan_University	low	low	257.0
1824.0	Oakland City College	IN	IIB	*	282	252.0	269.0	*	340	314.0	328.0	3.0	11.0	10.0	4.0	28.0	http://dbpedia.org/resource/Oakland_City_University	low	low	258.0
1827.0	Purdue University-Calumet	IN	IIA	519	413	364.0	405.0	677	541	479.0	530.0	47.0	105.0	74.0	21.0	247.0	http://dbpedia.org/resource/Purdue_University_Calumet	medium	medium	259.0
1830.0	Rose-Hulman Institute of Technology	IN	IIB	608	522	447.0	549.0	797	679	568.0	715.0	51.0	29.0	21.0	0.0	101.0	http://dbpedia.org/resource/Rose%E2%80%93Hulman_Institute_of_Technology	high	high	260.0
1832.0	Saint Francis College	IN	IIB	*	334	313.0	316.0	*	393	371.0	373.0	3.0	8.0	21.0	5.0	37.0	http://dbpedia.org/resource/Saint_Francis_University	low	low	261.0
1833.0	Saint Joseph's College	IN	IIB	373	374	312.0	344.0	486	478	400.0	443.0	13.0	12.0	19.0	1.0	45.0	http://dbpedia.org/resource/Saint_Joseph's_College_(Indiana)	low	low	262.0
1835.0	Saint Mary-of-the-Woods Coll	IN	IIB	307	234	199.0	232.0	382	295	246.0	290.0	11.0	11.0	18.0	4.0	44.0	http://dbpedia.org/resource/Saint_Mary-of-the-Woods_College	low	low	263.0
1836.0	Saint Mary's College	IN	IIB	524	391	331.0	388.0	675	509	435.0	505.0	21.0	43.0	52.0	1.0	117.0	http://dbpedia.org/resource/Saint_Mary's_College_(Indiana)	medium	medium	264.0
1838.0	Taylor University	IN	IIB	404	352	300.0	355.0	555	486	382.0	480.0	36.0	31.0	25.0	3.0	95.0	http://dbpedia.org/resource/Taylor_University	medium	medium	265.0
1842.0	Valparaiso University	IN	IIA	559	423	372.0	446.0	681	525	459.0	548.0	67.0	58.0	74.0	5.0	204.0	http://dbpedia.org/resource/Valparaiso_University	medium	medium	268.0
1844.0	Wabash College	IN	IIB	612	474	371.0	501.0	770	602	482.0	637.0	31.0	22.0	20.0	1.0	74.0	http://dbpedia.org/resource/Wabash_College	high	high	269.0
9563.0	Indiana State University	IN	I	500	394	343.0	423.0	647	513	438.0	545.0	248.0	133.0	151.0	16.0	548.0	http://dbpedia.org/resource/Indiana_State_University	medium	medium	270.0
1903.0	Baker University	KS	IIB	369	318	288.0	327.0	443	396	346.0	397.0	18.0	18.0	16.0	0.0	52.0	http://dbpedia.org/resource/Baker_University	low	low	271.0
1904.0	Bethany College	KS	IIB	335	280	248.0	281.0	415	360	308.0	350.0	16.0	9.0	24.0	2.0	51.0	http://dbpedia.org/resource/Bethany_College_(Kansas)	low	low	272.0
1905.0	Bethel College	KS	IIB	325	285	267.0	285.0	408	356	336.0	358.0	16.0	19.0	8.0	5.0	48.0	http://dbpedia.org/resource/Bethel_College_(Kansas)	low	low	273.0
1915.0	Fort Hays State University	KS	IIA	446	378	325.0	377.0	556	475	412.0	474.0	84.0	56.0	71.0	21.0	232.0	http://dbpedia.org/resource/Fort_Hays_State_University	medium	medium	274.0
1926.0	Pittsburg State University	KS	IIA	450	381	331.0	375.0	567	484	425.0	477.0	103.0	76.0	70.0	4.0	291.0	http://dbpedia.org/resource/Pittsburg_State_University	medium	medium	275.0
1927.0	Emporia State University	KS	IIA	435	390	330.0	367.0	553	499	427.0	471.0	67.0	67.0	78.0	26.0	238.0	http://dbpedia.org/resource/Emporia_State_University	medium	medium	276.0
1928.0	Kansas State University	KS	I	550	419	368.0	440.0	686	530	466.0	554.0	305.0	231.0	259.0	63.0	858.0	http://dbpedia.org/resource/Kansas_State_University	medium	medium	277.0
1929.0	Kansas Wesleyan University	KS	IIB	337	290	265.0	293.0	394	343	299.0	340.0	11.0	14.0	10.0	3.0	38.0	http://dbpedia.org/resource/Kansas_Wesleyan_University	low	low	278.0
1949.0	Washburn University	KS	IIA	594	438	333.0	457.0	719	540	416.0	561.0	76.0	55.0	59.0	11.0	201.0	http://dbpedia.org/resource/Washburn_University	medium	medium	285.0
1950.0	Wichita State University	KS	IIA	555	417	361.0	415.0	679	518	450.0	514.0	101.0	154.0	188.0	24.0	467.0	http://dbpedia.org/resource/Wichita_State_University	medium	medium	286.0
7032.0	Mid-America Nazarene College	KS	IIB	371	305	265.0	300.0	457	378	329.0	372.0	18.0	12.0	24.0	6.0	60.0	http://dbpedia.org/resource/MidAmerica_Nazarene_University	low	low	287.0
1954.0	Bellarmine College	KY	IIA	473	385	326.0	394.0	583	480	396.0	482.0	32.0	18.0	27.0	7.0	84.0	http://dbpedia.org/resource/Bellarmine_College_Preparatory	medium	medium	289.0
1955.0	Berea College	KY	IIB	552	428	355.0	436.0	675	518	421.0	525.0	32.0	43.0	31.0	6.0	112.0	http://dbpedia.org/resource/Berea_College	medium	medium	290.0
1958.0	Brescia College	KY	IIB	*	322	273.0	299.0	*	390	324.0	357.0	4.0	10.0	14.0	4.0	32.0	http://dbpedia.org/resource/Brescia_University	low	low	291.0
1959.0	Campbellsville College	KY	IIB	342	278	252.0	277.0	422	350	318.0	347.0	12.0	11.0	16.0	7.0	46.0	http://dbpedia.org/resource/Campbellsville_University	low	low	292.0
1960.0	Spalding University	KY	IIB	359	315	289.0	313.0	416	370	333.0	363.0	15.0	22.0	26.0	3.0	66.0	http://dbpedia.org/resource/Spalding_University	low	low	293.0
1962.0	Cumberland College	KY	IIB	354	291	272.0	286.0	438	362	337.0	355.0	17.0	23.0	32.0	20.0	97.0	http://dbpedia.org/resource/Cumberland_College_(Saskatchewan)	low	low	295.0
1963.0	Eastern Kentucky University	KY	IIA	519	439	371.0	442.0	648	551	468.0	555.0	237.0	135.0	185.0	29.0	586.0	http://dbpedia.org/resource/Eastern_Kentucky_University	medium	medium	296.0
1972.0	Lindsey Wilson College	KY	IIB	*	359	278.0	294.0	*	427	331.0	349.0	2.0	7.0	11.0	18.0	38.0	http://dbpedia.org/resource/Lindsey_Wilson_College	low	low	300.0
1977.0	Murray State University	KY	IIA	462	396	342.0	383.0	601	520	451.0	503.0	95.0	101.0	101.0	7.0	336.0	http://dbpedia.org/resource/Murray_State_University	medium	medium	302.0
1980.0	Pikeville College	KY	IIB	359	314	275.0	304.0	434	377	332.0	367.0	8.0	25.0	15.0	3.0	51.0	http://dbpedia.org/resource/University_of_Pikeville_Kentucky_College_of_Osteopathic_Medicine	low	low	303.0
1987.0	Transylvania University	KY	IIB	447	393	318.0	384.0	627	526	424.0	521.0	18.0	25.0	18.0	2.0	63.0	http://dbpedia.org/resource/Transylvania_University	medium	medium	304.0
1988.0	Union College	KY	IIB	314	287	255.0	277.0	383	353	304.0	335.0	11.0	20.0	8.0	9.0	48.0	http://dbpedia.org/resource/Union_College	low	low	305.0
1999.0	University of Louisville	KY	I	584	442	368.0	476.0	715	547	449.0	584.0	276.0	208.0	169.0	12.0	674.0	http://dbpedia.org/resource/University_of_Louisville	medium	medium	307.0
2001.0	Thomas More College	KY	IIB	352	324	277.0	312.0	432	394	345.0	382.0	12.0	30.0	18.0	1.0	62.0	http://dbpedia.org/resource/Thomas_More_College_(Kentucky)	low	low	308.0
9275.0	Northern Kentucky University	KY	IIA	506	427	350.0	388.0	623	529	432.0	478.0	83.0	96.0	90.0	14.0	341.0	http://dbpedia.org/resource/Northern_Kentucky_University	medium	medium	310.0
2004.0	Dillard University	LA	IIB	494	373	342.0	350.0	567	437	398.0	406.0	8.0	15.0	59.0	10.0	96.0	http://dbpedia.org/resource/Dillard_University	medium	low	311.0
2005.0	Nicholls State University	LA	IIB	440	361	316.0	338.0	535	439	385.0	412.0	72.0	67.0	82.0	40.0	286.0	http://dbpedia.org/resource/Nicholls_State_University	low	low	312.0
2006.0	Grambling State University	LA	IIA	442	392	329.0	349.0	491	437	369.0	391.0	48.0	48.0	124.0	45.0	265.0	http://dbpedia.org/resource/Grambling_State_University	low	low	313.0
2008.0	Louisiana Tech University	LA	IIA	472	408	344.0	391.0	549	494	418.0	467.0	129.0	93.0	131.0	36.0	389.0	http://dbpedia.org/resource/Louisiana_Tech_University	medium	medium	315.0
2016.0	Loyola University	LA	IIA	593	451	393.0	476.0	728	560	482.0	587.0	77.0	103.0	45.0	2.0	241.0	http://dbpedia.org/resource/Loyola_University_Chicago	medium	medium	317.0
2017.0	McNeese State University	LA	IIA	456	374	323.0	363.0	554	458	398.0	446.0	76.0	77.0	104.0	33.0	290.0	http://dbpedia.org/resource/McNeese_State_University	medium	medium	318.0
2023.0	Our Lady of Holy Cross College	LA	IIB	*	306	325.0	314.0	*	378	400.0	385.0	1.0	9.0	9.0	6.0	25.0	http://dbpedia.org/resource/Our_Lady_of_Holy_Cross_College	low	low	319.0
2029.0	Tulane University	LA	I	713	514	418.0	564.0	876	646	514.0	699.0	172.0	166.0	115.0	3.0	456.0	http://dbpedia.org/resource/Tulane_University	high	high	320.0
2031.0	University of Southwestern Louisiana	LA	I	533	409	359.0	402.0	633	493	434.0	483.0	147.0	136.0	167.0	98.0	548.0	http://dbpedia.org/resource/University_of_Louisiana_at_Lafayette	medium	medium	321.0
2117.0	Anna Maria College	MA	IIB	407	364	318.0	341.0	499	470	377.0	416.0	6.0	9.0	14.0	4.0	33.0	http://dbpedia.org/resource/Anna_Maria_College	low	low	323.0
2120.0	Merrimack College	MA	IIB	507	393	326.0	395.0	652	518	407.0	510.0	24.0	63.0	38.0	0.0	125.0	http://dbpedia.org/resource/Merrimack_College	medium	medium	325.0
2121.0	Babson College	MA	IIB	787	613	557.0	633.0	975	769	700.0	790.0	31.0	45.0	31.0	3.0	119.0	http://dbpedia.org/resource/Babson_College	high	high	326.0
2124.0	Bentley College	MA	IIA	717	566	493.0	575.0	894	708	599.0	712.0	48.0	84.0	56.0	10.0	198.0	http://dbpedia.org/resource/Bentley_University	high	high	327.0
2126.0	Berklee College of Music	MA	IIB	504	402	329.0	381.0	605	491	405.0	466.0	17.0	59.0	61.0	2.0	139.0	http://dbpedia.org/resource/Berklee_College_of_Music	medium	medium	328.0
2128.0	Boston College	MA	I	784	569	496.0	614.0	964	717	604.0	761.0	165.0	245.0	126.0	10.0	556.0	http://dbpedia.org/resource/Boston_College	high	high	329.0
2132.0	Bradford College	MA	IIB	447	352	310.0	346.0	557	450	384.0	435.0	9.0	18.0	8.0	6.0	41.0	http://dbpedia.org/resource/Bradford_College_(England)	low	low	330.0
2133.0	Brandeis University	MA	I	687	493	403.0	550.0	859	619	496.0	686.0	142.0	71.0	40.0	3.0	299.0	http://dbpedia.org/resource/Brandeis_University	high	high	331.0
2139.0	Clark University	MA	IIA	664	469	395.0	522.0	822	593	488.0	651.0	58.0	64.0	38.0	0.0	160.0	http://dbpedia.org/resource/Clark_University	high	high	332.0
2146.0	Emerson College	MA	IIA	669	502	386.0	488.0	874	652	494.0	632.0	21.0	33.0	35.0	3.0	92.0	http://dbpedia.org/resource/Emerson_College	medium	high	334.0
2153.0	Gordon College	MA	IIB	432	352	319.0	381.0	578	467	424.0	505.0	35.0	18.0	13.0	5.0	71.0	http://dbpedia.org/resource/Gordon_College_(Massachusetts)	medium	medium	335.0
2155.0	Harvard University	MA	I	1009	559	500.0	793.0	1236	723	653.0	989.0	654.0	149.0	255.0	8.0	1172.0	http://dbpedia.org/resource/Harvard_University	high	high	336.0
2178.0	Massachusetts Institute of Technology	MA	I	903	637	528.0	757.0	1124	806	678.0	951.0	583.0	177.0	164.0	36.0	989.0	http://dbpedia.org/resource/Massachusetts_Institute_of_Technology	high	high	338.0
2183.0	Bridgewater State College	MA	IIA	517	440	400.0	468.0	672	583	542.0	617.0	144.0	53.0	41.0	17.0	255.0	http://dbpedia.org/resource/Bridgewater_State_University	medium	high	339.0
2184.0	Fitchburg State College	MA	IIA	512	429	395.0	444.0	644	540	501.0	560.0	87.0	56.0	70.0	11.0	224.0	http://dbpedia.org/resource/Fitchburg_State_University	medium	medium	340.0
2187.0	North Adams State College	MA	IIB	510	394	361.0	428.0	642	507	468.0	546.0	34.0	34.0	21.0	2.0	91.0	http://dbpedia.org/resource/Massachusetts_College_of_Liberal_Arts	medium	medium	341.0
2189.0	Westfield State College	MA	IIA	523	419	378.0	457.0	662	530	478.0	578.0	79.0	46.0	44.0	0.0	169.0	http://dbpedia.org/resource/Westfield_State_University	medium	medium	342.0
2190.0	Worcester State College	MA	IIA	528	456	370.0	463.0	669	585	483.0	593.0	81.0	44.0	30.0	13.0	168.0	http://dbpedia.org/resource/Worcester_State_University	medium	medium	343.0
2192.0	Mount Holyoke College	MA	IIB	694	505	400.0	541.0	866	645	496.0	678.0	73.0	47.0	51.0	3.0	191.0	http://dbpedia.org/resource/Mount_Holyoke_College	high	high	344.0
2199.0	Northeastern University	MA	I	688	525	460.0	543.0	880	689	599.0	705.0	236.0	260.0	176.0	0.0	730.0	http://dbpedia.org/resource/Northeastern_University	high	high	345.0
2206.0	Regis College	MA	IIB	504	425	345.0	407.0	627	542	426.0	513.0	9.0	20.0	14.0	1.0	46.0	http://dbpedia.org/resource/Regis_College	medium	medium	346.0
2208.0	Simmons College	MA	IIA	589	471	386.0	477.0	724	592	482.0	593.0	54.0	54.0	53.0	6.0	167.0	http://dbpedia.org/resource/Simmons_College_(Massachusetts)	medium	medium	347.0
2209.0	Smith College	MA	IIA	732	514	405.0	591.0	932	646	502.0	747.0	127.0	70.0	59.0	6.0	262.0	http://dbpedia.org/resource/Smith_College	high	high	348.0
2217.0	Stonehill College	MA	IIB	513	428	354.0	423.0	657	541	458.0	539.0	24.0	56.0	36.0	0.0	116.0	http://dbpedia.org/resource/Stonehill_College	medium	medium	350.0
2218.0	Suffolk University	MA	IIA	727	548	484.0	611.0	925	706	599.0	777.0	111.0	73.0	33.0	15.0	232.0	http://dbpedia.org/resource/Suffolk_University	high	high	351.0
2219.0	Tufts University	MA	I	735	549	447.0	592.0	964	710	607.0	777.0	148.0	157.0	98.0	2.0	405.0	http://dbpedia.org/resource/Tufts_University	high	high	352.0
2222.0	University of Massachusetts-Boston	MA	IIA	656	543	445.0	549.0	813	679	563.0	686.0	154.0	186.0	100.0	1.0	473.0	http://dbpedia.org/resource/University_of_Massachusetts_Boston	high	high	353.0
2224.0	Wellesley College	MA	IIB	757	550	453.0	603.0	988	712	570.0	779.0	97.0	44.0	74.0	4.0	222.0	http://dbpedia.org/resource/Wellesley_College	high	high	354.0
2227.0	Wheaton College	MA	IIB	602	435	357.0	486.0	740	539	448.0	601.0	44.0	16.0	25.0	6.0	91.0	http://dbpedia.org/resource/Wheaton_College_(Massachusetts)	medium	high	356.0
2228.0	Wheelock College	MA	IIA	545	420	362.0	415.0	662	518	433.0	505.0	8.0	20.0	20.0	1.0	49.0	http://dbpedia.org/resource/Wheelock_College	medium	medium	357.0
2229.0	Williams College	MA	IIB	707	503	417.0	543.0	923	669	566.0	719.0	77.0	36.0	88.0	0.0	213.0	http://dbpedia.org/resource/Williams_College	high	high	358.0
1436.0	Capitol College	MD	IIB	*	344	?	352.0	*	406	?	416.0	5.0	7.0	5.0	0.0	17.0	http://dbpedia.org/resource/Capitol_College	medium	low	360.0
2062.0	Bowie State University	MD	IIA	510	433	349.0	401.0	647	554	452.0	515.0	31.0	28.0	51.0	14.0	127.0	http://dbpedia.org/resource/Bowie_State_University	medium	medium	361.0
2067.0	Columbia Union College	MD	IIB	308	297	293.0	296.0	344	329	325.0	329.0	17.0	9.0	11.0	5.0	42.0	http://dbpedia.org/resource/Washington_Adventist_University	low	low	362.0
2068.0	Coppin State College	MD	IIB	557	435	366.0	431.0	707	559	476.0	554.0	26.0	32.0	36.0	4.0	103.0	http://dbpedia.org/resource/Coppin_State_University	medium	medium	363.0
2072.0	Frostburg State University	MD	IIA	498	423	366.0	416.0	646	538	468.0	530.0	76.0	56.0	70.0	8.0	228.0	http://dbpedia.org/resource/Frostburg_State_University	medium	medium	364.0
2073.0	Goucher College	MD	IIB	529	387	358.0	411.0	661	489	452.0	518.0	21.0	27.0	23.0	4.0	75.0	http://dbpedia.org/resource/Goucher_College	medium	medium	365.0
2076.0	Hood College	MD	IIA	516	425	352.0	402.0	665	530	434.0	502.0	14.0	21.0	40.0	1.0	76.0	http://dbpedia.org/resource/Hood_College	medium	medium	366.0
2077.0	Johns Hopkins University	MD	I	798	542	435.0	593.0	972	677	551.0	734.0	330.0	110.0	160.0	52.0	767.0	http://dbpedia.org/resource/Johns_Hopkins_University	high	high	367.0
2078.0	Loyola College in Maryland	MD	IIA	632	500	397.0	482.0	802	640	511.0	617.0	50.0	76.0	89.0	5.0	222.0	http://dbpedia.org/resource/Loyola_University_Maryland	medium	high	368.0
2083.0	Morgan State University	MD	IIA	594	517	439.0	450.0	743	651	558.0	571.0	26.0	41.0	91.0	42.0	229.0	http://dbpedia.org/resource/Morgan_State_University	medium	medium	369.0
2092.0	Saint John's College	MD	IIB	*	*	?	437.0	*	*	?	572.0	0.0	0.0	0.0	0.0	43.0	http://dbpedia.org/resource/St._John's_College_(Brantford)	medium	medium	371.0
2099.0	Towson State University	MD	IIA	531	433	388.0	439.0	692	565	505.0	573.0	141.0	136.0	169.0	25.0	471.0	http://dbpedia.org/resource/Towson_University	medium	medium	372.0
2101.0	U. S. Naval Academy	MD	IIB	595	455	377.0	492.0	721	556	466.0	600.0	125.0	100.0	67.0	7.0	299.0	http://dbpedia.org/resource/United_States_Naval_Academy	medium	high	373.0
2103.0	University of Maryland-College Park	MD	I	703	487	406.0	539.0	865	608	505.0	669.0	535.0	388.0	163.0	133.0	1285.0	http://dbpedia.org/resource/University_of_Maryland,_College_Park	high	high	375.0
2038.0	Bowdoin College	ME	IIB	738	527	418.0	554.0	918	651	503.0	682.0	41.0	40.0	35.0	4.0	123.0	http://dbpedia.org/resource/Bowdoin_College	high	high	380.0
2039.0	Colby College	ME	IIB	745	515	383.0	524.0	904	622	453.0	629.0	43.0	33.0	60.0	4.0	140.0	http://dbpedia.org/resource/Colby_College	high	high	381.0
2040.0	University of Maine at Farmington	ME	IIB	464	348	292.0	385.0	594	448	377.0	496.0	47.0	26.0	13.0	14.0	101.0	http://dbpedia.org/resource/University_of_Maine_at_Farmington	medium	medium	382.0
2041.0	University of Maine at Fort Kent	ME	IIB	436	347	320.0	356.0	555	442	415.0	456.0	9.0	10.0	12.0	2.0	33.0	http://dbpedia.org/resource/University_of_Maine_at_Fort_Kent	medium	medium	383.0
2043.0	Husson College	ME	IIB	407	358	302.0	334.0	454	401	338.0	374.0	12.0	13.0	18.0	6.0	49.0	http://dbpedia.org/resource/Husson_University	low	low	384.0
2050.0	University of New England	ME	IIA	450	380	323.0	354.0	545	468	396.0	434.0	11.0	22.0	39.0	4.0	76.0	http://dbpedia.org/resource/University_of_New_England_(Australia)	medium	low	385.0
2051.0	Saint Joseph's College	ME	IIB	*	321	283.0	295.0	*	391	353.0	370.0	4.0	8.0	33.0	0.0	45.0	http://dbpedia.org/resource/Saint_Joseph's_College_(Indiana)	low	low	386.0
2052.0	Thomas College	ME	IIB	*	338	297.0	318.0	*	404	341.0	374.0	2.0	7.0	8.0	0.0	17.0	http://dbpedia.org/resource/Thomas_College	low	low	387.0
6858.0	Unity College	ME	IIB	355	261	261.0	285.0	418	313	313.0	340.0	8.0	7.0	16.0	0.0	31.0	http://dbpedia.org/resource/Unity_College_Northampton	low	low	390.0
2239.0	Aquinas College	MI	IIB	387	313	275.0	319.0	491	376	331.0	392.0	27.0	32.0	27.0	4.0	90.0	http://dbpedia.org/resource/Aquinas_College,_Perth	low	low	394.0
2241.0	Calvin College	MI	IIB	471	410	363.0	446.0	604	527	461.0	571.0	152.0	33.0	20.0	7.0	212.0	http://dbpedia.org/resource/Calvin_College	medium	medium	395.0
2247.0	Concordia College	MI	IIB	342	304	257.0	289.0	428	377	340.0	369.0	10.0	12.0	15.0	3.0	40.0	http://dbpedia.org/resource/Concordia_College_(Moorhead)	low	low	397.0
2260.0	Ferris State University	MI	IIA	546	470	409.0	467.0	713	631	566.0	628.0	143.0	160.0	151.0	10.0	477.0	http://dbpedia.org/resource/Ferris_State_University	medium	high	399.0
2275.0	Kalamazoo College	MI	IIB	553	440	352.0	452.0	696	569	440.0	571.0	36.0	25.0	24.0	7.0	92.0	http://dbpedia.org/resource/Kalamazoo_College	medium	medium	401.0
2282.0	Madonna University	MI	IIB	482	395	352.0	382.0	576	465	430.0	459.0	19.0	12.0	42.0	11.0	84.0	http://dbpedia.org/resource/Madonna_University	medium	medium	402.0
2290.0	Michigan State University	MI	I	651	493	413.0	555.0	843	663	569.0	732.0	949.0	494.0	350.0	47.0	1840.0	http://dbpedia.org/resource/Michigan_State_University	high	high	403.0
