Assuming 9 as type relation
Loading files... 
  Starting wikidata.nt
  Finished wikidata.nt, still running: 0
Loaded 8396749 facts in 55.34 s using 27929 MB
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
No minimum threshold on PCA confidence
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 32 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?h  <http://example.com/publisher_P123>  ?b  ?a  <http://example.com/succeeded_by_P156>  ?h   => ?a  <http://example.com/publisher_P123>  ?b	0.124508279	0.722910765	0.783986175	4083	5648	5208	-1
?a  <http://example.com/preceded_by_P155>  ?h  ?h  <http://example.com/publisher_P123>  ?b   => ?a  <http://example.com/publisher_P123>  ?b	0.127283262	0.709743241	0.778005592	4174	5881	5365	-1
?h  <http://example.com/contains_administrative_territorial_entity_P150>  ?b  ?a  <http://example.com/country_P17>  ?h   => ?a  <http://example.com/headquarters_location_P159>  ?b	0.04180602	0.000019153	0.008605852	325	16968189	37765	-1
?a  <http://example.com/developer_P178>  ?h  ?h  <http://example.com/founder_P112>  ?b   => ?a  <http://example.com/designer_P287>  ?b	0.045779685	0.046934585	0.235294118	160	3409	680	-1
?h  <http://example.com/country_P17>  ?a  ?b  <http://example.com/place_of_birth_P19>  ?h   => ?a  <http://example.com/head_of_state_P35>  ?b	0.245098039	0.000344049	0.001927265	100	290656	51887	-1
?h  <http://example.com/coolant_P588>  ?b  ?a  <http://example.com/subclass_of_P279>  ?h   => ?a  <http://example.com/coolant_P588>  ?b	0.425702811	0.675159236	0.905982906	106	157	117	-1
?a  <http://example.com/DEPRECATED_main_type__GND__P107>  ?h  ?b  <http://example.com/is_a_list_of_P360>  ?h   => ?a  <http://example.com/noble_family_P53>  ?b	0.059191702	0.000000168	0.000011566	331	1969543687	28619100	-1
?b  <http://example.com/country_P17>  ?h  ?a  <http://example.com/country_of_origin_P495>  ?h   => ?a  <http://example.com/publisher_P123>  ?b	0.004787607	0.000000111	0.000002444	157	1408732328	64233312	-1
?a  <http://example.com/headquarters_location_P159>  ?h  ?b  <http://example.com/place_of_death_P20>  ?h   => ?a  <http://example.com/founder_P112>  ?b	0.023842274	0.000023621	0.003623315	104	4402856	28703	-2
?g  <http://example.com/producer_P162>  ?b  ?g  <http://example.com/production_company_P272>  ?a   => ?a  <http://example.com/founder_P112>  ?b	0.03736818	0.01646631	0.146846847	163	9899	1110	-2
?g  <http://example.com/publisher_P123>  ?b  ?g  <http://example.com/succeeded_by_P156>  ?a   => ?a  <http://example.com/publisher_P123>  ?b	0.123989876	0.689035757	0.783429672	4066	5901	5190	-1
?g  <http://example.com/preceded_by_P155>  ?a  ?g  <http://example.com/publisher_P123>  ?b   => ?a  <http://example.com/publisher_P123>  ?b	0.126551398	0.69971337	0.783462337	4150	5931	5297	-1
?a  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h  ?b  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h   => ?a  <http://example.com/connecting_line_P81>  ?b	0.03915828	0.000000236	0.000158813	214	906288148	1347495	-1
?a  <http://example.com/country_P17>  ?h  ?b  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h   => ?a  <http://example.com/connecting_line_P81>  ?b	0.021043001	0.000003246	0.000798927	115	35426884	143943	-1
?a  <http://example.com/operator_P137>  ?h  ?b  <http://example.com/operator_P137>  ?h   => ?a  <http://example.com/connecting_line_P81>  ?b	0.025800549	0.000014799	0.010059932	141	9527785	14016	-1
?a  <http://example.com/part_of_P361>  ?h  ?b  <http://example.com/part_of_P361>  ?h   => ?a  <http://example.com/connecting_line_P81>  ?b	0.196157365	0.000247525	0.00265147	1072	4330883	404304	-1
?a  <http://example.com/country_of_citizenship_P27>  ?h  ?b  <http://example.com/country_of_citizenship_P27>  ?h   => ?a  <http://example.com/_OBSOLETE__grandparent_P45>  ?b	0.232214765	0.000000029	0.000034455	173	6064575328	5021050	-1
?h  <http://example.com/ship_builder_P198>  ?b  ?a  <http://example.com/ship_class_P289>  ?h   => ?a  <http://example.com/ship_builder_P198>  ?b	0.052271888	0.372368421	0.56374502	283	760	502	-1
?g  <http://example.com/adjacent_station_P197>  ?a  ?g  <http://example.com/connecting_line_P81>  ?b   => ?a  <http://example.com/connecting_line_P81>  ?b	0.294602013	0.612866388	0.775903614	1610	2627	2075	-1
?a  <http://example.com/adjacent_station_P197>  ?h  ?h  <http://example.com/connecting_line_P81>  ?b   => ?a  <http://example.com/connecting_line_P81>  ?b	0.266605672	0.593241042	0.717380601	1457	2456	2031	-1
?h  <http://example.com/ship_builder_P198>  ?b  ?a  <http://example.com/succeeded_by_P156>  ?h   => ?a  <http://example.com/ship_builder_P198>  ?b	0.019209457	0.284153005	0.383763838	104	366	271	-1
?a  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h  ?b  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h   => ?a  <http://example.com/street_P669>  ?b	0.833333333	0.000000243	0.000239583	220	906288148	918263	-1
?a  <http://example.com/preceded_by_P155>  ?h  ?h  <http://example.com/ship_builder_P198>  ?b   => ?a  <http://example.com/ship_builder_P198>  ?b	0.020502401	0.316239316	0.402173913	111	351	276	-1
?a  <http://example.com/country_of_citizenship_P27>  ?h  ?b  <http://example.com/country_of_citizenship_P27>  ?h   => ?a  <http://example.com/spouse_P26>  ?b	0.189778708	0.000000494	0.000025272	2993	6064575328	118431886	-1
?a  <http://example.com/occupation_P106>  ?h  ?b  <http://example.com/occupation_P106>  ?h   => ?a  <http://example.com/spouse_P26>  ?b	0.086361042	0.000000089	0.000019576	1362	15354038839	69573922	-1
?g  <http://example.com/ship_builder_P198>  ?b  ?g  <http://example.com/succeeded_by_P156>  ?a   => ?a  <http://example.com/ship_builder_P198>  ?b	0.018655338	0.279005525	0.374074074	101	362	270	-1
?g  <http://example.com/preceded_by_P155>  ?a  ?g  <http://example.com/ship_builder_P198>  ?b   => ?a  <http://example.com/ship_builder_P198>  ?b	0.020132989	0.258907363	0.403703704	109	421	270	-1
?a  <http://example.com/found_in_taxon_P703>  ?h  ?b  <http://example.com/found_in_taxon_P703>  ?h   => ?a  <http://example.com/encoded_by_P702>  ?b	0.995826813	0.000019857	0.000169538	1909	96137002	11260008	-1
?a  <http://example.com/country_P17>  ?h  ?b  <http://example.com/country_of_citizenship_P27>  ?h   => ?a  <http://example.com/successful_candidate_P991>  ?b	0.43258427	0.000000071	0.000155599	1309	18319474591	8412648	-1
?a  <http://example.com/located_in_place_P1134>  ?h  ?b  <http://example.com/located_in_place_P1134>  ?h   => ?a  <http://example.com/terminus_P559>  ?b	0.228888889	0.001187087	0.046209062	103	86767	2229	-2
?a  <http://example.com/country_P17>  ?h  ?b  <http://example.com/country_of_citizenship_P27>  ?h   => ?a  <http://example.com/chairperson_P488>  ?b	0.241071429	0.000000019	0.000071135	351	18319474591	4934280	-1
?a  <http://example.com/country_P17>  ?h  ?b  <http://example.com/country_of_citizenship_P27>  ?h   => ?a  <http://example.com/architect_P84>  ?b	0.413671184	0.000000038	0.000032896	702	18319474591	21340147	-1
?b  <http://example.com/country_P17>  ?h  ?a  <http://example.com/country_of_citizenship_P27>  ?h   => ?a  <http://example.com/noble_family_P53>  ?b	0.0472103	0.000000014	0.000005823	264	18319474591	45335096	-1
?h  <http://example.com/political_ideology_P1142>  ?b  ?a  <http://example.com/succeeded_by_P156>  ?h   => ?a  <http://example.com/political_ideology_P1142>  ?b	0.021216407	0.41015625	0.430327869	105	256	244	-1
?b  <http://example.com/country_P17>  ?h  ?a  <http://example.com/country_of_citizenship_P27>  ?h   => ?a  <http://example.com/employer_P108>  ?b	0.074666198	0.000000023	0.000003765	425	18319474591	112884892	-1
?b  <http://example.com/country_P17>  ?h  ?a  <http://example.com/country_of_citizenship_P27>  ?h   => ?a  <http://example.com/residence_P551>  ?b	0.215935335	0.00000001	0.000010762	187	18319474591	17375724	-1
?g  <http://example.com/political_ideology_P1142>  ?b  ?g  <http://example.com/succeeded_by_P156>  ?a   => ?a  <http://example.com/political_ideology_P1142>  ?b	0.02182259	0.428571429	0.469565217	108	252	230	-1
?b  <http://example.com/language_P407>  ?h  ?a  <http://example.com/original_language_P364>  ?h   => ?a  <http://example.com/producer_P162>  ?b	0.003324645	0.000008346	0.000032842	125	14977844	3806116	-1
?a  <http://example.com/cast_member_P161>  ?h  ?b  <http://example.com/spouse_P26>  ?h   => ?a  <http://example.com/producer_P162>  ?b	0.002739507	0.004573712	0.007828532	103	22520	13157	-1
?a  <http://example.com/narrative_set_in_P840>  ?h  ?b  <http://example.com/place_of_death_P20>  ?h   => ?a  <http://example.com/producer_P162>  ?b	0.00289909	0.000005562	0.000015391	109	19596459	7082089	-1
?a  <http://example.com/narrative_set_in_P840>  ?h  ?b  <http://example.com/place_of_birth_P19>  ?h   => ?a  <http://example.com/producer_P162>  ?b	0.011729347	0.00001535	0.000041388	441	28729544	10655156	-1
?b  <http://example.com/country_P17>  ?h  ?a  <http://example.com/country_of_citizenship_P27>  ?h   => ?a  <http://example.com/member_of_P463>  ?b	0.079476431	0.000000051	0.000003891	929	18319474591	238766874	-1
?b  <http://example.com/country_P17>  ?h  ?a  <http://example.com/country_of_citizenship_P27>  ?h   => ?a  <http://example.com/conflict_P607>  ?b	0.018149466	0.000000022	0.00000167	408	18319474591	244299876	-1
?b  <http://example.com/country_of_citizenship_P27>  ?h  ?a  <http://example.com/narrative_set_in_P840>  ?h   => ?a  <http://example.com/producer_P162>  ?b	0.002952285	0.000015817	0.000045943	111	7017830	2416047	-1
?h  <http://example.com/founder_P112>  ?b  ?a  <http://example.com/production_company_P272>  ?h   => ?a  <http://example.com/producer_P162>  ?b	0.02912389	0.112550108	0.159714119	1095	9729	6856	-1
?a  <http://example.com/preceded_by_P155>  ?h  ?h  <http://example.com/producer_P162>  ?b   => ?a  <http://example.com/producer_P162>  ?b	0.02444279	0.429038282	0.723052714	919	2142	1271	-1
?h  <http://example.com/performer_musical_artist_P175>  ?b  ?a  <http://example.com/preceded_by_P155>  ?h   => ?a  <http://example.com/producer_P162>  ?b	0.010585669	0.00694796	0.327572016	398	57283	1215	-1
?h  <http://example.com/producer_P162>  ?b  ?a  <http://example.com/succeeded_by_P156>  ?h   => ?a  <http://example.com/producer_P162>  ?b	0.023751263	0.449647533	0.717269076	893	1986	1245	-1
?h  <http://example.com/performer_musical_artist_P175>  ?b  ?a  <http://example.com/succeeded_by_P156>  ?h   => ?a  <http://example.com/producer_P162>  ?b	0.010638864	0.007358758	0.337552743	400	54357	1185	-1
?a  <http://example.com/cast_member_P161>  ?g  ?g  <http://example.com/spouse_P26>  ?b   => ?a  <http://example.com/producer_P162>  ?b	0.003510825	0.005836576	0.010093286	132	22616	13078	-1
?a  <http://example.com/cast_member_P161>  ?b  ?a  <http://example.com/director_P57>  ?b   => ?a  <http://example.com/producer_P162>  ?b	0.01675621	0.207852194	0.40025413	630	3031	1574	-1
?a  <http://example.com/cast_member_P161>  ?b  ?a  <http://example.com/screenwriter_P58>  ?b   => ?a  <http://example.com/producer_P162>  ?b	0.011356987	0.196502531	0.317944899	427	2173	1343	-1
?a  <http://example.com/director_P57>  ?b  ?a  <http://example.com/screenwriter_P58>  ?b   => ?a  <http://example.com/producer_P162>  ?b	0.031996383	0.129146538	0.261408083	1203	9315	4602	-1
?a  <http://example.com/director_P57>  ?b  ?a  <http://example.com/director_of_photography_P344>  ?b   => ?a  <http://example.com/producer_P162>  ?b	0.004814086	0.314236111	0.570977918	181	576	317	-1
?g  <http://example.com/performer_musical_artist_P175>  ?b  ?g  <http://example.com/preceded_by_P155>  ?a   => ?a  <http://example.com/producer_P162>  ?b	0.010452684	0.005912264	0.329974811	393	66472	1191	-1
?g  <http://example.com/performer_musical_artist_P175>  ?b  ?g  <http://example.com/succeeded_by_P156>  ?a   => ?a  <http://example.com/producer_P162>  ?b	0.010053726	0.006331234	0.325862069	378	59704	1160	-1
?g  <http://example.com/preceded_by_P155>  ?a  ?g  <http://example.com/producer_P162>  ?b   => ?a  <http://example.com/producer_P162>  ?b	0.024176818	0.41355778	0.715184894	909	2198	1271	-1
?a  <http://example.com/country_P17>  ?h  ?b  <http://example.com/country_of_citizenship_P27>  ?h   => ?a  <http://example.com/screenwriter_P58>  ?b	0.025705485	0.00000004	0.000018942	726	18319474591	38327902	-1
?a  <http://example.com/narrative_set_in_P840>  ?h  ?b  <http://example.com/place_of_death_P20>  ?h   => ?a  <http://example.com/director_of_photography_P344>  ?b	0.005744805	0.000006532	0.000019977	128	19596459	6407362	-1
?a  <http://example.com/narrative_set_in_P840>  ?h  ?b  <http://example.com/place_of_birth_P19>  ?h   => ?a  <http://example.com/director_of_photography_P344>  ?b	0.014541538	0.000011278	0.000033879	324	28729544	9563527	-1
?a  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h  ?b  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h   => ?a  <http://example.com/terminus_P559>  ?b	0.513333333	0.000000255	0.002880048	231	906288148	80207	-2
?b  <http://example.com/country_of_citizenship_P27>  ?h  ?a  <http://example.com/narrative_set_in_P840>  ?h   => ?a  <http://example.com/director_of_photography_P344>  ?b	0.006058974	0.000019237	0.000055333	135	7017830	2439786	-1
?g  <http://example.com/producer_P162>  ?b  ?g  <http://example.com/succeeded_by_P156>  ?a   => ?a  <http://example.com/producer_P162>  ?b	0.023299112	0.409345794	0.717444717	876	2140	1221	-1
?b  <http://example.com/country_of_citizenship_P27>  ?h  ?a  <http://example.com/country_of_origin_P495>  ?h   => ?a  <http://example.com/producer_P162>  ?b	0.04316719	0.000004084	0.000021653	1623	397359359	74955897	-1
?b  <http://example.com/basin_country_P205>  ?h  ?a  <http://example.com/country_P17>  ?h   => ?a  <http://example.com/mouth_of_the_watercourse_P403>  ?b	0.032927504	0.000072804	0.011344137	119	1634517	10490	-1
?a  <http://example.com/_OBSOLETE__family_P71>  ?h  ?b  <http://example.com/_OBSOLETE__family_P71>  ?h   => ?a  <http://example.com/basionym_P566>  ?b	0.887275833	0.000001304	0.000295221	1039	797064442	3519400	-1
?a  <http://example.com/continent_P30>  ?h  ?b  <http://example.com/continent_P30>  ?h   => ?a  <http://example.com/mouth_of_the_watercourse_P403>  ?b	0.105700055	0.00000198	0.000370121	382	192917284	1032094	-1
?a  <http://example.com/director_P57>  ?b  ?a  <http://example.com/screenwriter_P58>  ?b   => ?a  <http://example.com/director_of_photography_P344>  ?b	0.008303038	0.01986044	0.038980194	185	9315	4746	-1
?a  <http://example.com/director_P57>  ?b  ?a  <http://example.com/producer_P162>  ?b   => ?a  <http://example.com/director_of_photography_P344>  ?b	0.008123513	0.040338756	0.087439614	181	4487	2070	-1
?h  <http://example.com/continent_P30>  ?b  ?a  <http://example.com/mouth_of_the_watercourse_P403>  ?h   => ?a  <http://example.com/continent_P30>  ?b	0.021994473	0.253483743	0.894613583	382	1507	427	-1
?b  <http://example.com/country_of_citizenship_P27>  ?h  ?a  <http://example.com/country_of_origin_P495>  ?h   => ?a  <http://example.com/director_of_photography_P344>  ?b	0.086261837	0.000004837	0.000028419	1922	397359359	67631196	-1
?a  <http://example.com/country_P17>  ?h  ?h  <http://example.com/part_of_P361>  ?b   => ?a  <http://example.com/continent_P30>  ?b	0.029364348	0.001784652	0.148255814	510	285770	3440	-1
?h  <http://example.com/continent_P30>  ?b  ?a  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h   => ?a  <http://example.com/continent_P30>  ?b	0.03316444	0.010974982	0.874051593	576	52483	659	-1
?g  <http://example.com/continent_P30>  ?b  ?g  <http://example.com/mouth_of_the_watercourse_P403>  ?a   => ?a  <http://example.com/continent_P30>  ?b	0.010709351	0.430555556	0.944162437	186	432	197	-1
?h  <http://example.com/continent_P30>  ?b  ?a  <http://example.com/country_P17>  ?h   => ?a  <http://example.com/continent_P30>  ?b	0.144691386	0.002265058	0.65069912	2513	1109464	3862	-1
?a  <http://example.com/performer_musical_artist_P175>  ?h  ?b  <http://example.com/performer_musical_artist_P175>  ?h   => ?a  <http://example.com/tracklist_P658>  ?b	0.73347548	0.000137138	0.00892695	344	2508417	38535	-2
?a  <http://example.com/record_label_P264>  ?h  ?b  <http://example.com/record_label_P264>  ?h   => ?a  <http://example.com/tracklist_P658>  ?b	0.428571429	0.000002532	0.000433716	201	79383515	463437	-2
?g  <http://example.com/continent_P30>  ?b  ?g  <http://example.com/shares_border_with_P47>  ?a   => ?a  <http://example.com/continent_P30>  ?b	0.007254721	0.236842105	0.887323944	126	532	142	-1
?g  <http://example.com/continent_P30>  ?b  ?g  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?a   => ?a  <http://example.com/continent_P30>  ?b	0.007542607	0.195522388	0.891156463	131	670	147	-1
?g  <http://example.com/continent_P30>  ?b  ?g  <http://example.com/country_P17>  ?a   => ?a  <http://example.com/continent_P30>  ?b	0.01030631	0.670411985	0.71314741	179	267	251	-1
?a  <http://example.com/_OBSOLETE__genus_P74>  ?h  ?h  <http://example.com/taxon_author_P405>  ?b   => ?a  <http://example.com/taxon_author_P405>  ?b	0.025416998	0.025874267	0.311435523	128	4947	411	-1
?a  <http://example.com/_OBSOLETE__order_P70>  ?h  ?h  <http://example.com/taxon_author_P405>  ?b   => ?a  <http://example.com/taxon_author_P405>  ?b	0.041699762	0.001464496	0.262172285	210	143394	801	-1
?a  <http://example.com/parent_taxon_P171>  ?h  ?h  <http://example.com/taxon_author_P405>  ?b   => ?a  <http://example.com/taxon_author_P405>  ?b	0.107227959	0.042863947	0.359281437	540	12598	1503	-1
?g  <http://example.com/parent_taxon_P171>  ?a  ?g  <http://example.com/taxon_author_P405>  ?b   => ?a  <http://example.com/taxon_author_P405>  ?b	0.057982526	0.092346616	0.292292292	292	3162	999	-1
?b  <http://example.com/awarded_by_P1027>  ?h  ?a  <http://example.com/member_of_P463>  ?h   => ?a  <http://example.com/award_received_P166>  ?b	0.028616665	0.29440305	0.432755986	1699	5771	3926	-1
?h  <http://example.com/award_received_P166>  ?b  ?a  <http://example.com/spouse_P26>  ?h   => ?a  <http://example.com/award_received_P166>  ?b	0.00181907	0.04787234	0.361204013	108	2256	299	-1
?h  <http://example.com/award_received_P166>  ?b  ?a  <http://example.com/child_P40>  ?h   => ?a  <http://example.com/award_received_P166>  ?b	0.007815263	0.166666667	0.563106796	464	2784	824	-1
?h  <http://example.com/award_received_P166>  ?b  ?a  <http://example.com/father_P22>  ?h   => ?a  <http://example.com/award_received_P166>  ?b	0.01019016	0.144736842	0.611111111	605	4180	990	-1
?a  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h  ?b  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h   => ?a  <http://example.com/mouth_of_the_watercourse_P403>  ?b	0.128389596	0.000000512	0.00019634	464	906288148	2363246	-1
?a  <http://example.com/country_P17>  ?h  ?b  <http://example.com/country_of_citizenship_P27>  ?h   => ?a  <http://example.com/founder_P112>  ?b	0.070609812	0.000000017	0.000002081	308	18319474591	147982848	-2
?h  <http://example.com/award_received_P166>  ?b  ?a  <http://example.com/place_of_death_P20>  ?h   => ?a  <http://example.com/award_received_P166>  ?b	0.003671826	0.006853622	0.031871345	218	31808	6840	-1
?h  <http://example.com/award_received_P166>  ?b  ?a  <http://example.com/preceded_by_P155>  ?h   => ?a  <http://example.com/award_received_P166>  ?b	0.004109751	0.440433213	0.62086514	244	554	393	-1
?h  <http://example.com/award_received_P166>  ?b  ?a  <http://example.com/shares_border_with_P47>  ?h   => ?a  <http://example.com/award_received_P166>  ?b	0.011537619	0.710580913	0.985611511	685	964	695	-1
?h  <http://example.com/award_received_P166>  ?b  ?a  <http://example.com/place_of_birth_P19>  ?h   => ?a  <http://example.com/award_received_P166>  ?b	0.002627545	0.005327505	0.028441203	156	29282	5485	-1
?g  <http://example.com/award_received_P166>  ?b  ?g  <http://example.com/father_P22>  ?a   => ?a  <http://example.com/award_received_P166>  ?b	0.007377339	0.263063063	0.588709677	438	1665	744	-1
?h  <http://example.com/award_received_P166>  ?b  ?a  <http://example.com/succeeded_by_P156>  ?h   => ?a  <http://example.com/award_received_P166>  ?b	0.00363814	0.439918534	0.635294118	216	491	340	-1
?g  <http://example.com/award_received_P166>  ?b  ?g  <http://example.com/spouse_P26>  ?a   => ?a  <http://example.com/award_received_P166>  ?b	0.00181907	0.051404093	0.362416107	108	2101	298	-1
?g  <http://example.com/award_received_P166>  ?b  ?g  <http://example.com/child_P40>  ?a   => ?a  <http://example.com/award_received_P166>  ?b	0.010493338	0.137345679	0.592205323	623	4536	1052	-1
?b  <http://example.com/official_language_P37>  ?h  ?a  <http://example.com/original_language_P364>  ?h   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.089974293	0.00008787	0.000970296	1050	11949525	1082144	-1
?b  <http://example.com/country_P17>  ?h  ?a  <http://example.com/country_of_origin_P495>  ?h   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.102827763	0.000000852	0.000007197	1200	1408732328	166727801	-1
?b  <http://example.com/country_P17>  ?h  ?a  <http://example.com/country_of_citizenship_P27>  ?h   => ?a  <http://example.com/position_held_P39>  ?b	0.508108295	0.000000802	0.000004828	14695	18319474591	3043829442	-1
?a  <http://example.com/country_of_origin_P495>  ?h  ?b  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.018080548	0.000326875	0.003816656	211	645506	55284	-1
?a  <http://example.com/country_P17>  ?h  ?b  <http://example.com/is_in_the_administrative_territorial_entity_P131>  ?h   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.00865467	0.000002851	0.003181603	101	35426884	31745	-1
?a  <http://example.com/based_on_P144>  ?h  ?h  <http://example.com/narrative_set_in_P840>  ?b   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.009511568	0.20593692	0.616666667	111	539	180	-1
?a  <http://example.com/author_P50>  ?h  ?h  <http://example.com/place_of_birth_P19>  ?b   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.01311054	0.007191877	0.147115385	153	21274	1040	-1
?a  <http://example.com/author_P50>  ?h  ?h  <http://example.com/place_of_death_P20>  ?b   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.009083119	0.009021277	0.183391003	106	11750	578	-1
?h  <http://example.com/place_of_birth_P19>  ?b  ?a  <http://example.com/screenwriter_P58>  ?h   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.035989717	0.019617001	0.113605626	420	21410	3697	-1
?h  <http://example.com/country_of_citizenship_P27>  ?b  ?a  <http://example.com/screenwriter_P58>  ?h   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.014995716	0.010574018	0.060595568	175	16550	2888	-1
?h  <http://example.com/place_of_death_P20>  ?b  ?a  <http://example.com/screenwriter_P58>  ?h   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.012596401	0.013114462	0.094777563	147	11209	1551	-1
?g  <http://example.com/award_received_P166>  ?b  ?g  <http://example.com/shares_border_with_P47>  ?a   => ?a  <http://example.com/award_received_P166>  ?b	0.011537619	0.670910872	0.985611511	685	1021	695	-1
?a  <http://example.com/director_of_photography_P344>  ?h  ?h  <http://example.com/place_of_birth_P19>  ?b   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.027335047	0.017561244	0.105839416	319	18165	3014	-1
?h  <http://example.com/country_of_citizenship_P27>  ?b  ?a  <http://example.com/director_of_photography_P344>  ?h   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.010968295	0.007156835	0.044183638	128	17885	2897	-1
?a  <http://example.com/director_of_photography_P344>  ?h  ?h  <http://example.com/place_of_death_P20>  ?b   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.010282776	0.01161103	0.085959885	120	10335	1396	-1
?a  <http://example.com/director_P57>  ?h  ?h  <http://example.com/place_of_birth_P19>  ?b   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.053641817	0.012664886	0.116595269	626	49428	5369	-1
?h  <http://example.com/country_of_citizenship_P27>  ?b  ?a  <http://example.com/director_P57>  ?h   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.023050557	0.006302866	0.054987735	269	42679	4892	-1
?a  <http://example.com/director_P57>  ?h  ?h  <http://example.com/place_of_death_P20>  ?b   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.017994859	0.008337634	0.103042198	210	25187	2038	-1
?h  <http://example.com/place_of_birth_P19>  ?b  ?a  <http://example.com/producer_P162>  ?h   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.034361611	0.016571617	0.096789766	401	24198	4143	-1
?h  <http://example.com/place_of_death_P20>  ?b  ?a  <http://example.com/producer_P162>  ?h   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.008997429	0.009360792	0.076086957	105	11217	1380	-1
?h  <http://example.com/narrative_set_in_P840>  ?b  ?a  <http://example.com/succeeded_by_P156>  ?h   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.021251071	0.318766067	0.615384615	248	778	403	-1
?h  <http://example.com/headquarters_location_P159>  ?b  ?a  <http://example.com/production_company_P272>  ?h   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.008997429	0.020920502	0.094001791	105	5019	1117	-1
?h  <http://example.com/capital_P36>  ?b  ?a  <http://example.com/country_of_origin_P495>  ?h   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.047472151	0.032045349	0.34029484	554	17288	1628	-1
?h  <http://example.com/contains_administrative_territorial_entity_P150>  ?b  ?a  <http://example.com/country_of_origin_P495>  ?h   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.011396744	0.000514515	0.006699239	133	258496	19853	-1
?g  <http://example.com/award_received_P166>  ?b  ?g  <http://example.com/succeeded_by_P156>  ?a   => ?a  <http://example.com/award_received_P166>  ?b	0.003452864	0.40433925	0.595930233	205	507	344	-1
?h  <http://example.com/narrative_set_in_P840>  ?b  ?a  <http://example.com/preceded_by_P155>  ?h   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.02193659	0.307322929	0.633663366	256	833	404	-1
?g  <http://example.com/award_received_P166>  ?b  ?g  <http://example.com/preceded_by_P155>  ?a   => ?a  <http://example.com/award_received_P166>  ?b	0.003840259	0.513513514	0.703703704	228	444	324	-1
?a  <http://example.com/cast_member_P161>  ?h  ?h  <http://example.com/place_of_birth_P19>  ?b   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.178920308	0.009374327	0.058933108	2088	222736	35430	-1
?a  <http://example.com/cast_member_P161>  ?h  ?h  <http://example.com/place_of_death_P20>  ?b   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.068209083	0.010244398	0.082804536	796	77701	9613	-1
?a  <http://example.com/cast_member_P161>  ?h  ?h  <http://example.com/country_of_citizenship_P27>  ?b   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.03470437	0.005103005	0.037427225	405	79365	10821	-1
?g  <http://example.com/narrative_set_in_P840>  ?b  ?g  <http://example.com/preceded_by_P155>  ?a   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.02167952	0.328571429	0.609638554	253	770	415	-1
?g  <http://example.com/narrative_set_in_P840>  ?b  ?g  <http://example.com/succeeded_by_P156>  ?a   => ?a  <http://example.com/narrative_set_in_P840>  ?b	0.021336761	0.302184466	0.62720403	249	824	397	-1
?h  <http://example.com/minor_planet_group_P196>  ?b  ?a  <http://example.com/preceded_by_P155>  ?h   => ?a  <http://example.com/minor_planet_group_P196>  ?b	0.644122383	0.932005931	0.932137561	13200	14163	14161	-1
