Assuming 9 as type relation
Loading files... 
  Starting dbpedia2.tsv
  Finished dbpedia2.tsv, still running: 0
Loaded 6704524 facts in 47.02 s using 36293 MB
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
No minimum threshold on PCA confidence
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 32 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  <dbo:poleDriver>  ?h  ?h  <dbo:team_percent_28s_percent_29>  ?b   => ?a  <dbo:poleTeam>  ?b	0.258373206	0.181818182	0.182432432	108	594	592	-1
?g  <dbo:poleTeam>  ?b  ?g  <dbo:previousRaceInSeason>  ?a   => ?a  <dbo:poleTeam>  ?b	0.313397129	0.35989011	0.534693878	131	364	245	-1
?g  <dbo:nextRaceInSeason>  ?a  ?g  <dbo:poleTeam>  ?b   => ?a  <dbo:poleTeam>  ?b	0.313397129	0.357923497	0.545833333	131	366	240	-1
?a  <dbo:timezone>  ?h  ?b  <dbo:timezone>  ?h   => ?a  <dbo:northwest>  ?b	0.283557047	0.00000248	0.003092123	169	68150860	54655	-1
?a  <dbo:galacticYear>  ?h  ?b  <dbo:galacticYear>  ?h   => ?a  <dbo:precededBy>  ?b	0.041100662	0.002276147	0.002608254	236	103684	90482	-1
?a  <dbo:coverArtist>  ?h  ?b  <dbo:coverArtist>  ?h   => ?a  <dbo:precededBy>  ?b	0.055903866	0.025830852	0.036332767	321	12427	8835	-1
?a  <dbo:canon>  ?h  ?b  <dbo:canon>  ?h   => ?a  <dbo:precededBy>  ?b	0.028735632	0.004208754	0.004708098	165	39204	35046	-1
?a  <dbo:subject>  ?h  ?b  <dbo:subject>  ?h   => ?a  <dbo:precededBy>  ?b	0.038140021	0.00285912	0.004107046	219	76597	53323	-1
?a  <dbo:era>  ?h  ?b  <dbo:era>  ?h   => ?a  <dbo:precededBy>  ?b	0.033786137	0.006001918	0.01757724	194	32323	11037	-1
?a  <dbo:mediaType>  ?h  ?b  <dbo:mediaType>  ?h   => ?a  <dbo:precededBy>  ?b	0.047021944	0.001004917	0.001917491	270	268679	140809	-1
?a  <dbo:illustrator>  ?h  ?b  <dbo:illustrator>  ?h   => ?a  <dbo:precededBy>  ?b	0.017763845	0.035639413	0.067864271	102	2862	1503	-1
?a  <dbo:movieLanguage>  ?h  ?b  <dbo:movieLanguage>  ?h   => ?a  <dbo:precededBy>  ?b	0.02246604	0.003392327	0.004658553	129	38027	27691	-1
?a  <dbo:colorProcess>  ?h  ?b  <dbo:colorProcess>  ?h   => ?a  <dbo:precededBy>  ?b	0.022640195	0.001740411	0.00439115	130	74695	29605	-1
?a  <dbo:musician>  ?h  ?b  <dbo:musician>  ?h   => ?a  <dbo:precededBy>  ?b	0.018634622	0.005617978	0.008481966	107	19046	12615	-1
?a  <dbo:cinematography>  ?h  ?b  <dbo:cinematography>  ?h   => ?a  <dbo:precededBy>  ?b	0.019157088	0.001224481	0.018644068	110	89834	5900	-1
?a  <dbo:music>  ?h  ?b  <dbo:music>  ?h   => ?a  <dbo:precededBy>  ?b	0.058167886	0.001249453	0.016618569	334	267317	20098	-1
?a  <dbo:producer>  ?h  ?b  <dbo:producer>  ?h   => ?a  <dbo:precededBy>  ?b	0.112852665	0.000447382	0.026289099	648	1448426	24649	-1
?a  <dbo:director>  ?h  ?b  <dbo:producer>  ?h   => ?a  <dbo:precededBy>  ?b	0.023162661	0.002516033	0.022170362	133	52861	5999	-1
?b  <dbo:producer>  ?h  ?a  <dbo:writer>  ?h   => ?a  <dbo:precededBy>  ?b	0.022117729	0.000676983	0.045147529	127	187597	2813	-1
?a  <dbo:classis>  ?h  ?b  <dbo:classis>  ?h   => ?a  <dbo:unrankedFamilia>  ?b	0.415841584	0.000001252	0.000196819	126	100659295	640183	-1
?a  <dbo:distributor>  ?h  ?b  <dbo:distributor>  ?h   => ?a  <dbo:precededBy>  ?b	0.140543365	0.000210892	0.00182972	807	3826601	441051	-1
?b  <dbo:director>  ?h  ?a  <dbo:writer>  ?h   => ?a  <dbo:precededBy>  ?b	0.033960293	0.002823836	0.043909029	195	69055	4441	-1
?a  <dbo:director>  ?h  ?b  <dbo:director>  ?h   => ?a  <dbo:precededBy>  ?b	0.109195402	0.001716477	0.025210084	627	365283	24871	-1
?b  <dbo:director>  ?h  ?a  <dbo:producer>  ?h   => ?a  <dbo:precededBy>  ?b	0.024207593	0.002629538	0.021617418	139	52861	6430	-1
?a  <dbo:series>  ?h  ?b  <dbo:series>  ?h   => ?a  <dbo:precededBy>  ?b	0.339777081	0.003406932	0.029777167	1951	572656	65520	-1
?a  <dbo:writer>  ?h  ?b  <dbo:writer>  ?h   => ?a  <dbo:precededBy>  ?b	0.111111111	0.00126751	0.047640382	638	503349	13392	-1
?a  <dbo:director>  ?h  ?b  <dbo:writer>  ?h   => ?a  <dbo:precededBy>  ?b	0.03256705	0.002707986	0.046843687	187	69055	3992	-1
?a  <dbo:author>  ?h  ?b  <dbo:author>  ?h   => ?a  <dbo:precededBy>  ?b	0.452629746	0.014222548	0.034052199	2599	182738	76324	-1
?a  <dbo:producer>  ?h  ?b  <dbo:writer>  ?h   => ?a  <dbo:precededBy>  ?b	0.024207593	0.00074095	0.048063624	139	187597	2892	-1
?a  <dbo:publisher>  ?h  ?b  <dbo:publisher>  ?h   => ?a  <dbo:precededBy>  ?b	0.359456635	0.000190568	0.006881468	2064	10830776	299936	-1
?a  <dbo:network>  ?h  ?b  <dbo:network>  ?h   => ?a  <dbo:precededBy>  ?b	0.025252525	0.000156452	0.004738407	145	926802	30601	-1
?a  <dbo:phylum>  ?h  ?b  <dbo:phylum>  ?h   => ?a  <dbo:species>  ?b	0.074912212	0.000000847	0.000040404	192	226739450	4752039	-1
?a  <dbo:country>  ?h  ?b  <dbo:country>  ?h   => ?a  <dbo:commandStructure>  ?b	0.31092437	0.000001944	0.000051618	444	228341689	8601674	-1
?a  <dbo:format>  ?h  ?b  <dbo:format>  ?h   => ?a  <dbo:precededBy>  ?b	0.018286311	0.00000322	0.002481331	105	32606842	42316	-1
?h  <dbo:notableRole>  ?a  ?b  <dbo:starring>  ?h   => ?a  <dbo:precededBy>  ?b	0.019679554	0.001541652	0.017160213	113	73298	6585	-1
?a  <dbo:country>  ?h  ?b  <dbo:country>  ?h   => ?a  <dbo:branch>  ?b	0.042698548	0.000000657	0.000007435	150	228341689	20174491	-1
?a  <dbo:starring>  ?h  ?b  <dbo:starring>  ?h   => ?a  <dbo:precededBy>  ?b	0.168930686	0.000972279	0.015756985	970	997656	61560	-1
?a  <dbo:phylum>  ?h  ?b  <dbo:phylum>  ?h   => ?a  <dbo:unrankedFamilia>  ?b	0.646864686	0.000000864	0.000089469	196	226739450	2190693	-1
?b  <dbo:after>  ?a  ?b  <dbo:followedBy>  ?a   => ?a  <dbo:precededBy>  ?b	0.023685127	0.824242424	0.964539007	136	165	141	-1
?b  <dbo:after>  ?a  ?a  <dbo:before>  ?b   => ?a  <dbo:precededBy>  ?b	0.024381749	0.00602643	0.630630631	140	23231	222	-1
?b  <dbo:northwest>  ?h  ?h  <dbo:south>  ?a   => ?a  <dbo:east>  ?b	0.090625	0.276190476	0.381578947	116	420	304	-1
?a  <dbo:north>  ?h  ?b  <dbo:northwest>  ?h   => ?a  <dbo:east>  ?b	0.1234375	0.292051756	0.30210325	158	541	523	-1
?a  <dbo:before>  ?b  ?b  <dbo:followedBy>  ?a   => ?a  <dbo:precededBy>  ?b	0.024555904	0.892405063	1	141	158	141	-1
?h  <dbo:notableRole>  ?b  ?a  <dbo:starring>  ?h   => ?a  <dbo:precededBy>  ?b	0.027342389	0.002141941	0.021832847	157	73298	7191	-1
?h  <dbo:north>  ?a  ?b  <dbo:southwest>  ?h   => ?a  <dbo:east>  ?b	0.0796875	0.253731343	0.362989324	102	402	281	-1
?a  <dbo:south>  ?h  ?b  <dbo:southwest>  ?h   => ?a  <dbo:east>  ?b	0.115625	0.261022928	0.26618705	148	567	556	-1
?h  <dbo:center>  ?a  ?b  <dbo:west>  ?h   => ?a  <dbo:east>  ?b	0.10703125	0.787356322	0.801169591	137	174	171	-1
?a  <dbo:center>  ?h  ?b  <dbo:west>  ?h   => ?a  <dbo:east>  ?b	0.10703125	0.787356322	0.801169591	137	174	171	-1
?a  <dbo:image>  ?h  ?b  <dbo:image>  ?h   => ?a  <dbo:east>  ?b	0.225	0.000052823	0.003241272	288	5452139	88854	-1
?a  <dbo:subdivisionName>  ?h  ?b  <dbo:subdivisionName>  ?h   => ?a  <dbo:east>  ?b	0.24453125	0.000016874	0.00462963	313	18548818	67608	-1
?b  <dbo:center>  ?h  ?h  <dbo:west>  ?a   => ?a  <dbo:east>  ?b	0.10703125	0.782857143	0.820359281	137	175	167	-1
?b  <dbo:center>  ?h  ?a  <dbo:east>  ?h   => ?a  <dbo:east>  ?b	0.12734375	1	1	163	163	163	-1
?a  <dbo:populationBlank1Title>  ?h  ?b  <dbo:populationBlank1Title>  ?h   => ?a  <dbo:east>  ?b	0.0875	0.003999857	0.00440494	112	28001	25426	-1
?a  <dbo:imageDotMap>  ?h  ?b  <dbo:imageDotMap>  ?h   => ?a  <dbo:east>  ?b	0.21015625	0.003694547	0.004496974	269	72810	59818	-1
?h  <dbo:northwest>  ?a  ?b  <dbo:south>  ?h   => ?a  <dbo:east>  ?b	0.078125	0.233100233	0.341296928	100	429	293	-1
?a  <dbo:south>  ?h  ?b  <dbo:south>  ?h   => ?a  <dbo:east>  ?b	0.1296875	0.081934847	0.085128205	166	2026	1950	-1
?b  <dbo:south>  ?h  ?a  <dbo:southeast>  ?h   => ?a  <dbo:east>  ?b	0.125	0.284697509	0.289330922	160	562	553	-1
?a  <dbo:subdivisionType>  ?h  ?b  <dbo:subdivisionType>  ?h   => ?a  <dbo:east>  ?b	0.28671875	0.000019533	0.000896819	367	18788912	409224	-1
?g  <dbo:notableRole>  ?a  ?g  <dbo:notableRole>  ?b   => ?a  <dbo:precededBy>  ?b	0.022988506	0.003431156	0.046348315	132	38471	2848	-1
?a  <dbo:country>  ?h  ?b  <dbo:country>  ?h   => ?a  <dbo:precededBy>  ?b	0.497039359	0.000012499	0.000089623	2854	228341689	31844511	-1
?b  <dbo:north>  ?h  ?h  <dbo:southwest>  ?a   => ?a  <dbo:east>  ?b	0.09609375	0.305210918	0.414141414	123	403	297	-1
?b  <dbo:north>  ?h  ?h  <dbo:south>  ?a   => ?a  <dbo:east>  ?b	0.08046875	0.100487805	0.12004662	103	1025	858	-1
?a  <dbo:north>  ?h  ?b  <dbo:north>  ?h   => ?a  <dbo:east>  ?b	0.1328125	0.088633994	0.093767237	170	1918	1813	-1
?b  <dbo:north>  ?h  ?a  <dbo:northeast>  ?h   => ?a  <dbo:east>  ?b	0.12734375	0.299632353	0.309885932	163	544	526	-1
?a  <dbo:leaderTitle>  ?h  ?b  <dbo:leaderTitle>  ?h   => ?a  <dbo:east>  ?b	0.09765625	0.000024575	0.001265592	125	5086393	98768	-1
?a  <dbo:leaderName>  ?h  ?b  <dbo:leaderName>  ?h   => ?a  <dbo:east>  ?b	0.109375	0.003601749	0.004900417	140	38870	28569	-1
?a  <dbo:center>  ?h  ?h  <dbo:east>  ?b   => ?a  <dbo:east>  ?b	0.1375	1	1	176	176	176	-1
?a  <dbo:northeast>  ?h  ?h  <dbo:south>  ?b   => ?a  <dbo:east>  ?b	0.12421875	0.405612245	0.420634921	159	392	378	-1
?h  <dbo:north>  ?b  ?a  <dbo:southeast>  ?h   => ?a  <dbo:east>  ?b	0.115625	0.368159204	0.385416667	148	402	384	-1
?g  <dbo:center>  ?b  ?a  <dbo:east>  ?g   => ?a  <dbo:east>  ?b	0.12734375	1	1	163	163	163	-1
?g  <dbo:center>  ?b  ?g  <dbo:west>  ?a   => ?a  <dbo:east>  ?b	0.10703125	0.774011299	0.820359281	137	177	167	-1
?a  <dbo:north>  ?g  ?g  <dbo:southeast>  ?b   => ?a  <dbo:east>  ?b	0.13203125	0.411192214	0.423558897	169	411	399	-1
?g  <dbo:south>  ?a  ?g  <dbo:southeast>  ?b   => ?a  <dbo:east>  ?b	0.140625	0.310344828	0.487804878	180	580	369	-1
?g  <dbo:northeast>  ?b  ?a  <dbo:south>  ?g   => ?a  <dbo:east>  ?b	0.13125	0.413793103	0.428571429	168	406	392	-1
?g  <dbo:north>  ?a  ?g  <dbo:northeast>  ?b   => ?a  <dbo:east>  ?b	0.134375	0.285714286	0.469945355	172	602	366	-1
?h  <dbo:east>  ?b  ?a  <dbo:south>  ?h   => ?a  <dbo:east>  ?b	0.08984375	0.138888889	0.144836272	115	828	794	-1
?h  <dbo:north>  ?b  ?a  <dbo:south>  ?h   => ?a  <dbo:east>  ?b	0.0828125	0.11622807	0.122401848	106	912	866	-1
?g  <dbo:center>  ?a  ?g  <dbo:east>  ?b   => ?a  <dbo:east>  ?b	0.1375	0.988764045	1	176	178	176	-1
?a  <dbo:north>  ?h  ?h  <dbo:south>  ?b   => ?a  <dbo:east>  ?b	0.09296875	0.116097561	0.123443983	119	1025	964	-1
?h  <dbo:east>  ?b  ?a  <dbo:north>  ?h   => ?a  <dbo:east>  ?b	0.0890625	0.135552913	0.141791045	114	841	804	-1
?g  <dbo:north>  ?b  ?g  <dbo:northwest>  ?a   => ?a  <dbo:east>  ?b	0.1171875	0.23659306	0.392670157	150	634	382	-1
?g  <dbo:south>  ?b  ?g  <dbo:southwest>  ?a   => ?a  <dbo:east>  ?b	0.11640625	0.260034904	0.423295455	149	573	352	-1
?g  <dbo:east>  ?b  ?g  <dbo:south>  ?a   => ?a  <dbo:east>  ?b	0.0890625	0.085201794	0.145780051	114	1338	782	-1
?g  <dbo:east>  ?b  ?g  <dbo:north>  ?a   => ?a  <dbo:east>  ?b	0.08828125	0.083641747	0.1446863	113	1351	781	-1
?a  <dbo:propval>  ?h  ?b  <dbo:propval>  ?h   => ?a  <dbo:nearNw>  ?b	0.17094431	0.002160766	0.002628287	353	163368	134308	-1
?a  <dbo:lga>  ?h  ?b  <dbo:lga>  ?h   => ?a  <dbo:nearNw>  ?b	0.110411622	0.015297907	0.025500503	228	14904	8941	-1
?a  <dbo:timezone>  ?h  ?b  <dbo:timezone>  ?h   => ?a  <dbo:east>  ?b	0.15	0.000002817	0.001946413	192	68150860	98643	-1
?a  <dbo:city>  ?h  ?b  <dbo:city>  ?h   => ?a  <dbo:nearNw>  ?b	0.085230024	0.000433063	0.006698128	176	406407	26276	-1
?a  <dbo:caption>  ?h  ?b  <dbo:caption>  ?h   => ?a  <dbo:nearNw>  ?b	0.120096852	0.003860223	0.005794393	248	64245	42800	-1
?a  <dbo:region>  ?h  ?b  <dbo:region>  ?h   => ?a  <dbo:nearNw>  ?b	0.090556901	0.000040452	0.030832646	187	4622713	6065	-1
?a  <dbo:nearN>  ?h  ?b  <dbo:nearN>  ?h   => ?a  <dbo:nearNw>  ?b	0.057627119	0.0312254	0.036258379	119	3811	3282	-1
?a  <dbo:nearW>  ?h  ?b  <dbo:nearW>  ?h   => ?a  <dbo:nearNw>  ?b	0.061501211	0.021124418	0.029432213	127	6012	4315	-1
?h  <dbo:nearE>  ?a  ?b  <dbo:nearSw>  ?h   => ?a  <dbo:nearNw>  ?b	0.142372881	0.183979975	0.222727273	294	1598	1320	-1
?h  <dbo:nearNe>  ?a  ?b  <dbo:nearSw>  ?h   => ?a  <dbo:nearNw>  ?b	0.051815981	0.068066158	0.077200577	107	1572	1386	-1
?b  <dbo:nearSw>  ?h  ?a  <dbo:nearW>  ?h   => ?a  <dbo:nearNw>  ?b	0.204358354	0.137280416	0.168463074	422	3074	2505	-1
?a  <dbo:nearSw>  ?h  ?b  <dbo:nearSw>  ?h   => ?a  <dbo:nearNw>  ?b	0.105569007	0.054323449	0.057413748	218	4013	3797	-1
?b  <dbo:nearNe>  ?h  ?h  <dbo:nearS>  ?a   => ?a  <dbo:nearNw>  ?b	0.165133172	0.222439661	0.256006006	341	1533	1332	-1
?a  <dbo:nearN>  ?h  ?b  <dbo:nearNe>  ?h   => ?a  <dbo:nearNw>  ?b	0.230992736	0.169148936	0.178184535	477	2820	2677	-1
?a  <dbo:nearNe>  ?h  ?b  <dbo:nearNe>  ?h   => ?a  <dbo:nearNw>  ?b	0.088135593	0.023273657	0.024160361	182	7820	7533	-1
?a  <dbo:fedgov>  ?h  ?b  <dbo:fedgov>  ?h   => ?a  <dbo:nearNw>  ?b	0.440677966	0.008370895	0.017390972	910	108710	52326	-1
?h  <dbo:nearE>  ?a  ?b  <dbo:nearS>  ?h   => ?a  <dbo:nearNw>  ?b	0.213075061	0.252873563	0.33383915	440	1740	1318	-1
?h  <dbo:nearNe>  ?a  ?b  <dbo:nearS>  ?h   => ?a  <dbo:nearNw>  ?b	0.168523002	0.207142857	0.253829322	348	1680	1371	-1
?b  <dbo:nearS>  ?h  ?a  <dbo:nearW>  ?h   => ?a  <dbo:nearNw>  ?b	0.269733656	0.269733656	0.300107759	557	2065	1856	-1
?a  <dbo:location>  ?h  ?b  <dbo:location>  ?h   => ?a  <dbo:nearNw>  ?b	0.273607748	0.000013712	0.002348413	565	41205027	240588	-1
?b  <dbo:nearS>  ?h  ?a  <dbo:nearSw>  ?h   => ?a  <dbo:nearNw>  ?b	0.199515738	0.168576105	0.17442845	412	2444	2362	-1
?a  <dbo:nearS>  ?h  ?b  <dbo:nearS>  ?h   => ?a  <dbo:nearNw>  ?b	0.052784504	0.028737147	0.032238983	109	3793	3381	-1
?h  <dbo:nearNe>  ?a  ?b  <dbo:nearSe>  ?h   => ?a  <dbo:nearNw>  ?b	0.052784504	0.072715143	0.093884582	109	1499	1161	-1
?b  <dbo:nearSe>  ?h  ?h  <dbo:nearSw>  ?a   => ?a  <dbo:nearNw>  ?b	0.05472155	0.075889859	0.094481605	113	1489	1196	-1
?h  <dbo:nearN>  ?a  ?b  <dbo:nearSe>  ?h   => ?a  <dbo:nearNw>  ?b	0.050363196	0.067313916	0.080870918	104	1545	1286	-1
?a  <dbo:nearNe>  ?h  ?b  <dbo:nearSe>  ?h   => ?a  <dbo:nearNw>  ?b	0.059564165	0.020220286	0.020787561	123	6083	5917	-1
?b  <dbo:nearSe>  ?h  ?a  <dbo:nearW>  ?h   => ?a  <dbo:nearNw>  ?b	0.055205811	0.060285563	0.066822978	114	1891	1706	-1
?a  <dbo:nearS>  ?h  ?b  <dbo:nearSe>  ?h   => ?a  <dbo:nearNw>  ?b	0.055205811	0.051075269	0.054992764	114	2232	2073	-1
?b  <dbo:nearSe>  ?h  ?a  <dbo:nearSw>  ?h   => ?a  <dbo:nearNw>  ?b	0.056658596	0.056851312	0.059785386	117	2058	1957	-1
?b  <dbo:nearE>  ?h  ?h  <dbo:nearS>  ?a   => ?a  <dbo:nearNw>  ?b	0.236803874	0.307160804	0.371298405	489	1592	1317	-1
?a  <dbo:nearE>  ?h  ?b  <dbo:nearSe>  ?h   => ?a  <dbo:nearNw>  ?b	0.053268765	0.013843443	0.014814815	110	7946	7425	-1
?b  <dbo:nearE>  ?h  ?a  <dbo:nearN>  ?h   => ?a  <dbo:nearNw>  ?b	0.303631961	0.236425339	0.2508	627	2652	2500	-1
?b  <dbo:nearE>  ?h  ?a  <dbo:nearNe>  ?h   => ?a  <dbo:nearNw>  ?b	0.173365617	0.044427898	0.045414182	358	8058	7883	-1
?b  <dbo:nearE>  ?h  ?h  <dbo:nearSw>  ?a   => ?a  <dbo:nearNw>  ?b	0.14188862	0.189889825	0.228015564	293	1543	1285	-1
?a  <dbo:nearE>  ?h  ?b  <dbo:nearE>  ?h   => ?a  <dbo:nearNw>  ?b	0.056174334	0.009584401	0.010341446	116	12103	11217	-1
?a  <dbo:stategov>  ?h  ?b  <dbo:stategov>  ?h   => ?a  <dbo:nearNw>  ?b	0.338983051	0.012117645	0.031112494	700	57767	22499	-1
?a  <dbo:nearE>  ?h  ?h  <dbo:nearNw>  ?b   => ?a  <dbo:nearNw>  ?b	0.087651332	0.117761874	0.129101284	181	1537	1402	-1
?a  <dbo:nearN>  ?h  ?h  <dbo:nearW>  ?b   => ?a  <dbo:nearNw>  ?b	0.34188862	0.410465116	0.451695457	706	1720	1563	-1
?a  <dbo:nearN>  ?h  ?h  <dbo:nearSw>  ?b   => ?a  <dbo:nearNw>  ?b	0.241162228	0.302735562	0.327201051	498	1645	1522	-1
?a  <dbo:nearN>  ?h  ?h  <dbo:nearNw>  ?b   => ?a  <dbo:nearNw>  ?b	0.100726392	0.13147914	0.140350877	208	1582	1482	-1
?a  <dbo:nearNe>  ?h  ?h  <dbo:nearW>  ?b   => ?a  <dbo:nearNw>  ?b	0.165617433	0.220787605	0.2375	342	1549	1440	-1
?a  <dbo:nearNe>  ?h  ?h  <dbo:nearNw>  ?b   => ?a  <dbo:nearNw>  ?b	0.101694915	0.14354067	0.151734104	210	1463	1384	-1
?a  <dbo:nearNe>  ?h  ?h  <dbo:nearSw>  ?b   => ?a  <dbo:nearNw>  ?b	0.051331719	0.069553806	0.074753173	106	1524	1418	-1
?g  <dbo:nearS>  ?a  ?g  <dbo:nearW>  ?b   => ?a  <dbo:nearNw>  ?b	0.293946731	0.284709193	0.386132316	607	2132	1572	-1
?g  <dbo:nearSw>  ?a  ?g  <dbo:nearW>  ?b   => ?a  <dbo:nearNw>  ?b	0.208232446	0.223725286	0.3026038	430	1922	1421	-1
?g  <dbo:nearSe>  ?a  ?g  <dbo:nearW>  ?b   => ?a  <dbo:nearNw>  ?b	0.053753027	0.057334711	0.076923077	111	1936	1443	-1
?g  <dbo:nearN>  ?b  ?a  <dbo:nearW>  ?g   => ?a  <dbo:nearNw>  ?b	0.306053269	0.385365854	0.41442623	632	1640	1525	-1
?g  <dbo:nearN>  ?b  ?a  <dbo:nearSw>  ?g   => ?a  <dbo:nearNw>  ?b	0.192736077	0.252058265	0.265333333	398	1579	1500	-1
?g  <dbo:nearE>  ?a  ?g  <dbo:nearN>  ?b   => ?a  <dbo:nearNw>  ?b	0.261501211	0.257879656	0.36910458	540	2094	1463	-1
?g  <dbo:nearN>  ?b  ?g  <dbo:nearNe>  ?a   => ?a  <dbo:nearNw>  ?b	0.226634383	0.244131455	0.33741889	468	1917	1387	-1
?g  <dbo:nearN>  ?b  ?g  <dbo:nearSe>  ?a   => ?a  <dbo:nearNw>  ?b	0.063438257	0.067490984	0.090594744	131	1941	1446	-1
?g  <dbo:nearS>  ?a  ?g  <dbo:nearSw>  ?b   => ?a  <dbo:nearNw>  ?b	0.230024213	0.24535124	0.31922043	475	1936	1488	-1
?g  <dbo:nearSe>  ?a  ?g  <dbo:nearSw>  ?b   => ?a  <dbo:nearNw>  ?b	0.055690073	0.061267981	0.082142857	115	1877	1400	-1
?g  <dbo:nearNe>  ?b  ?a  <dbo:nearW>  ?g   => ?a  <dbo:nearNw>  ?b	0.190799031	0.244568591	0.261446583	394	1611	1507	-1
?g  <dbo:nearNe>  ?b  ?a  <dbo:nearSw>  ?g   => ?a  <dbo:nearNw>  ?b	0.061985472	0.081424936	0.08590604	128	1572	1490	-1
?g  <dbo:nearE>  ?a  ?g  <dbo:nearNe>  ?b   => ?a  <dbo:nearNw>  ?b	0.19031477	0.209488273	0.281317108	393	1876	1397	-1
?h  <dbo:nearNw>  ?b  ?a  <dbo:nearSw>  ?h   => ?a  <dbo:nearNw>  ?b	0.104116223	0.144586416	0.150454864	215	1487	1429	-1
?g  <dbo:nearNw>  ?b  ?a  <dbo:nearW>  ?g   => ?a  <dbo:nearNw>  ?b	0.099757869	0.133853151	0.14138641	206	1539	1457	-1
?g  <dbo:nearNw>  ?b  ?a  <dbo:nearS>  ?g   => ?a  <dbo:nearNw>  ?b	0.087651332	0.110365854	0.118378025	181	1640	1529	-1
?g  <dbo:nearNw>  ?b  ?g  <dbo:nearSw>  ?a   => ?a  <dbo:nearNw>  ?b	0.098789346	0.109677419	0.148579752	204	1860	1373	-1
?g  <dbo:nearN>  ?a  ?g  <dbo:nearNw>  ?b   => ?a  <dbo:nearNw>  ?b	0.098305085	0.107635207	0.142156863	203	1886	1428	-1
?g  <dbo:nearNw>  ?b  ?g  <dbo:nearW>  ?a   => ?a  <dbo:nearNw>  ?b	0.097820823	0.106315789	0.144182727	202	1900	1401	-1
?g  <dbo:nearNe>  ?a  ?g  <dbo:nearNw>  ?b   => ?a  <dbo:nearNw>  ?b	0.093946731	0.105035192	0.144776119	194	1847	1340	-1
?g  <dbo:nearNw>  ?b  ?g  <dbo:nearS>  ?a   => ?a  <dbo:nearNw>  ?b	0.085230024	0.09119171	0.118598383	176	1930	1484	-1
?g  <dbo:nearE>  ?a  ?g  <dbo:nearNw>  ?b   => ?a  <dbo:nearNw>  ?b	0.083292978	0.090431125	0.126284875	172	1902	1362	-1
?b  <dbo:web>  ?h  ?a  <dbo:website>  ?h   => ?a  <dbo:network>  ?b	0.015088689	0.079249849	0.157831325	131	1653	830	-1
?a  <dbo:genre>  ?h  ?b  <dbo:genre>  ?h   => ?a  <dbo:precededBy>  ?b	0.411006618	0.000009583	0.000940803	2360	246263372	2508495	-1
?a  <dbo:country>  ?h  ?b  <dbo:location>  ?h   => ?a  <dbo:network>  ?b	0.023266528	0.000002441	0.000041406	202	82756621	4878557	-1
?a  <dbo:language>  ?h  ?b  <dbo:language>  ?h   => ?a  <dbo:precededBy>  ?b	0.613200975	0.000008768	0.000044818	3521	401575349	78561495	-1
?h  <dbo:network>  ?b  ?a  <dbo:precededBy>  ?h   => ?a  <dbo:network>  ?b	0.016701221	0.703883495	0.779569892	145	206	186	-1
?a  <dbo:followedBy>  ?h  ?h  <dbo:network>  ?b   => ?a  <dbo:network>  ?b	0.015779774	0.688442211	0.744565217	137	199	184	-1
?g  <dbo:network>  ?b  ?g  <dbo:precededBy>  ?a   => ?a  <dbo:network>  ?b	0.016355678	0.535849057	0.775956284	142	265	183	-1
?g  <dbo:followedBy>  ?a  ?g  <dbo:network>  ?b   => ?a  <dbo:network>  ?b	0.015319051	0.556485356	0.74301676	133	239	179	-1
?b  <dbo:constituencyMp>  ?a  ?a  <dbo:mp>  ?b   => ?a  <dbo:candidate>  ?b	0.037476577	0.931677019	0.993377483	300	322	302	-2
?b  <dbo:constituencyMp>  ?a  ?b  <dbo:title>  ?a   => ?a  <dbo:candidate>  ?b	0.027607745	0.806569343	0.905737705	221	274	244	-2
?b  <dbo:start>  ?h  ?a  <dbo:title>  ?h   => ?a  <dbo:candidate>  ?b	0.027482823	0.001874047	0.002204188	220	117393	99810	-2
?a  <dbo:mp>  ?b  ?b  <dbo:title>  ?a   => ?a  <dbo:candidate>  ?b	0.049594004	0.906392694	0.997487437	397	438	398	-2
?a  <dbo:party>  ?h  ?b  <dbo:party>  ?h   => ?a  <dbo:candidate>  ?b	0.055340412	0.000072615	0.00055095	443	6100631	804065	-2
?a  <dbo:title>  ?h  ?b  <dbo:years>  ?h   => ?a  <dbo:candidate>  ?b	0.0324797	0.000742834	0.003600111	260	350011	72220	-2
?a  <dbo:regnum>  ?h  ?b  <dbo:regnum>  ?h   => ?a  <dbo:species>  ?b	0.10690597	0.000000409	0.000024041	274	669110393	11397048	-1
?a  <dbo:candidate>  ?h  ?b  <dbo:predecessor>  ?h   => ?a  <dbo:candidate>  ?b	0.022860712	0.202882483	0.270310192	183	902	677	-2
?b  <dbo:predecessor>  ?h  ?h  <dbo:title>  ?a   => ?a  <dbo:candidate>  ?b	0.015240475	0.024120206	0.155216285	122	5058	786	-2
?b  <dbo:after>  ?h  ?a  <dbo:candidate>  ?h   => ?a  <dbo:candidate>  ?b	0.055090568	0.077531646	0.463235294	441	5688	952	-2
