Assuming 9 as type relation
Loading files... 
  Starting dbpedia3.8.nt
  Finished dbpedia3.8.nt, still running: 0
Loaded 11024066 facts in 1 min, 15 s using 32670 MB
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
No minimum threshold on PCA confidence
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 32 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?h  <dbo:associatedBand>  ?b  ?a  <dbo:producer>  ?h   => ?a  <dbo:musicalBand>  ?b	0.163998792	0.018043464	0.065902365	7059	391222	107113	-1
?h  <dbo:bandMember>  ?b  ?a  <dbo:producer>  ?h   => ?a  <dbo:musicalBand>  ?b	0.007457659	0.00911207	0.033640746	321	35228	9542	-1
?h  <dbo:formerBandMember>  ?b  ?a  <dbo:producer>  ?h   => ?a  <dbo:musicalBand>  ?b	0.003159631	0.00454424	0.019997059	136	29928	6801	-1
?a  <dbo:country>  ?h  ?b  <dbo:country>  ?h   => ?a  <dbo:company>  ?b	0.030421556	0.00000001	0.000001505	210	20829605237	139575140	-1
?h  <dbo:musicalArtist>  ?b  ?a  <dbo:subsequentWork>  ?h   => ?a  <dbo:musicalBand>  ?b	0.554910206	0.868608626	0.888281453	23885	27498	26889	-1
?g  <dbo:foundedBy>  ?b  ?a  <dbo:recordLabel>  ?g   => ?a  <dbo:musicalBand>  ?b	0.017656762	0.005384038	0.022370706	760	141158	33973	-1
?h  <dbo:musicalBand>  ?b  ?a  <dbo:subsequentWork>  ?h   => ?a  <dbo:musicalBand>  ?b	0.554910206	0.868608626	0.888281453	23885	27498	26889	-1
?a  <dbo:subsequentWork>  ?h  ?h  <dbo:writer>  ?b   => ?a  <dbo:musicalBand>  ?b	0.158515903	0.174127195	0.214519273	6823	39184	31806	-1
?h  <dbo:artist>  ?b  ?a  <dbo:subsequentWork>  ?h   => ?a  <dbo:musicalBand>  ?b	0.025997259	0.015241286	0.791371994	1119	73419	1414	-1
?b  <dbo:birthPlace>  ?h  ?a  <dbo:recordedIn>  ?h   => ?a  <dbo:musicalBand>  ?b	0.003810143	0.000001904	0.00000858	164	86134083	19114954	-1
?h  <dbo:producer>  ?b  ?a  <dbo:subsequentWork>  ?h   => ?a  <dbo:musicalBand>  ?b	0.123039751	0.055434601	0.210308951	5296	95536	25182	-1
?h  <dbo:bandMember>  ?b  ?a  <dbo:musicalBand>  ?h   => ?a  <dbo:musicalBand>  ?b	0.03357108	0.030275729	0.030275729	1445	47728	47728	-1
?a  <dbo:musicalBand>  ?h  ?b  <dbo:recordLabel>  ?h   => ?a  <dbo:musicalBand>  ?b	0.006574821	0.045006361	0.045006361	283	6288	6288	-1
?b  <dbo:associatedBand>  ?h  ?a  <dbo:musicalBand>  ?h   => ?a  <dbo:musicalBand>  ?b	0.02924982	0.003096577	0.003096577	1259	406578	406578	-1
?b  <dbo:associatedMusicalArtist>  ?h  ?a  <dbo:musicalBand>  ?h   => ?a  <dbo:musicalBand>  ?b	0.02924982	0.003096577	0.003096577	1259	406578	406578	-1
?h  <dbo:formerBandMember>  ?b  ?a  <dbo:musicalBand>  ?h   => ?a  <dbo:musicalBand>  ?b	0.026671003	0.02537353	0.02537353	1148	45244	45244	-1
?h  <dbo:associatedBand>  ?b  ?a  <dbo:musicalBand>  ?h   => ?a  <dbo:musicalBand>  ?b	0.0298771	0.01013093	0.01013093	1286	126938	126938	-1
?h  <dbo:associatedMusicalArtist>  ?b  ?a  <dbo:musicalBand>  ?h   => ?a  <dbo:musicalBand>  ?b	0.0298771	0.01013093	0.01013093	1286	126938	126938	-1
?b  <dbo:associatedBand>  ?h  ?a  <dbo:recordLabel>  ?h   => ?a  <dbo:musicalBand>  ?b	0.004205097	0.005279585	0.022351198	181	34283	8098	-1
?b  <dbo:associatedMusicalArtist>  ?h  ?a  <dbo:recordLabel>  ?h   => ?a  <dbo:musicalBand>  ?b	0.004205097	0.005279585	0.022351198	181	34283	8098	-1
?g  <dbo:formerBandMember>  ?b  ?a  <dbo:musicalArtist>  ?g   => ?a  <dbo:musicalBand>  ?b	0.026671003	0.02537353	0.02537353	1148	45244	45244	-1
?a  <dbo:musicalBand>  ?h  ?h  <dbo:recordLabel>  ?b   => ?a  <dbo:musicalBand>  ?b	0.006574821	0.002304992	0.002304992	283	122777	122777	-1
?g  <dbo:bandMember>  ?b  ?a  <dbo:musicalArtist>  ?g   => ?a  <dbo:musicalBand>  ?b	0.03357108	0.030275729	0.030275729	1445	47728	47728	-1
?b  <dbo:associatedMusicalArtist>  ?h  ?a  <dbo:musicalArtist>  ?h   => ?a  <dbo:musicalBand>  ?b	0.02924982	0.003096577	0.003096577	1259	406578	406578	-1
?a  <dbo:birthPlace>  ?h  ?b  <dbo:city>  ?h   => ?a  <dbo:highschool>  ?b	0.187929717	0.000008886	0.001218926	246	27682498	201817	-2
?b  <dbo:city>  ?h  ?a  <dbo:highschool>  ?h   => ?a  <dbo:highschool>  ?b	0.099312452	0.009680542	0.317848411	130	13429	409	-2
?h  <dbo:city>  ?b  ?a  <dbo:highschool>  ?h   => ?a  <dbo:highschool>  ?b	0.099312452	0.201863354	0.492424242	130	644	264	-2
?a  <dbo:musicalArtist>  ?h  ?b  <dbo:recordLabel>  ?h   => ?a  <dbo:musicalBand>  ?b	0.006574821	0.045006361	0.045006361	283	6288	6288	-1
?b  <dbo:associatedBand>  ?h  ?a  <dbo:musicalArtist>  ?h   => ?a  <dbo:musicalBand>  ?b	0.02924982	0.003096577	0.003096577	1259	406578	406578	-1
?a  <dbo:musicalArtist>  ?g  ?g  <dbo:recordLabel>  ?b   => ?a  <dbo:musicalBand>  ?b	0.006574821	0.002304992	0.002304992	283	122777	122777	-1
?a  <dbo:producer>  ?b  ?a  <dbo:writer>  ?b   => ?a  <dbo:musicalBand>  ?b	0.079594824	0.17543141	0.32647227	3426	19529	10494	-1
?h  <dbo:profession>  ?b  ?a  <dbo:successor>  ?h   => ?a  <dbo:profession>  ?b	0.124206069	0.198617577	0.446417248	1408	7089	3154	-1
?a  <dbo:president>  ?h  ?h  <dbo:profession>  ?b   => ?a  <dbo:profession>  ?b	0.018877911	0.050352941	0.152639087	214	4250	1402	-1
?a  <dbo:recordLabel>  ?h  ?b  <dbo:recordLabel>  ?h   => ?a  <dbo:musicalBand>  ?b	0.655089097	0.000108665	0.000380837	28197	259485268	74039569	-1
?a  <dbo:county>  ?h  ?b  <dbo:isPartOf>  ?h   => ?a  <dbo:localAuthority>  ?b	0.229411765	0.00116342	0.023536512	585	502828	24855	-1
?a  <dbo:country>  ?h  ?b  <dbo:country>  ?h   => ?a  <dbo:inflow>  ?b	0.141649049	0.000000019	0.000020718	402	20829605237	19403478	-2
?a  <dbo:country>  ?h  ?b  <dbo:isPartOf>  ?h   => ?a  <dbo:localAuthority>  ?b	0.125882353	0.000016975	0.00078827	321	18910211	407221	-1
?a  <dbo:city>  ?h  ?b  <dbo:isPartOf>  ?h   => ?a  <dbo:localAuthority>  ?b	0.046666667	0.000014843	0.122933884	119	8017350	968	-1
?g  <dbo:profession>  ?b  ?g  <dbo:successor>  ?a   => ?a  <dbo:profession>  ?b	0.124117855	0.152868318	0.447519084	1407	9204	3144	-1
?a  <dbo:city>  ?h  ?h  <dbo:country>  ?b   => ?a  <dbo:localAuthority>  ?b	0.271764706	0.012389381	0.182849604	693	55935	3790	-1
?a  <dbo:city>  ?h  ?h  <dbo:metropolitanBorough>  ?b   => ?a  <dbo:localAuthority>  ?b	0.107843137	0.545634921	0.794797688	275	504	346	-1
?a  <dbo:city>  ?h  ?h  <dbo:isPartOf>  ?b   => ?a  <dbo:localAuthority>  ?b	0.049019608	0.001265528	0.070982396	125	98773	1761	-1
?g  <dbo:musicalBand>  ?b  ?g  <dbo:subsequentWork>  ?a   => ?a  <dbo:musicalBand>  ?b	0.541458541	0.801306515	0.899394127	23306	29085	25913	-1
?g  <dbo:musicalArtist>  ?b  ?g  <dbo:subsequentWork>  ?a   => ?a  <dbo:musicalBand>  ?b	0.541458541	0.801306515	0.899394127	23306	29085	25913	-1
?g  <dbo:subsequentWork>  ?a  ?g  <dbo:writer>  ?b   => ?a  <dbo:musicalBand>  ?b	0.147364264	0.161997191	0.2113981	6343	39155	30005	-1
?g  <dbo:producer>  ?b  ?g  <dbo:subsequentWork>  ?a   => ?a  <dbo:musicalBand>  ?b	0.1143043	0.051198801	0.21211468	4920	96096	23195	-1
?g  <dbo:artist>  ?b  ?g  <dbo:subsequentWork>  ?a   => ?a  <dbo:musicalBand>  ?b	0.010199103	0.005775708	0.823639775	439	76008	533	-1
?g  <dbo:musicalBand>  ?b  ?g  <dbo:previousWork>  ?a   => ?a  <dbo:musicalBand>  ?b	0.540227215	0.811821387	0.898180695	23253	28643	25889	-1
?g  <dbo:musicalArtist>  ?b  ?g  <dbo:previousWork>  ?a   => ?a  <dbo:musicalBand>  ?b	0.540227215	0.811821387	0.898180695	23253	28643	25889	-1
?g  <dbo:previousWork>  ?a  ?g  <dbo:writer>  ?b   => ?a  <dbo:musicalBand>  ?b	0.146806682	0.163155177	0.210205915	6319	38730	30061	-1
?g  <dbo:previousWork>  ?a  ?g  <dbo:producer>  ?b   => ?a  <dbo:musicalBand>  ?b	0.114559859	0.051614051	0.21291019	4931	95536	23160	-1
?g  <dbo:artist>  ?b  ?g  <dbo:previousWork>  ?a   => ?a  <dbo:musicalBand>  ?b	0.0113375	0.006440544	0.82852292	488	75770	589	-1
?b  <dbo:notableWork>  ?h  ?a  <dbo:series>  ?h   => ?a  <dbo:creator>  ?b	0.009730606	0.029601206	0.460554371	216	7297	469	-1
?a  <dbo:firstAppearance>  ?h  ?b  <dbo:notableWork>  ?h   => ?a  <dbo:creator>  ?b	0.006126678	0.612612613	0.755555556	136	222	180	-1
?b  <dbo:birthPlace>  ?h  ?a  <dbo:country>  ?h   => ?a  <dbo:relation>  ?b	0.023255814	0.000000019	0.000004387	102	5357609746	23252496	-2
?a  <dbo:format>  ?h  ?b  <dbo:pictureFormat>  ?h   => ?a  <dbo:creator>  ?b	0.011892963	0.000092697	0.000190414	264	2847994	1386454	-1
?a  <dbo:country>  ?h  ?b  <dbo:locationCountry>  ?h   => ?a  <dbo:creator>  ?b	0.031849716	0.000001347	0.000104225	707	524728774	6783422	-1
?a  <dbo:author>  ?b  ?a  <dbo:executiveProducer>  ?b   => ?a  <dbo:creator>  ?b	0.012748896	0.678657074	0.854984894	283	417	331	-1
?a  <dbo:executiveProducer>  ?b  ?a  <dbo:starring>  ?b   => ?a  <dbo:creator>  ?b	0.009009821	0.486618005	0.714285714	200	411	280	-1
?a  <dbo:director>  ?b  ?a  <dbo:executiveProducer>  ?b   => ?a  <dbo:creator>  ?b	0.004865303	0.402985075	0.620689655	108	268	174	-1
?a  <dbo:country>  ?h  ?b  <dbo:location>  ?h   => ?a  <dbo:localAuthority>  ?b	0.261568627	0.000000422	0.000086041	667	1578984168	7752150	-1
?a  <dbo:country>  ?h  ?b  <dbo:country>  ?h   => ?a  <dbo:distributor>  ?b	0.008102858	0.000000015	0.000000652	317	20829605237	485906780	-1
?a  <dbo:type>  ?h  ?b  <dbo:type>  ?h   => ?a  <dbo:affiliation>  ?b	0.026691848	0.000000097	0.000044188	424	4388664485	9595333	-1
?b  <dbo:broadcastArea>  ?h  ?a  <dbo:country>  ?h   => ?a  <dbo:creator>  ?b	0.01207316	0.000004919	0.000370977	268	54478397	722417	-1
?a  <dbo:country>  ?h  ?b  <dbo:country>  ?h   => ?a  <dbo:administrativeCollectivity>  ?b	0.763636364	0.000000006	0.000046838	126	20829605237	2690149	-1
?a  <dbo:country>  ?h  ?b  <dbo:country>  ?h   => ?a  <dbo:nearestCity>  ?b	0.030856308	0.000000016	0.000070139	338	20829605237	4819012	-1
?a  <dbo:author>  ?b  ?a  <dbo:director>  ?b   => ?a  <dbo:creator>  ?b	0.005766285	0.387878788	0.771084337	128	330	166	-1
?a  <dbo:author>  ?b  ?a  <dbo:starring>  ?b   => ?a  <dbo:creator>  ?b	0.005721236	0.447183099	0.814102564	127	284	156	-1
?a  <dbo:firstAppearance>  ?h  ?h  <dbo:writer>  ?b   => ?a  <dbo:creator>  ?b	0.023470583	0.301156069	0.550158395	521	1730	947	-1
?h  <dbo:author>  ?b  ?a  <dbo:firstAppearance>  ?h   => ?a  <dbo:creator>  ?b	0.022389404	0.679890561	0.941287879	497	731	528	-1
?h  <dbo:director>  ?b  ?a  <dbo:firstAppearance>  ?h   => ?a  <dbo:creator>  ?b	0.008604379	0.134129213	0.23875	191	1424	800	-1
?a  <dbo:company>  ?h  ?h  <dbo:keyPerson>  ?b   => ?a  <dbo:creator>  ?b	0.007793495	0.030821308	0.055770471	173	5613	3102	-1
?a  <dbo:company>  ?h  ?h  <dbo:foundedBy>  ?b   => ?a  <dbo:creator>  ?b	0.005586089	0.052564646	0.116322702	124	2359	1066	-1
?a  <dbo:author>  ?b  ?a  <dbo:producer>  ?b   => ?a  <dbo:creator>  ?b	0.004955401	0.347003155	0.63583815	110	317	173	-1
?h  <dbo:author>  ?b  ?a  <dbo:lastAppearance>  ?h   => ?a  <dbo:creator>  ?b	0.00955041	0.610951009	0.754448399	212	347	281	-1
?a  <dbo:lastAppearance>  ?h  ?h  <dbo:writer>  ?b   => ?a  <dbo:creator>  ?b	0.007207857	0.171489818	0.353982301	160	933	452	-1
?h  <dbo:creator>  ?b  ?a  <dbo:related>  ?h   => ?a  <dbo:creator>  ?b	0.027885395	0.368452381	0.552678571	619	1680	1120	-1
?h  <dbo:executiveProducer>  ?b  ?a  <dbo:related>  ?h   => ?a  <dbo:creator>  ?b	0.010811785	0.168421053	0.260869565	240	1425	920	-1
?g  <dbo:associatedMusicalArtist>  ?b  ?a  <dbo:musicalArtist>  ?g   => ?a  <dbo:musicalBand>  ?b	0.0298771	0.01013093	0.01013093	1286	126938	126938	-1
?h  <dbo:creator>  ?b  ?a  <dbo:relative>  ?h   => ?a  <dbo:creator>  ?b	0.019641409	0.755632582	0.893442623	436	577	488	-1
?a  <dbo:child>  ?h  ?h  <dbo:creator>  ?b   => ?a  <dbo:creator>  ?b	0.007072709	0.817708333	0.945783133	157	192	166	-1
?h  <dbo:creator>  ?b  ?a  <dbo:starring>  ?h   => ?a  <dbo:creator>  ?b	0.013604829	0.646680942	0.940809969	302	467	321	-1
?g  <dbo:associatedBand>  ?b  ?a  <dbo:musicalArtist>  ?g   => ?a  <dbo:musicalBand>  ?b	0.0298771	0.01013093	0.01013093	1286	126938	126938	-1
?h  <dbo:creator>  ?b  ?a  <dbo:subsequentWork>  ?h   => ?a  <dbo:creator>  ?b	0.03567889	0.661101836	0.793587174	792	1198	998	-1
?h  <dbo:executiveProducer>  ?b  ?a  <dbo:subsequentWork>  ?h   => ?a  <dbo:creator>  ?b	0.006982611	0.147478592	0.326315789	155	1051	475	-1
?h  <dbo:network>  ?b  ?a  <dbo:subsequentWork>  ?h   => ?a  <dbo:creator>  ?b	0.006126678	0.080760095	0.161904762	136	1684	840	-1
?h  <dbo:creator>  ?b  ?a  <dbo:previousWork>  ?h   => ?a  <dbo:creator>  ?b	0.037345707	0.620508982	0.785037879	829	1336	1056	-1
?h  <dbo:executiveProducer>  ?b  ?a  <dbo:previousWork>  ?h   => ?a  <dbo:creator>  ?b	0.007838544	0.161710037	0.393665158	174	1076	442	-1
?h  <dbo:network>  ?b  ?a  <dbo:previousWork>  ?h   => ?a  <dbo:creator>  ?b	0.005360843	0.065098468	0.132222222	119	1828	900	-1
?a  <dbo:network>  ?h  ?h  <dbo:owningCompany>  ?b   => ?a  <dbo:creator>  ?b	0.006171727	0.005522857	0.011854287	137	24806	11557	-1
?h  <dbo:creator>  ?b  ?a  <dbo:series>  ?h   => ?a  <dbo:creator>  ?b	0.028921524	0.056089464	0.739631336	642	11446	868	-1
?h  <dbo:executiveProducer>  ?b  ?a  <dbo:series>  ?h   => ?a  <dbo:creator>  ?b	0.016352825	0.015256588	0.23960396	363	23793	1515	-1
?h  <dbo:author>  ?b  ?a  <dbo:series>  ?h   => ?a  <dbo:creator>  ?b	0.006757366	0.043655413	0.60483871	150	3436	248	-1
?g  <dbo:network>  ?b  ?g  <dbo:previousWork>  ?a   => ?a  <dbo:creator>  ?b	0.005586089	0.06401652	0.147268409	124	1937	842	-1
?g  <dbo:network>  ?b  ?g  <dbo:subsequentWork>  ?a   => ?a  <dbo:creator>  ?b	0.005270745	0.058676028	0.14028777	117	1994	834	-1
?h  <dbo:creator>  ?b  ?a  <dbo:spouse>  ?h   => ?a  <dbo:creator>  ?b	0.012208307	0.839009288	0.954225352	271	323	284	-1
?g  <dbo:executiveProducer>  ?b  ?g  <dbo:related>  ?a   => ?a  <dbo:creator>  ?b	0.010811785	0.147420147	0.253968254	240	1628	945	-1
?g  <dbo:executiveProducer>  ?b  ?g  <dbo:previousWork>  ?a   => ?a  <dbo:creator>  ?b	0.007478151	0.134412955	0.318007663	166	1235	522	-1
?g  <dbo:executiveProducer>  ?b  ?g  <dbo:subsequentWork>  ?a   => ?a  <dbo:creator>  ?b	0.007252906	0.136672326	0.377934272	161	1178	426	-1
?g  <dbo:related>  ?a  ?g  <dbo:starring>  ?b   => ?a  <dbo:creator>  ?b	0.004910352	0.011874932	0.023752452	109	9179	4589	-1
?g  <dbo:series>  ?a  ?g  <dbo:writer>  ?b   => ?a  <dbo:creator>  ?b	0.012703847	0.12742883	0.164144354	282	2213	1718	-1
?a  <dbo:country>  ?h  ?b  <dbo:country>  ?h   => ?a  <dbo:choreographer>  ?b	0.154690619	0.000000007	0.000007616	155	20829605237	20352162	-1
?g  <dbo:creator>  ?b  ?g  <dbo:relative>  ?a   => ?a  <dbo:creator>  ?b	0.021668619	0.492323439	0.900749064	481	977	534	-1
?h  <dbo:growingGrape>  ?b  ?a  <dbo:isPartOfWineRegion>  ?h   => ?a  <dbo:varietals>  ?b	0.300215983	0.014542791	0.021176112	139	9558	6564	-2
?a  <dbo:similar>  ?h  ?h  <dbo:varietals>  ?b   => ?a  <dbo:varietals>  ?b	0.30237581	0.284552846	0.284552846	140	492	492	-2
?g  <dbo:growingGrape>  ?b  ?g  <dbo:subregion>  ?a   => ?a  <dbo:varietals>  ?b	0.399568035	0.031548431	0.039974071	185	5864	4628	-2
?g  <dbo:subregion>  ?a  ?g  <dbo:varietals>  ?b   => ?a  <dbo:varietals>  ?b	0.24838013	0.138055222	0.138055222	115	833	833	-2
?g  <dbo:similar>  ?a  ?g  <dbo:varietals>  ?b   => ?a  <dbo:varietals>  ?b	0.323974082	0.433526012	0.433526012	150	346	346	-2
?g  <dbo:creator>  ?b  ?g  <dbo:series>  ?a   => ?a  <dbo:creator>  ?b	0.007748446	0.346076459	0.778280543	172	497	221	-1
?g  <dbo:creator>  ?b  ?g  <dbo:related>  ?a   => ?a  <dbo:creator>  ?b	0.02766015	0.343977591	0.555656109	614	1785	1105	-1
?g  <dbo:child>  ?a  ?g  <dbo:creator>  ?b   => ?a  <dbo:creator>  ?b	0.006847464	0.54676259	0.915662651	152	278	166	-1
?a  <dbo:series>  ?h  ?b  <dbo:series>  ?h   => ?a  <dbo:firstAppearance>  ?b	0.233233233	0.000774916	0.009968341	699	902033	70122	-1
?a  <dbo:creator>  ?h  ?b  <dbo:director>  ?h   => ?a  <dbo:firstAppearance>  ?b	0.058391725	0.008781173	0.022329973	175	19929	7837	-1
?b  <dbo:country>  ?h  ?a  <dbo:nationality>  ?h   => ?a  <dbo:highschool>  ?b	0.215431627	0.000000124	0.000035349	282	2279486230	7977675	-2
?b  <dbo:guest>  ?h  ?a  <dbo:portrayer>  ?h   => ?a  <dbo:firstAppearance>  ?b	0.06339673	0.023673063	0.031111839	190	8026	6107	-1
?b  <dbo:author>  ?h  ?a  <dbo:creator>  ?h   => ?a  <dbo:firstAppearance>  ?b	0.167500834	0.015146029	0.032716371	502	33144	15344	-1
?a  <dbo:child>  ?h  ?h  <dbo:firstAppearance>  ?b   => ?a  <dbo:firstAppearance>  ?b	0.034034034	0.548387097	0.6	102	186	170	-1
?h  <dbo:firstAppearance>  ?b  ?a  <dbo:spouse>  ?h   => ?a  <dbo:firstAppearance>  ?b	0.067734401	0.683501684	0.722419929	203	297	281	-1
?a  <dbo:creator>  ?h  ?b  <dbo:writer>  ?h   => ?a  <dbo:firstAppearance>  ?b	0.14681348	0.008486345	0.022284123	440	51848	19745	-1
?a  <dbo:portrayer>  ?h  ?b  <dbo:starring>  ?h   => ?a  <dbo:firstAppearance>  ?b	0.075408742	0.004783575	0.007335281	226	47245	30810	-1
?h  <dbo:firstAppearance>  ?b  ?a  <dbo:relative>  ?h   => ?a  <dbo:firstAppearance>  ?b	0.094427761	0.44149766	0.482935154	283	641	586	-1
?a  <dbo:creator>  ?h  ?h  <dbo:notableWork>  ?b   => ?a  <dbo:firstAppearance>  ?b	0.045045045	0.032475343	0.093296475	135	4157	1447	-1
?g  <dbo:child>  ?a  ?g  <dbo:firstAppearance>  ?b   => ?a  <dbo:firstAppearance>  ?b	0.034701368	0.351351351	0.55026455	104	296	189	-1
?g  <dbo:firstAppearance>  ?b  ?g  <dbo:spouse>  ?a   => ?a  <dbo:firstAppearance>  ?b	0.067400734	0.471962617	0.724014337	202	428	279	-1
?g  <dbo:firstAppearance>  ?b  ?g  <dbo:relative>  ?a   => ?a  <dbo:firstAppearance>  ?b	0.101101101	0.287203791	0.489499192	303	1055	619	-1
?g  <dbo:creator>  ?b  ?g  <dbo:subsequentWork>  ?a   => ?a  <dbo:creator>  ?b	0.035814037	0.557503506	0.795	795	1426	1000	-1
?g  <dbo:creator>  ?b  ?g  <dbo:previousWork>  ?a   => ?a  <dbo:creator>  ?b	0.036309577	0.570417551	0.781007752	806	1413	1032	-1
?a  <dbo:district>  ?h  ?b  <dbo:part>  ?h   => ?a  <dbo:region>  ?b	0.003009412	0.109192201	0.646864686	196	1795	303	-1
?b  <dbo:capital>  ?h  ?a  <dbo:district>  ?h   => ?a  <dbo:region>  ?b	0.001750372	0.049222798	0.863636364	114	2316	132	-1
?g  <dbo:creator>  ?b  ?g  <dbo:spouse>  ?a   => ?a  <dbo:creator>  ?b	0.011757816	0.591836735	0.945652174	261	441	276	-1
?g  <dbo:creator>  ?b  ?g  <dbo:starring>  ?a   => ?a  <dbo:creator>  ?b	0.013514731	0.009111617	0.949367089	300	32925	316	-1
?b  <dbo:countySeat>  ?a  ?b  <dbo:largestCity>  ?a   => ?a  <dbo:region>  ?b	0.001535414	0.089605735	0.980392157	100	1116	102	-1
?a  <dbo:birthPlace>  ?h  ?b  <dbo:largestCity>  ?h   => ?a  <dbo:region>  ?b	0.003439328	0.001905896	0.067858225	224	117530	3301	-1
?a  <dbo:daylightSavingTimeZone>  ?h  ?b  <dbo:daylightSavingTimeZone>  ?h   => ?a  <dbo:region>  ?b	0.004468056	0.00004224	0.000045285	291	6889264	6425963	-1
?a  <dbo:deathPlace>  ?h  ?b  <dbo:largestCity>  ?h   => ?a  <dbo:region>  ?b	0.002026747	0.002994555	0.084507042	132	44080	1562	-1
?b  <dbo:largestCity>  ?h  ?a  <dbo:residence>  ?h   => ?a  <dbo:region>  ?b	0.001566123	0.01176742	0.096590909	102	8668	1056	-1
?b  <dbo:countySeat>  ?h  ?a  <dbo:deathPlace>  ?h   => ?a  <dbo:region>  ?b	0.001673602	0.007022743	0.092216582	109	15521	1182	-1
?b  <dbo:countySeat>  ?h  ?a  <dbo:location>  ?h   => ?a  <dbo:region>  ?b	0.002088163	0.005232983	0.894736842	136	25989	152	-1
?a  <dbo:daylightSavingTimeZone>  ?b  ?a  <dbo:timeZone>  ?b   => ?a  <dbo:region>  ?b	0.002425955	0.053869758	0.068457539	158	2933	2308	-1
?a  <dbo:daylightSavingTimeZone>  ?b  ?a  <dbo:state>  ?b   => ?a  <dbo:region>  ?b	0.002395246	1	1	156	156	156	-1
?a  <dbo:birthPlace>  ?h  ?b  <dbo:countySeat>  ?h   => ?a  <dbo:region>  ?b	0.001596831	0.002119724	0.050241546	104	49063	2070	-1
?b  <dbo:isPartOf>  ?h  ?a  <dbo:region>  ?h   => ?a  <dbo:region>  ?b	0.002717683	0.000042823	0.000042823	177	4133293	4133293	-1
?b  <dbo:isPartOf>  ?h  ?a  <dbo:state>  ?h   => ?a  <dbo:region>  ?b	0.012651814	0.000019769	0.000083667	824	41681643	9848536	-1
?h  <dbo:isPartOf>  ?b  ?a  <dbo:province>  ?h   => ?a  <dbo:region>  ?b	0.100047598	0.920079074	0.974427995	6516	7082	6687	-1
?a  <dbo:canton>  ?h  ?h  <dbo:region>  ?b   => ?a  <dbo:region>  ?b	0.006586927	0.914712154	0.993055556	429	469	432	-1
?a  <dbo:arrondissement>  ?h  ?h  <dbo:region>  ?b   => ?a  <dbo:region>  ?b	0.02571819	0.919319429	0.995246583	1675	1822	1683	-1
?a  <dbo:arrondissement>  ?h  ?h  <dbo:isPartOf>  ?b   => ?a  <dbo:region>  ?b	0.003439328	0.314165498	0.353312303	224	713	634	-1
?a  <dbo:country>  ?h  ?b  <dbo:stateOfOrigin>  ?h   => ?a  <dbo:creator>  ?b	0.005766285	0.000000216	0.000016947	128	591765282	7552749	-1
?a  <dbo:birthPlace>  ?h  ?b  <dbo:isPartOf>  ?h   => ?a  <dbo:region>  ?b	0.00170431	0.000001393	0.00004512	111	79707798	2460090	-1
?a  <dbo:type>  ?h  ?b  <dbo:type>  ?h   => ?a  <dbo:commandStructure>  ?b	0.042287434	0.000000064	0.000494149	281	4388664485	568654	-1
?a  <dbo:region>  ?h  ?b  <dbo:state>  ?h   => ?a  <dbo:region>  ?b	0.007615655	0.0002918	0.0002918	496	1699797	1699797	-1
?a  <dbo:state>  ?h  ?b  <dbo:state>  ?h   => ?a  <dbo:region>  ?b	0.075051053	0.000085426	0.000609692	4888	57219022	8017162	-1
?b  <dbo:state>  ?h  ?a  <dbo:timeZone>  ?h   => ?a  <dbo:region>  ?b	0.002425955	0.004832691	0.004950495	158	32694	31916	-1
?a  <dbo:daylightSavingTimeZone>  ?h  ?b  <dbo:state>  ?h   => ?a  <dbo:region>  ?b	0.002425955	0.004950495	0.004950495	158	31916	31916	-1
?a  <dbo:birthPlace>  ?h  ?b  <dbo:state>  ?h   => ?a  <dbo:region>  ?b	0.002886579	0.000003701	0.000073263	188	50796953	2566094	-1
?a  <dbo:daylightSavingTimeZone>  ?h  ?h  <dbo:state>  ?b   => ?a  <dbo:region>  ?b	0.002425955	1	1	158	158	158	-1
?a  <dbo:birthPlace>  ?b  ?a  <dbo:residence>  ?b   => ?a  <dbo:region>  ?b	0.002825162	0.020078568	0.13559322	184	9164	1357	-1
?a  <dbo:daylightSavingTimeZone>  ?h  ?b  <dbo:timeZone>  ?h   => ?a  <dbo:region>  ?b	0.003101537	0.000003213	0.000003457	202	62873308	58435558	-1
?a  <dbo:country>  ?h  ?b  <dbo:deathPlace>  ?h   => ?a  <dbo:creator>  ?b	0.007883593	0.000000119	0.0000113	175	1474613628	15486632	-1
?a  <dbo:birthPlace>  ?h  ?h  <dbo:state>  ?b   => ?a  <dbo:region>  ?b	0.002548788	0.010916743	0.123236823	166	15206	1347	-1
?a  <dbo:birthPlace>  ?h  ?h  <dbo:isPartOf>  ?b   => ?a  <dbo:region>  ?b	0.017258057	0.002152877	0.06993094	1124	522092	16073	-1
?h  <dbo:isPartOf>  ?b  ?a  <dbo:mouthPlace>  ?h   => ?a  <dbo:region>  ?b	0.0051897	0.114421124	0.341759353	338	2954	989	-1
?h  <dbo:isPartOf>  ?b  ?a  <dbo:mouthMountain>  ?h   => ?a  <dbo:region>  ?b	0.0051897	0.114421124	0.341759353	338	2954	989	-1
