Movie	Release date	DBpedia_URL	Label	id	rating
The Man Without a Past	4/4/2003 0:00	http://dbpedia.org/resource/The_Man_Without_a_Past	good	101	84
The Terminator	10/26/1984 0:00	http://dbpedia.org/resource/The_Terminator	good	102	84
Up the Yangtze	4/25/2008 0:00	http://dbpedia.org/resource/Up_the_Yangtze	good	103	84
Volver	11/3/2006 0:00	http://dbpedia.org/resource/Volver	good	104	84
Amores Perros	3/30/2001 0:00	http://dbpedia.org/resource/Amores_perros	good	105	83
Crazy Heart	12/16/2009 0:00	http://dbpedia.org/resource/Crazy_Heart	good	106	83
Drag Me to Hell	5/29/2009 0:00	http://dbpedia.org/resource/Drag_Me_to_Hell	good	107	83
Taxidermia	8/14/2009 0:00	http://dbpedia.org/resource/Taxidermia	good	108	83
The Apostle	12/17/1997 0:00	http://dbpedia.org/resource/The_Apostle	good	109	83
The Day He Arrives	4/20/2012 0:00	http://dbpedia.org/resource/The_Day_He_Arrives	good	110	83
The Lion King	6/15/1994 0:00	http://dbpedia.org/resource/The_Lion_King	good	111	83
The Secret of the Grain	12/24/2008 0:00	http://dbpedia.org/resource/The_Secret_of_the_Grain	good	112	83
The White Diamond	6/1/2005 0:00	http://dbpedia.org/resource/The_White_Diamond	good	113	83
Trouble the Water	8/22/2008 0:00	http://dbpedia.org/resource/Trouble_the_Water	good	114	83
U2 3D	1/23/2008 0:00	http://dbpedia.org/resource/U2_3D	good	115	83
La Promesse (The Promise)	5/16/1997 0:00	http://dbpedia.org/resource/La_Promesse	good	116	82
Late Marriage	5/17/2002 0:00	http://dbpedia.org/resource/Late_Marriage	good	117	82
Leaving Las Vegas	10/27/1995 0:00	http://dbpedia.org/resource/Leaving_Las_Vegas	good	118	82
Mademoiselle Chambon	5/28/2010 0:00	http://dbpedia.org/resource/Mademoiselle_Chambon	good	119	82
Merci pour le Chocolat	7/31/2002 0:00	http://dbpedia.org/resource/Merci_pour_le_chocolat	good	120	82
Mysteries of Lisbon	8/5/2011 0:00	http://dbpedia.org/resource/Mysteries_of_Lisbon	good	121	82
Once Upon a Time in Anatolia	1/4/2012 0:00	http://dbpedia.org/resource/Once_Upon_a_Time_in_Anatolia	good	122	82
One Day in September	11/17/2000 0:00	http://dbpedia.org/resource/One_Day_in_September	good	123	82
Taxi to the Dark Side	1/18/2008 0:00	http://dbpedia.org/resource/Taxi_to_the_Dark_Side	good	124	82
Ten Canoes	6/1/2007 0:00	http://dbpedia.org/resource/Ten_Canoes	good	125	82
The Squid and the Whale	10/5/2005 0:00	http://dbpedia.org/resource/The_Squid_and_the_Whale	good	126	82
The Twilight Samurai	4/23/2004 0:00	http://dbpedia.org/resource/The_Twilight_Samurai	good	127	82
The White Ribbon	12/30/2009 0:00	http://dbpedia.org/resource/The_White_Ribbon	good	128	82
Waking Life	10/19/2001 0:00	http://dbpedia.org/resource/Waking_Life	good	129	82
Winged Migration	4/18/2003 0:00	http://dbpedia.org/resource/Winged_Migration	good	130	82
Grin Without a Cat	5/1/2002 0:00	http://dbpedia.org/resource/A_Grin_Without_a_Cat	good	131	81
A Mighty Wind	4/16/2003 0:00	http://dbpedia.org/resource/A_Mighty_Wind	good	132	81
A Simple Life	4/13/2012 0:00	http://dbpedia.org/resource/A_Simple_Life	good	133	81
Autumn Tale	8/6/1999 0:00	http://dbpedia.org/resource/Autumn_Tale	good	134	81
Beginners	6/3/2011 0:00	http://dbpedia.org/resource/Beginners	good	135	81
Black Orpheus	2/24/2006 0:00	http://dbpedia.org/resource/Black_Orpheus	good	136	81
Crimson Gold	1/16/2003 0:00	http://dbpedia.org/resource/Crimson_Gold	good	137	81
District 9	8/14/2009 0:00	http://dbpedia.org/resource/District_9	good	138	81
Django Unchained	12/25/2012 0:00	http://dbpedia.org/resource/Django_Unchained	good	139	81
Four Weddings and a Funeral	3/9/1994 0:00	http://dbpedia.org/resource/Four_Weddings_and_a_Funeral	good	140	81
Hell and Back Again	10/1/2011 0:00	http://dbpedia.org/resource/Hell_and_Back_Again	good	141	81
Hot Fuzz	4/20/2007 0:00	http://dbpedia.org/resource/Hot_Fuzz	good	142	81
In the Company of Men	8/1/1997 0:00	http://dbpedia.org/resource/In_the_Company_of_Men	good	143	81
Midnight in Paris	5/20/2011 0:00	http://dbpedia.org/resource/Midnight_in_Paris	good	144	81
My Architect	11/12/2003 0:00	http://dbpedia.org/resource/My_Architect	good	145	81
Of Time and the City	1/21/2009 0:00	http://dbpedia.org/resource/Of_Time_and_the_City	good	146	81
Skyfall	11/9/2012 0:00	http://dbpedia.org/resource/Skyfall	good	147	81
A Fish Called Wanda	7/29/1988 0:00	http://dbpedia.org/resource/A_Fish_Called_Wanda	good	148	80
Big Night	9/20/1996 0:00	http://dbpedia.org/resource/Big_Night	good	149	80
Cinema Paradiso	3/1/1990 0:00	http://dbpedia.org/resource/Cinema_Paradiso	good	150	80
Encounters at the End of the World	6/11/2008 0:00	http://dbpedia.org/resource/Encounters_at_the_End_of_the_World	good	151	80
Everlasting Moments	3/6/2009 0:00	http://dbpedia.org/resource/Everlasting_Moments	good	152	80
Goodbye First Love	4/20/2012 0:00	http://dbpedia.org/resource/Goodbye_First_Love	good	153	80
In the Mirror of Maya Deren	1/24/2003 0:00	http://dbpedia.org/resource/In_the_Mirror_of_Maya_Deren	good	154	80
Little Miss Sunshine	7/26/2006 0:00	http://dbpedia.org/resource/Little_Miss_Sunshine	good	155	80
On the Ropes	9/24/1999 0:00	http://dbpedia.org/resource/On_the_Ropes	good	156	80
Riding Giants	7/9/2004 0:00	http://dbpedia.org/resource/Riding_Giants	good	157	80
Saraband	7/8/2005 0:00	http://dbpedia.org/resource/Saraband	good	158	80
The Century of the Self	8/12/2005 0:00	http://dbpedia.org/resource/The_Century_of_the_Self	good	159	80
The Turin Horse	2/10/2012 0:00	http://dbpedia.org/resource/The_Turin_Horse	good	160	80
The Wild Parrots of Telegraph Hill	2/11/2005 0:00	http://dbpedia.org/resource/The_Wild_Parrots_of_Telegraph_Hill	good	161	80
Three Times	4/26/2006 0:00	http://dbpedia.org/resource/Three_Times	good	162	80
Tokyo Sonata	3/13/2009 0:00	http://dbpedia.org/resource/Tokyo_Sonata	good	163	80
Tony Takitani	7/29/2005 0:00	http://dbpedia.org/resource/Tony_Takitani	good	164	80
Wendy and Lucy	12/10/2008 0:00	http://dbpedia.org/resource/Wendy_and_Lucy	good	165	80
West of Memphis	12/25/2012 0:00	http://dbpedia.org/resource/West_of_Memphis	good	166	80
Joan Rivers: A Piece of Work	6/11/2010 0:00	http://dbpedia.org/resource/Joan_Rivers:_A_Piece_of_Work	good	167	79
Joe Strummer: The Future Is Unwritten	11/2/2007 0:00	http://dbpedia.org/resource/Joe_Strummer:_The_Future_Is_Unwritten	good	168	79
Manufactured Landscapes	6/20/2007 0:00	http://dbpedia.org/resource/Manufactured_Landscapes	good	169	79
March of the Penguins	6/24/2005 0:00	http://dbpedia.org/resource/March_of_the_Penguins	good	170	79
Sexy Beast	6/13/2001 0:00	http://dbpedia.org/resource/Sexy_Beast	good	171	79
Short Cuts	10/3/1993 0:00	http://dbpedia.org/resource/Short_Cuts	good	172	79
Silent Light	1/7/2009 0:00	http://dbpedia.org/resource/Silent_Light	good	173	79
Spring Forward	12/1/2000 0:00	http://dbpedia.org/resource/Spring_Forward	good	174	79
The Order of Myths	7/25/2008 0:00	http://dbpedia.org/resource/The_Order_of_Myths	good	175	79
The People vs. Larry Flynt	12/25/1996 0:00	http://dbpedia.org/resource/The_People_vs._Larry_Flynt	good	176	79
Two Family House	10/6/2000 0:00	http://dbpedia.org/resource/Two_Family_House	good	177	79
Va Savoir (Who Knows?)	9/29/2001 0:00	http://dbpedia.org/resource/Va_savoir	good	178	79
War Photographer	6/19/2002 0:00	http://dbpedia.org/resource/War_Photographer	good	179	79
Whale Rider	6/6/2003 0:00	http://dbpedia.org/resource/Whale_Rider	good	180	79
A Nightmare on Elm Street	11/16/1984 0:00	http://dbpedia.org/resource/A_Nightmare_on_Elm_Street	good	181	78
A Time for Drunken Horses	10/27/2000 0:00	http://dbpedia.org/resource/A_Time_for_Drunken_Horses	good	182	78
Best in Show	9/27/2000 0:00	http://dbpedia.org/resource/Best_in_Show_(film)	good	183	78
Blind Shaft	2/4/2004 0:00	http://dbpedia.org/resource/Blind_Shaft	good	184	78
Body Heat	8/28/1981 0:00	http://dbpedia.org/resource/Body_Heat	good	185	78
Live-In Maid	7/18/2007 0:00	http://dbpedia.org/resource/Cama_Adentro	good	186	78
Daratt	4/6/2007 0:00	http://dbpedia.org/resource/Daratt	good	187	78
Dazed and Confused	9/24/1993 0:00	http://dbpedia.org/resource/Dazed_and_Confused_(film)	good	188	78
How to Draw a Bunny	10/9/2002 0:00	http://dbpedia.org/resource/How_to_Draw_a_Bunny	good	189	78
Lost Boys of Sudan	2/18/2004 0:00	http://dbpedia.org/resource/Lost_Boys_of_Sudan_(film)	good	190	78
Midnight Run	7/20/1988 0:00	http://dbpedia.org/resource/Midnight_Run	good	191	78
Murderous Maids	4/19/2002 0:00	http://dbpedia.org/resource/Murderous_Maids	good	192	78
My Joy	9/30/2011 0:00	http://dbpedia.org/resource/My_Joy	good	193	78
Pray the Devil Back to Hell	11/7/2008 0:00	http://dbpedia.org/resource/Pray_the_Devil_Back_to_Hell	good	194	78
Punch-Drunk Love	10/11/2002 0:00	http://dbpedia.org/resource/Punch-Drunk_Love	good	195	78
Reservoir Dogs	10/1/1992 0:00	http://dbpedia.org/resource/Reservoir_Dogs	good	196	78
Star Wars: Episode V - The Empire Strikes Back	5/21/1980 0:00	http://dbpedia.org/resource/The_Empire_Strikes_Back	good	197	78
Starting Out in the Evening	11/23/2007 0:00	http://dbpedia.org/resource/Starting_Out_in_the_Evening	good	198	78
The Dark Knight Rises	7/20/2012 0:00	http://dbpedia.org/resource/The_Dark_Knight_Rises	good	199	78
The Devil Came on Horseback	7/25/2007 0:00	http://dbpedia.org/resource/The_Devil_Came_on_Horseback	good	200	78
The Last Mistress	6/27/2008 0:00	http://dbpedia.org/resource/The_Last_Mistress	good	201	78
The Princess of Montpensier	4/15/2011 0:00	http://dbpedia.org/resource/The_Princess_of_Montpensier	good	202	78
The Saddest Music in the World	4/30/2004 0:00	http://dbpedia.org/resource/The_Saddest_Music_in_the_World	good	203	78
The Taste of Others	2/9/2001 0:00	http://dbpedia.org/resource/The_Taste_of_Others	good	204	78
The Yellow Sea	12/2/2011 0:00	http://dbpedia.org/resource/The_Yellow_Sea_(film)	good	205	78
Tropical Malady	6/29/2005 0:00	http://dbpedia.org/resource/Tropical_Malady	good	206	78
Eve's Bayou	11/7/1997 0:00	http://dbpedia.org/resource/Eve's_Bayou	good	207	78
Lone Star	6/21/1996 0:00	http://dbpedia.org:8890/resource/Lone_Star_(1996_film)	good	208	78
A Christmas Story	11/18/1983 0:00	http://dbpedia.org/resource/A_Christmas_Story	good	209	77
A Single Man	12/11/2009 0:00	http://dbpedia.org/resource/A_Single_Man	good	210	77
Before Sunrise	1/27/1995 0:00	http://dbpedia.org/resource/Before_Sunrise	good	211	77
Courage Under Fire	4/12/1996 0:00	http://dbpedia.org/resource/Courage_Under_Fire	good	212	77
Crimes and Misdemeanors	10/13/1989 0:00	http://dbpedia.org/resource/Crimes_and_Misdemeanors	good	213	77
Fat Girl	10/10/2001 0:00	http://dbpedia.org/resource/Fat_Girl	good	214	77
Hukkle	11/14/2003 0:00	http://dbpedia.org/resource/Hukkle	good	215	77
Jerry Maguire	12/13/1996 0:00	http://dbpedia.org/resource/Jerry_Maguire	good	216	77
Stephanie Daley	4/20/2007 0:00	http://dbpedia.org/resource/Stephanie_Daley	good	217	77
The Devil and Daniel Johnston	3/31/2006 0:00	http://dbpedia.org/resource/The_Devil_and_Daniel_Johnston	good	218	77
The Taste of Tea	2/23/2007 0:00	http://dbpedia.org/resource/The_Taste_of_Tea	good	219	77
The Three Burials of Melquiades Estrada	12/16/2005 0:00	http://dbpedia.org/resource/The_Three_Burials_of_Melquiades_Estrada	good	220	77
The Usual Suspects	8/16/1995 0:00	http://dbpedia.org/resource/The_Usual_Suspects	good	221	77
The War Tapes	6/2/2006 0:00	http://dbpedia.org/resource/The_War_Tapes	good	222	77
The Weather Underground	6/4/2003 0:00	http://dbpedia.org/resource/The_Weather_Underground_(film)	good	223	77
A Dangerous Method	11/23/2011 0:00	http://dbpedia.org/resource/A_Dangerous_Method	good	224	76
A Very Long Engagement	11/26/2004 0:00	http://dbpedia.org/resource/A_Very_Long_Engagement	good	225	76
And Everything Is Going Fine	12/10/2010 0:00	http://dbpedia.org/resource/And_Everything_Is_Going_Fine	good	226	76
Bill Cunningham New York	3/16/2011 0:00	http://dbpedia.org/resource/Bill_Cunningham_New_York	good	227	76
Blue Car	5/2/2003 0:00	http://dbpedia.org/resource/Blue_Car	good	228	76
Breaking the Waves	11/13/1996 0:00	http://dbpedia.org/resource/Breaking_the_Waves	good	229	76
Broken Embraces	11/20/2009 0:00	http://dbpedia.org/resource/Broken_Embraces	good	230	76
Career Girls	8/8/1997 0:00	http://dbpedia.org/resource/Career_Girls	good	231	76
Catch Me If You Can	12/25/2002 0:00	http://dbpedia.org/resource/Catch_Me_If_You_Can	good	232	76
Djomeh	9/5/2001 0:00	http://dbpedia.org/resource/Djomeh	good	233	76
Grosse Pointe Blank	4/11/1997 0:00	http://dbpedia.org/resource/Grosse_Pointe_Blank	good	234	76
Hara-Kiri: Death of a Samurai	7/20/2012 0:00	http://dbpedia.org/resource/Hara-Kiri:_Death_of_a_Samurai	good	235	76
La grande strada azzurra	6/8/2001 0:00	http://dbpedia.org/resource/La_grande_strada_azzurra	good	236	76
Machuca	1/19/2005 0:00	http://dbpedia.org/resource/Machuca	good	237	76
Madadayo	9/1/2000 0:00	http://dbpedia.org/resource/Madadayo	good	238	76
Margin Call	10/21/2011 0:00	http://dbpedia.org/resource/Margin_Call_(film)	good	239	76
Martha Marcy May Marlene	10/21/2011 0:00	http://dbpedia.org/resource/Martha_Marcy_May_Marlene	good	240	76
Me and You and Everyone We Know	6/17/2005 0:00	http://dbpedia.org/resource/Me_and_You_and_Everyone_We_Know	good	241	76
Menace II Society	5/26/1993 0:00	http://dbpedia.org/resource/Menace_II_Society	good	242	76
Princess Mononoke	10/29/1999 0:00	http://dbpedia.org/resource/Princess_Mononoke	good	243	76
Roman Holiday	8/27/1953 0:00	http://dbpedia.org/resource/Roman_Holiday	good	244	76
Shaun of the Dead	9/24/2004 0:00	http://dbpedia.org/resource/Shaun_of_the_Dead	good	245	76
Shotgun Stories	3/26/2008 0:00	http://dbpedia.org/resource/Shotgun_Stories	good	246	76
Silent Souls	9/16/2011 0:00	http://dbpedia.org/resource/Silent_Souls	good	247	76
Standing in the Shadows of Motown	11/15/2002 0:00	http://dbpedia.org/resource/Standing_in_the_Shadows_of_Motown	good	248	76
The Army of Crime	8/20/2010 0:00	http://dbpedia.org/resource/The_Army_of_Crime	good	249	76
The Baader Meinhof Complex	8/21/2009 0:00	http://dbpedia.org/resource/The_Baader_Meinhof_Complex	good	250	76
The Hidden Blade	6/23/2006 0:00	http://dbpedia.org/resource/The_Hidden_Blade	good	251	76
The Last Days of Disco	5/29/1998 0:00	http://dbpedia.org/resource/The_Last_Days_of_Disco	good	252	76
The Last Station	12/4/2009 0:00	http://dbpedia.org/resource/The_Last_Station	good	253	76
The Loneliest Planet	10/26/2012 0:00	http://dbpedia.org/resource/The_Loneliest_Planet	good	254	76
The Original Kings of Comedy	8/18/2000 0:00	http://dbpedia.org/resource/The_Original_Kings_of_Comedy	good	255	76
The Secret Lives of Dentists	8/1/2003 0:00	http://dbpedia.org/resource/The_Secret_Lives_of_Dentists	good	256	76
The Sleepy Time Gal	5/29/2002 0:00	http://dbpedia.org/resource/The_Sleepy_Time_Gal	good	257	76
A Talking Picture	12/10/2004 0:00	http://dbpedia.org/resource/A_Talking_Picture	good	258	75
An Inconvenient Truth	5/24/2006 0:00	http://dbpedia.org/resource/An_Inconvenient_Truth	good	259	75
An Officer and a Gentleman	7/28/1982 0:00	http://dbpedia.org/resource/An_Officer_and_a_Gentleman	good	260	75
Attack the Block	7/29/2011 0:00	http://dbpedia.org/resource/Attack_the_Block	good	261	75
Beauty in Trouble	6/13/2008 0:00	http://dbpedia.org/resource/Beauty_in_Trouble	good	262	75
I Shot Andy Warhol	5/1/1996 0:00	http://dbpedia.org/resource/I_Shot_Andy_Warhol	good	263	75
Kippur	11/3/2000 0:00	http://dbpedia.org/resource/Kippur	good	264	75
Lawless Heart	2/21/2003 0:00	http://dbpedia.org/resource/Lawless_Heart	good	265	75
Liberty Heights	11/17/1999 0:00	http://dbpedia.org/resource/Liberty_Heights	good	266	75
Love Exposure	9/2/2011 0:00	http://dbpedia.org/resource/Love_Exposure	good	267	75
Mid-August Lunch	3/17/2010 0:00	http://dbpedia.org/resource/Mid-August_Lunch	good	268	75
Pistol Opera	6/13/2003 0:00	http://dbpedia.org/resource/Pistol_Opera	good	269	75
Risky Business	8/5/1983 0:00	http://dbpedia.org/resource/Risky_Business	good	270	75
Shrek 2	5/19/2004 0:00	http://dbpedia.org/resource/Shrek_2	good	271	75
Startup.com	5/11/2001 0:00	http://dbpedia.org/resource/Startup.com	good	272	75
State and Main	12/22/2000 0:00	http://dbpedia.org/resource/State_and_Main	good	273	75
Sweet Land	10/18/2006 0:00	http://dbpedia.org/resource/Sweet_Land	good	274	75
The Beat That My Heart Skipped	7/1/2005 0:00	http://dbpedia.org/resource/The_Beat_That_My_Heart_Skipped	good	275	75
The Flower of My Secret	3/8/1996 0:00	http://dbpedia.org/resource/The_Flower_of_My_Secret	good	276	75
The Full Monty	8/13/1997 0:00	http://dbpedia.org/resource/The_Full_Monty	good	277	75
The Holy Girl	4/29/2005 0:00	http://dbpedia.org/resource/The_Holy_Girl	good	278	75
The Kid Stays in the Picture	7/26/2002 0:00	http://dbpedia.org/resource/The_Kid_Stays_in_the_Picture	good	279	75
The Purple Rose of Cairo	5/2/1985 0:00	http://dbpedia.org/resource/The_Purple_Rose_of_Cairo	good	280	75
The Royal Tenenbaums	12/14/2001 0:00	http://dbpedia.org/resource/The_Royal_Tenenbaums	good	281	75
The Specialist	4/14/2000 0:00	http://dbpedia.org/resource/The_Specialist	good	282	75
The Strange Case of Angelica	12/29/2010 0:00	http://dbpedia.org/resource/The_Strange_Case_of_Angelica	good	283	75
The Texas Chain Saw Massacre	10/1/1974 0:00	http://dbpedia.org/resource/The_Texas_Chain_Saw_Massacre	good	284	75
The Witnesses	2/1/2008 0:00	http://dbpedia.org/resource/The_Witnesses	good	285	75
This Film Is Not Yet Rated	9/1/2006 0:00	http://dbpedia.org/resource/This_Film_Is_Not_Yet_Rated	good	286	75
A Good Baby	12/1/2000 0:00	http://dbpedia.org/resource/A_Good_Baby	good	287	74
After Innocence	10/21/2005 0:00	http://dbpedia.org/resource/After_Innocence	good	288	74
Awakenings	12/20/1990 0:00	http://dbpedia.org/resource/Awakenings	good	289	74
Billy Elliot	10/13/2000 0:00	http://dbpedia.org/resource/Billy_Elliot	good	290	74
Edward Scissorhands	12/7/1990 0:00	http://dbpedia.org/resource/Edward_Scissorhands	good	291	74
Flushed Away	11/3/2006 0:00	http://dbpedia.org/resource/Flushed_Away	good	292	74
Forty Shades of Blue	9/28/2005 0:00	http://dbpedia.org/resource/Forty_Shades_of_Blue	good	293	74
Found Memories	6/1/2012 0:00	http://dbpedia.org/resource/Found_Memories	good	294	74
Gods and Monsters	11/4/1998 0:00	http://dbpedia.org/resource/Gods_and_Monsters_(film)	good	295	74
How I Ended This Summer	2/4/2011 0:00	http://dbpedia.org/resource/How_I_Ended_This_Summer	good	296	74
Humpday	7/10/2009 0:00	http://dbpedia.org/resource/Humpday	good	297	74
In the Line of Fire	7/9/1993 0:00	http://dbpedia.org/resource/In_the_Line_of_Fire	good	298	74
In the Realms of the Unreal	12/22/2004 0:00	http://dbpedia.org/resource/In_the_Realms_of_the_Unreal	good	299	74
Inception	7/16/2010 0:00	http://dbpedia.org/resource/Inception	good	300	74
Judy Berlin	2/25/2000 0:00	http://dbpedia.org/resource/Judy_Berlin	good	301	74
Kundun	12/25/1997 0:00	http://dbpedia.org/resource/Kundun	good	302	74
Little Otik	12/19/2001 0:00	http://dbpedia.org/resource/Little_Otik	good	303	74
Mauvais Sang	4/27/2001 0:00	http://dbpedia.org/resource/Mauvais_Sang	good	304	74
Mean Creek	8/20/2004 0:00	http://dbpedia.org/resource/Mean_Creek	good	305	74
My Kid Could Paint That	10/5/2007 0:00	http://dbpedia.org/resource/My_Kid_Could_Paint_That	good	306	74
Oldboy	3/25/2005 0:00	http://dbpedia.org/resource/Oldboy_(2003_film)	good	307	74
Scottsboro: An American Tragedy	1/19/2001 0:00	http://dbpedia.org/resource/Scottsboro:_An_American_Tragedy	good	308	74
Sicko	6/29/2007 0:00	http://dbpedia.org/resource/Sicko	good	309	74
Stonewall Uprising	6/18/2010 0:00	http://dbpedia.org/resource/Stonewall_Uprising	good	310	74
Terribly Happy	2/5/2010 0:00	http://dbpedia.org/resource/Terribly_Happy	good	311	74
The Ground Truth	9/15/2006 0:00	http://dbpedia.org/resource/The_Ground_Truth	good	312	74
The Heart of the Game	6/9/2006 0:00	http://dbpedia.org/resource/The_Heart_of_the_Game	good	313	74
The Keys to the House	12/22/2004 0:00	http://dbpedia.org/resource/The_Keys_to_the_House	good	314	74
ABC Africa	5/3/2002 0:00	http://dbpedia.org/resource/ABC_Africa	good	315	73
All About Lily Chou-Chou	7/12/2002 0:00	http://dbpedia.org/resource/All_About_Lily_Chou-Chou	good	316	73
An African Election	12/2/2011 0:00	http://dbpedia.org/resource/An_African_Election	good	317	73
Approved for Adoption	11/8/2013 0:00	http://dbpedia.org/resource/Approved_for_Adoption	good	318	73
Attenberg	3/9/2012 0:00	http://dbpedia.org/resource/Attenberg	good	319	73
Beyond the Mat	3/17/2000 0:00	http://dbpedia.org/resource/Beyond_the_Mat	good	320	73
Big Animal	2/20/2004 0:00	http://dbpedia.org/resource/Big_Animal	good	321	73
Blood Tea and Red String	10/4/2006 0:00	http://dbpedia.org/resource/Blood_Tea_and_Red_String	good	322	73
Boyz n the Hood	7/12/1991 0:00	http://dbpedia.org/resource/Boyz_n_the_Hood	good	323	73
Bull Durham	6/15/1988 0:00	http://dbpedia.org/resource/Bull_Durham	good	324	73
Cast Away	12/22/2000 0:00	http://dbpedia.org/resource/Cast_Away	good	325	73
China Blue	1/26/2007 0:00	http://dbpedia.org/resource/China_Blue	good	326	73
El mariachi	2/26/1993 0:00	http://dbpedia.org/resource/El_Mariachi	good	327	73
For the Bible Tells Me So	10/5/2007 0:00	http://dbpedia.org/resource/For_the_Bible_Tells_Me_So	good	328	73
Heathers	3/31/1989 0:00	http://dbpedia.org/resource/Heathers	good	329	73
High Art	6/12/1998 0:00	http://dbpedia.org/resource/High_Art	good	330	73
Indie Game: The Movie	5/18/2012 0:00	http://dbpedia.org/resource/Indie_Game:_The_Movie	good	331	73
Japanese Story	12/31/2003 0:00	http://dbpedia.org/resource/Japanese_Story	good	332	73
Me and Orson Welles	11/25/2009 0:00	http://dbpedia.org/resource/Me_and_Orson_Welles	good	333	73
Millennium Mambo	12/31/2003 0:00	http://dbpedia.org/resource/Millennium_Mambo	good	334	73
Mysterious Skin	5/6/2005 0:00	http://dbpedia.org/resource/Mysterious_Skin	good	335	73
Riding Alone for Thousands of Miles	9/1/2006 0:00	http://dbpedia.org/resource/Riding_Alone_for_Thousands_of_Miles	good	336	73
Super Size Me	5/7/2004 0:00	http://dbpedia.org/resource/Super_Size_Me	good	337	73
The 40 Year Old Virgin	8/19/2005 0:00	http://dbpedia.org/resource/The_40-Year-Old_Virgin	good	338	73
The Brothers McMullen	8/18/1995 0:00	http://dbpedia.org/resource/The_Brothers_McMullen	good	339	73
The Cats of Mirikitani	3/2/2007 0:00	http://dbpedia.org/resource/The_Cats_of_Mirikitani	good	340	73
The Cave of the Yellow Dog	11/10/2006 0:00	http://dbpedia.org/resource/The_Cave_of_the_Yellow_Dog	good	341	73
The Deer Hunter	12/8/1978 0:00	http://dbpedia.org/resource/The_Deer_Hunter	good	342	73
The Fall of Fujimori	1/18/2006 0:00	http://dbpedia.org/resource/The_Fall_of_Fujimori	good	343	73
The House of the Devil	10/30/2009 0:00	http://dbpedia.org/resource/The_House_of_the_Devil	good	344	73
The Limey	10/8/1999 0:00	http://dbpedia.org/resource/The_Limey	good	345	73
The Lookout	3/30/2007 0:00	http://dbpedia.org/resource/The_Lookout	good	346	73
The Princess and the Frog	11/25/2009 0:00	http://dbpedia.org/resource/The_Princess_and_the_Frog	good	347	73
The Proposition	5/5/2006 0:00	http://dbpedia.org/resource/The_Proposition	good	348	73
Three Monkeys	5/1/2009 0:00	http://dbpedia.org/resource/Three_Monkeys	good	349	73
Tokyo Godfathers	1/16/2004 0:00	http://dbpedia.org/resource/Tokyo_Godfathers	good	350	73
Wag the Dog	12/25/1997 0:00	http://dbpedia.org/resource/Wag_the_Dog	good	351	73
Water Drops on Burning Rocks	7/14/2000 0:00	http://dbpedia.org/resource/Water_Drops_on_Burning_Rocks	good	352	73
Working Girl	12/23/1988 0:00	http://dbpedia.org/resource/Working_Girl	good	353	73
Zombieland	10/2/2009 0:00	http://dbpedia.org/resource/Zombieland	good	354	73
A Screaming Man	4/13/2011 0:00	http://dbpedia.org/resource/A_Screaming_Man	good	355	72
Abduction: The Megumi Yokota Story	1/12/2007 0:00	http://dbpedia.org/resource/Abduction:_The_Megumi_Yokota_Story	good	356	72
Air Guitar Nation	3/23/2007 0:00	http://dbpedia.org/resource/Air_Guitar_Nation	good	357	72
Akeelah and the Bee	4/28/2006 0:00	http://dbpedia.org/resource/Akeelah_and_the_Bee	good	358	72
Antz	10/2/1998 0:00	http://dbpedia.org/resource/Antz	good	359	72
Bowling for Columbine	10/11/2002 0:00	http://dbpedia.org/resource/Bowling_for_Columbine	good	360	72
Czech Dream	6/15/2007 0:00	http://dbpedia.org/resource/Czech_Dream	good	361	72
Gone Baby Gone	10/19/2007 0:00	http://dbpedia.org/resource/Gone_Baby_Gone	good	362	72
Good Hair	10/9/2009 0:00	http://dbpedia.org/resource/Good_Hair_(film)	good	363	72
Gran Torino	12/12/2008 0:00	http://dbpedia.org/resource/Gran_Torino	good	364	72
Igby Goes Down	9/13/2002 0:00	http://dbpedia.org/resource/Igby_Goes_Down	good	365	72
Jack Smith and the Destruction of Atlantis	4/11/2007 0:00	http://dbpedia.org/resource/Jack_Smith_and_the_Destruction_of_Atlantis	good	366	72
Journey to the Sun	2/9/2001 0:00	http://dbpedia.org/resource/Journey_to_the_Sun	good	367	72
Kiss Kiss Bang Bang	10/21/2005 0:00	http://dbpedia.org/resource/Kiss_Kiss_Bang_Bang	good	368	72
Kissing Jessica Stein	3/13/2001 0:00	http://dbpedia.org/resource/Kissing_Jessica_Stein	good	369	72
Match Point	12/28/2005 0:00	http://dbpedia.org/resource/Match_Point	good	370	72
New Waterford Girl	7/26/2000 0:00	http://dbpedia.org/resource/New_Waterford_Girl	good	371	72
New York Doll	10/28/2005 0:00	http://dbpedia.org/resource/New_York_Doll	good	372	72
ParaNorman	8/17/2012 0:00	http://dbpedia.org/resource/ParaNorman	good	373	72
Phil Ochs: There But for Fortune	1/5/2011 0:00	http://dbpedia.org/resource/Phil_Ochs:_There_but_for_Fortune	good	374	72
Road to Perdition	7/12/2002 0:00	http://dbpedia.org/resource/Road_to_Perdition	good	375	72
Safety Not Guaranteed	6/8/2012 0:00	http://dbpedia.org/resource/Safety_Not_Guaranteed	good	376	72
Shut Up and Play the Hits	7/18/2012 0:00	http://dbpedia.org/resource/Shut_Up_and_Play_the_Hits	good	377	72
