Movie	Release date	DBpedia_URI	Label	id	rating
Knife Fight	1/25/2013 0:00	http://dbpedia.org/resource/Knife_Fight	bad	1873	34
Red Planet	11/10/2000 0:00	http://dbpedia.org/resource/Red_Planet_(film)	bad	1874	34
Scooby Doo 2: Monsters Unleashed	3/26/2004 0:00	http://dbpedia.org/resource/Scooby-Doo_2:_Monsters_Unleashed	bad	1875	34
Slow Burn	4/13/2007 0:00	http://dbpedia.org/resource/Slow_Burn_(2005_film)	bad	1876	34
Spawn	8/1/1997 0:00	http://dbpedia.org/resource/Spawn_(film)	bad	1877	34
The Fourth Kind	11/6/2009 0:00	http://dbpedia.org/resource/The_Fourth_Kind	bad	1878	34
The Glass House	9/14/2001 0:00	http://dbpedia.org/resource/The_Glass_House_(2001_film)	bad	1879	34
The Happening	6/13/2008 0:00	http://dbpedia.org/resource/The_Happening_(2008_film)	bad	1880	34
The Haunted Mansion	11/26/2003 0:00	http://dbpedia.org/resource/The_Haunted_Mansion_(film)	bad	1881	34
54	8/28/1998 0:00	http://dbpedia.org/resource/54_(film)	bad	1882	33
Being Human	5/6/1994 0:00	http://dbpedia.org/resource/Being_Human_(1994_film)	bad	1883	33
Chasing Papi	4/16/2003 0:00	http://dbpedia.org/resource/Chasing_Papi	bad	1884	33
Confessions of a Teenage Drama Queen	2/20/2004 0:00	http://dbpedia.org/resource/Confessions_of_a_Teenage_Drama_Queen	bad	1885	33
Crazy as Hell	9/27/2002 0:00	http://dbpedia.org/resource/Crazy_as_Hell	bad	1886	33
Detroit Rock City	8/13/1999 0:00	http://dbpedia.org/resource/Detroit_Rock_City_(film)	bad	1887	33
End of Days	11/24/1999 0:00	http://dbpedia.org/resource/End_of_Days_(film)	bad	1888	33
Hanging Up	2/18/2000 0:00	http://dbpedia.org/resource/Hanging_Up	bad	1889	33
Sleepover	7/9/2004 0:00	http://dbpedia.org/resource/Sleepover_(film)	bad	1890	33
Price of Glory	3/31/2000 0:00	http://dbpedia.org/resource/Price_of_Glory	bad	1891	32
Repo Men	3/19/2010 0:00	http://dbpedia.org/resource/Repo_Men	bad	1892	32
The Wedding Date	2/4/2005 0:00	http://dbpedia.org/resource/The_Wedding_Date	bad	1893	32
5 Days of War	8/19/2011 0:00	http://dbpedia.org/resource/5_Days_of_War	bad	1894	31
Bandido	12/10/2004 0:00	http://dbpedia.org/resource/Bandido_(2004_film)	bad	1895	#N/A
Crazy Eyes	7/6/2012 0:00	http://dbpedia.org/resource/Crazy_Eyes_(film)	bad	1896	31
Deception	4/25/2008 0:00	http://dbpedia.org/resource/Deception_(2008_film)	bad	1897	31
Fix	11/20/2009 0:00	http://dbpedia.org/resource/Fix_(film)	bad	1898	31
Gossip	4/21/2000 0:00	http://dbpedia.org/resource/Gossip_(2000_American_film)	bad	1899	31
Happy Gilmore	2/16/1996 0:00	http://dbpedia.org/resource/Happy_Gilmore	bad	1900	31
Harry + Max	2/4/2005 0:00	http://dbpedia.org/resource/Harry_+_Max	bad	1901	31
Jolene	10/29/2010 0:00	http://dbpedia.org/resource/Jolene_(film)	bad	1902	31
Life or Something Like It	4/26/2002 0:00	http://dbpedia.org/resource/Life_or_Something_Like_It	bad	1903	31
Perfect Stranger	4/13/2007 0:00	http://dbpedia.org/resource/Perfect_Stranger_(film)	bad	1904	31
Slutty Summer	6/10/2005 0:00	http://dbpedia.org/resource/Slutty_Summer	bad	1905	31
The Big White	12/16/2005 0:00	http://dbpedia.org/resource/The_Big_White	bad	1906	31
Very Bad Things	11/25/1998 0:00	http://dbpedia.org/resource/Very_Bad_Things	bad	1907	31
Gods and Generals	2/21/2003 0:00	http://dbpedia.org/resource/Gods_and_Generals_(film)	bad	1908	30
Grind	8/15/2003 0:00	http://dbpedia.org/resource/Grind_(2003_film)	bad	1909	30
Meet Bill	4/4/2008 0:00	http://dbpedia.org/resource/Meet_Bill	bad	1910	30
Oh My God	11/13/2009 0:00	http://dbpedia.org/resource/Oh,_My_God_(2008_film)	bad	1911	30
Sarah Landon and the Paranormal Hour	10/19/2007 0:00	http://dbpedia.org/resource/Sarah_Landon_and_the_Paranormal_Hour	bad	1912	30
Silent Hill	4/21/2006 0:00	http://dbpedia.org/resource/Silent_Hill_(film)	bad	1913	30
The Tuxedo	9/27/2002 0:00	http://dbpedia.org/resource/The_Tuxedo	bad	1914	30
Thirteen Ghosts	10/26/2001 0:00	http://dbpedia.org/resource/Thirteen_Ghosts	bad	1915	30
Waiting...	10/7/2005 0:00	http://dbpedia.org/resource/Waiting..._(film)	bad	1916	30
How High	12/21/2001 0:00	http://dbpedia.org/resource/How_High	bad	1917	29
Johnson Family Vacation	4/7/2004 0:00	http://dbpedia.org/resource/Johnson_Family_Vacation	bad	1918	29
Premonition	3/16/2007 0:00	http://dbpedia.org/resource/Premonition_(2007_film)	bad	1919	29
Eating Out	4/8/2005 0:00	http://dbpedia.org/resource/Eating_Out	bad	1920	28
Fireproof	9/26/2008 0:00	http://dbpedia.org/resource/Fireproof_(film)	bad	1921	28
Mercy Streets	10/6/2000 0:00	http://dbpedia.org/resource/Mercy_Streets	bad	1922	28
Nobel Son	12/5/2008 0:00	http://dbpedia.org/resource/Nobel_Son	bad	1923	28
Pandorum	9/25/2009 0:00	http://dbpedia.org/resource/Pandorum	bad	1924	28
She Hate Me	7/28/2004 0:00	http://dbpedia.org/resource/She_Hate_Me	bad	1925	28
The Haunting of Molly Hartley	10/31/2008 0:00	http://dbpedia.org/resource/The_Haunting_of_Molly_Hartley	bad	1926	28
The Other Sister	2/26/1999 0:00	http://dbpedia.org/resource/The_Other_Sister	bad	1927	28
Third World Cop	4/14/2000 0:00	http://dbpedia.org/resource/Third_World_Cop	bad	1928	28
You Again	9/24/2010 0:00	http://dbpedia.org/resource/You_Again	bad	1929	28
A Guy Thing	1/17/2003 0:00	http://dbpedia.org/resource/A_Guy_Thing	bad	1930	27
Beverly Hills Ninja	1/17/1997 0:00	http://dbpedia.org/resource/Beverly_Hills_Ninja	bad	1931	27
Crossroads	2/15/2002 0:00	http://dbpedia.org/resource/Crossroads_(2002_film)	bad	1932	27
Imagining Argentina	6/11/2004 0:00	http://dbpedia.org/resource/Imagining_Argentina_(film)	bad	1933	27
Let's Go to Prison	11/17/2006 0:00	http://dbpedia.org/resource/Let's_Go_to_Prison	bad	1934	27
The Heart Is Deceitful Above All Things	3/10/2006 0:00	http://dbpedia.org/resource/The_Heart_Is_Deceitful_Above_All_Things	bad	1935	27
The Perfect Man	6/17/2005 0:00	http://dbpedia.org/resource/The_Perfect_Man	bad	1936	27
Vampire in Brooklyn	10/27/1995 0:00	http://dbpedia.org/resource/Vampire_in_Brooklyn	bad	1937	27
Zen Noir	9/22/2006 0:00	http://dbpedia.org/resource/Zen_Noir	bad	1938	27
A Night at the Roxbury	10/2/1998 0:00	http://dbpedia.org/resource/A_Night_at_the_Roxbury	bad	1939	26
Filth and Wisdom	10/17/2008 0:00	http://dbpedia.org/resource/Filth_and_Wisdom	bad	1940	26
Tideland	10/13/2006 0:00	http://dbpedia.org/resource/Tideland_(film)	bad	1941	26
Time Changer	10/25/2002 0:00	http://dbpedia.org/resource/Time_Changer	bad	1942	26
Waiting for Forever	2/4/2011 0:00	http://dbpedia.org/resource/Waiting_for_Forever	bad	1943	26
Zoom	8/11/2006 0:00	http://dbpedia.org/resource/Zoom_(film)	bad	1944	26
American Outlaws	8/17/2001 0:00	http://dbpedia.org/resource/American_Outlaws	bad	1945	25
Double Take	1/12/2001 0:00	http://dbpedia.org/resource/Double_Take_(2001_film)	bad	1946	25
Dragonfly	2/22/2002 0:00	http://dbpedia.org/resource/Dragonfly_(2002_film)	bad	1947	25
Drowning Mona	3/3/2000 0:00	http://dbpedia.org/resource/Drowning_Mona	bad	1948	25
Jason X	4/26/2002 0:00	http://dbpedia.org/resource/Jason_X	bad	1949	25
License to Wed	7/3/2007 0:00	http://dbpedia.org/resource/License_to_Wed	bad	1950	25
My Soul to Take	10/8/2010 0:00	http://dbpedia.org/resource/My_Soul_to_Take	bad	1951	25
Patch Adams	12/25/1998 0:00	http://dbpedia.org/resource/Patch_Adams_(film)	bad	1952	25
The Comebacks	10/19/2007 0:00	http://dbpedia.org/resource/The_Comebacks	bad	1953	25
A Warrior's Heart	12/2/2011 0:00	http://dbpedia.org/resource/A_Warrior's_Heart	bad	1954	24
Autumn in New York	8/11/2000 0:00	http://dbpedia.org/resource/Autumn_in_New_York_(film)	bad	1955	24
Captivity	7/13/2007 0:00	http://dbpedia.org/resource/Captivity_(film)	bad	1956	24
Highlander	3/7/1986 0:00	http://dbpedia.org/resource/Highlander_(film)	bad	1957	24
Kazaam	4/17/1996 0:00	http://dbpedia.org/resource/Kazaam	bad	1958	24
Redline	4/13/2007 0:00	http://dbpedia.org/resource/Redline_(2007_film)	bad	1959	24
Saving Grace B. Jones	12/14/2012 0:00	http://dbpedia.org/resource/Saving_Grace_B._Jones	bad	1960	24
Sex and Death 101	4/4/2008 0:00	http://dbpedia.org/resource/Sex_and_Death_101	bad	1961	24
Sorority Row	9/11/2009 0:00	http://dbpedia.org/resource/Sorority_Row	bad	1962	24
The Boondock Saints II: All Saints Day	10/30/2009 0:00	http://dbpedia.org/resource/The_Boondock_Saints_II:_All_Saints_Day	bad	1963	24
Caffeine	3/16/2007 0:00	http://dbpedia.org/resource/Caffeine_(film)	bad	1964	23
Eight Crazy Nights	11/27/2002 0:00	http://dbpedia.org/resource/Eight_Crazy_Nights	bad	1965	23
Beneath the Darkness	1/6/2012 0:00	http://dbpedia.org/resource/Beneath_the_Darkness	bad	1966	22
Jawbreaker	2/19/1999 0:00	http://dbpedia.org/resource/Jawbreaker_(film)	bad	1967	22
Postal	5/23/2008 0:00	http://dbpedia.org/resource/Postal_(film)	bad	1968	22
Standing Ovation	7/16/2010 0:00	http://dbpedia.org/resource/Standing_Ovation_(film)	bad	1969	22
Superman IV: The Quest for Peace	7/24/1987 0:00	http://dbpedia.org/resource/Superman_IV:_The_Quest_for_Peace	bad	1970	22
The Tiger and the Snow	12/29/2006 0:00	http://dbpedia.org/resource/The_Tiger_and_the_Snow	bad	1971	22
Bigger Than the Sky	2/18/2005 0:00	http://dbpedia.org/resource/Bigger_Than_the_Sky	bad	1972	21
Ice from the Sun	5/4/2001 0:00	http://dbpedia.org/resource/Ice_from_the_Sun	bad	1973	21
Killers	6/4/2010 0:00	http://dbpedia.org/resource/Killers_(2010_film)	bad	1974	21
The Zodiac	3/17/2006 0:00	http://dbpedia.org/resource/The_Zodiac_(film)	bad	1975	21
Saw V	10/24/2008 0:00	http://dbpedia.org/resource/Saw_V	bad	1976	20
Son of the Mask	2/18/2005 0:00	http://dbpedia.org/resource/Son_of_the_Mask	bad	1977	20
The First $20 Million Is Always the Hardest	6/28/2002 0:00	http://dbpedia.org/resource/The_First_$20_Million_Is_Always_the_Hardest	bad	1978	20
The Last Airbender	7/1/2010 0:00	http://dbpedia.org/resource/The_Last_Airbender	bad	1979	20
Downloading Nancy	6/5/2009 0:00	http://dbpedia.org/resource/Downloading_Nancy	bad	1980	19
The Covenant	9/8/2006 0:00	http://dbpedia.org/resource/The_Covenant_(film)	bad	1981	19
To Save a Life	1/22/2010 0:00	http://dbpedia.org/resource/To_Save_a_Life	bad	1982	19
Movie 43	1/25/2013 0:00	http://dbpedia.org/resource/Movie_43	bad	1983	18
The Devil Inside	1/6/2012 0:00	http://dbpedia.org/resource/The_Devil_Inside_(film)	bad	1984	18
88 Minutes	4/18/2008 0:00	http://dbpedia.org/resource/88_Minutes	bad	1985	17
Epic Movie	1/26/2007 0:00	http://dbpedia.org/resource/Epic_Movie	bad	1986	17
Extreme Days	9/28/2001 0:00	http://dbpedia.org/resource/Extreme_Days	bad	1987	17
Witless Protection	2/22/2008 0:00	http://dbpedia.org/resource/Witless_Protection	bad	1988	17
FeardotCom	8/30/2002 0:00	http://dbpedia.org/resource/FeardotCom	bad	1989	16
Half Baked	1/16/1998 0:00	http://dbpedia.org/resource/Half_Baked	bad	1990	16
Simon Sez	9/24/1999 0:00	http://dbpedia.org/resource/Simon_Sez	bad	1991	16
Disaster Movie	8/29/2008 0:00	http://dbpedia.org/resource/Disaster_Movie	bad	1992	15
In the Name of the King: A Dungeon Siege Tale	1/11/2008 0:00	http://dbpedia.org/resource/In_the_Name_of_the_King	bad	1993	15
Kung Pow: Enter the Fist	1/25/2002 0:00	http://dbpedia.org/resource/Kung_Pow!_Enter_the_Fist	bad	1994	14
The In Crowd	7/19/2000 0:00	http://dbpedia.org/resource/The_In_Crowd_(2000_film)	bad	1995	14
Freddy Got Fingered	4/20/2001 0:00	http://dbpedia.org/resource/Freddy_Got_Fingered	bad	1996	13
Strange Wilderness	2/1/2008 0:00	http://dbpedia.org/resource/Strange_Wilderness	bad	1997	12
Dirty Love	9/23/2005 0:00	http://dbpedia.org/resource/Dirty_Love_(film)	bad	1998	9
The Tortured	6/15/2012 0:00	http://dbpedia.org/resource/The_Tortured	bad	1999	9
Baby Geniuses	3/12/1999 0:00	http://dbpedia.org/resource/Baby_Geniuses	bad	2000	6
