id	album	artist	date	rating	DBpedia_URL label
233.0	Bear Creek	Brandi Carlile	5-Jun-12	84.0	http://dbpedia.org/resource/Bear_Creek_(album)	good
234.0	Beauty & Crime	Suzanne Vega	17-Jul-07	84.0	http://dbpedia.org/resource/Beauty_&_Crime	good
235.0	Black Cadillac	Rosanne Cash	24-Jan-06	84.0	http://dbpedia.org/resource/Black_Cadillac	good
236.0	Blood Money	Tom Waits	7-May-02	84.0	http://dbpedia.org/resource/Blood_Money_(Tom_Waits_album)	good
237.0	Blue Cathedral	Comets On Fire	27-Jul-04	84.0	http://dbpedia.org/resource/Blue_Cathedral	good
238.0	Bow Down To The Exit Sign	David Holmes	21-Jul-00	84.0	http://dbpedia.org/resource/Bow_Down_to_the_Exit_Sign	good
239.0	Cast Of Thousands	Elbow	27-Jan-04	84.0	http://dbpedia.org/resource/Cast_of_Thousands	good
240.0	Central Reservation	Beth Orton	9-Mar-99	84.0	http://dbpedia.org/resource/Central_Reservation_(album)	good
241.0	Clap Your Hands Say Yeah	Clap Your Hands Say Yeah	28-Jun-05	84.0	http://dbpedia.org/resource/Clap_Your_Hands_Say_Yeah_(album)	good
242.0	Cobblestone Runway	Ron Sexsmith	8-Oct-02	84.0	http://dbpedia.org/resource/Cobblestone_Runway	good
243.0	Copia	Eluvium	20-Feb-07	84.0	http://dbpedia.org/resource/Copia_(album)	good
244.0	Coquelicot Asleep In The Poppies	Of Montreal	24-Apr-01	84.0	http://dbpedia.org/resource/Coquelicot_Asleep_in_the_Poppies:_A_Variety_of_Whimsical_Verse	good
245.0	Dark Days/Light Years	Super Furry Animals	21-Apr-09	84.0	http://dbpedia.org/resource/Dark_Days/Light_Years	good
246.0	Don't Do Anything	Sam Phillips	3-Jun-08	84.0	http://dbpedia.org/resource/Don't_Do_Anything	good
247.0	Dr. No's Ethiopium	Oh No	24-Nov-09	84.0	http://dbpedia.org/resource/Dr._No's_Ethiopium	good
248.0	Electric Dirt	Levon Helm	30-Jun-09	84.0	http://dbpedia.org/resource/Electric_Dirt	good
249.0	Extraordinary Machine	Fiona Apple	4-Oct-05	84.0	http://dbpedia.org/resource/Extraordinary_Machine	good
250.0	Fall Be Kind [EP]	Animal Collective	15-Dec-09	84.0	http://dbpedia.org/resource/Fall_Be_Kind	good
251.0	Feels	Animal Collective	18-Oct-05	84.0	http://dbpedia.org/resource/Feels	good
252.0	From The Forest To The Sea	Southeast Engine	17-Feb-09	84.0	http://dbpedia.org/resource/From_the_Forest_to_the_Sea	good
253.0	Ga Ga Ga Ga Ga	Spoon	10-Jul-07	84.0	http://dbpedia.org/resource/Ga_Ga_Ga_Ga_Ga	good
254.0	Geogaddi	Boards of Canada	19-Feb-02	84.0	http://dbpedia.org/resource/Geogaddi	good
255.0	Get Off On The Pain	Gary Allan	9-Mar-10	84.0	http://dbpedia.org/resource/Get_Off_on_the_Pain	good
256.0	Ghosts Of The Great Highway	Sun Kil Moon	4-Nov-03	84.0	http://dbpedia.org/resource/Ghosts_of_the_Great_Highway	good
257.0	Gimme Fiction	Spoon	10-May-05	84.0	http://dbpedia.org/resource/Gimme_Fiction	good
258.0	Hell On Heels	Pistol Annies	23-Aug-11	84.0	http://dbpedia.org/resource/Hell_on_Heels	good
259.0	Imidiwan: Companions	Tinariwen	29-Jun-09	84.0	http://dbpedia.org/resource/Imidiwan	good
260.0	Ire Works	The Dillinger Escape Plan	13-Nov-07	84.0	http://dbpedia.org/resource/Ire_Works	good
261.0	Kaputt	Destroyer	25-Jan-11	84.0	http://dbpedia.org/resource/Kaputt_(album)	good
262.0	Lesser Matters	The Radio Dept.	30-Aug-04	84.0	http://dbpedia.org/resource/Lesser_Matters	good
263.0	Lift Your Skinny Fists Like Antennas to Heaven	Godspeed You! Black Emperor	12-Sep-00	84.0	http://dbpedia.org/resource/Lift_Your_Skinny_Fists_Like_Antennas_to_Heaven	good
264.0	Lost And Safe	The Books	5-Apr-05	84.0	http://dbpedia.org/resource/Lost_and_Safe	good
265.0	Mar Dulce	Bajofondo	15-Jul-08	84.0	http://dbpedia.org/resource/Mar_Dulce_(album)	good
266.0	Modern Apprentice	Ikara Colt	7-Jun-04	84.0	http://dbpedia.org/resource/Modern_Apprentice	good
267.0	Multiply	Jamie Lidell	28-Jun-05	84.0	http://dbpedia.org/resource/Multiply_Additions	good
268.0	Mwng	Super Furry Animals	20-Jun-00	84.0	http://dbpedia.org/resource/Mwng	good
269.0	Nixon	Lambchop	8-Feb-00	84.0	http://dbpedia.org/resource/Nixon_(album)	good
270.0	ONoffON	Mission of Burma	4-May-04	84.0	http://dbpedia.org/resource/ONoffON	good
271.0	Old Ramon	Red House Painters	10-Apr-01	84.0	http://dbpedia.org/resource/Old_Ramon	good
272.0	Our Endless Numbered Days	Iron & Wine	23-Mar-04	84.0	http://dbpedia.org/resource/Our_Endless_Numbered_Days	good
273.0	Pop Tune	Shonen Knife	12-Jun-12	84.0	http://dbpedia.org/resource/Pop_Tune	good
274.0	S.T.R.E.E.T. D.A.D.	Out Hud	19-Nov-02	84.0	http://dbpedia.org/resource/S.T.R.E.E.T._D.A.D.	good
275.0	Second Chance	El DeBarge	30-Nov-10	84.0	http://dbpedia.org/resource/Second_Chance_(album)	good
276.0	Serena-Maneesh	Serena-Maneesh	9-May-06	84.0	http://dbpedia.org/resource/Serena_Maneesh_(album)	good
277.0	Sometimes the Blues is Just a Passing Bird	The Tallest Man on Earth	9-Nov-10	84.0	http://dbpedia.org/resource/Sometimes_the_Blues_Is_Just_a_Passing_Bird	good
278.0	Suburbia I've Given You All and Now I'm Nothing	The Wonder Years	14-Jun-11	84.0	http://dbpedia.org/resource/Suburbia_I've_Given_You_All_and_Now_I'm_Nothing	good
279.0	Sugar Mountain: Live At Canterbury House 1968	Neil Young	20-Nov-08	84.0	http://dbpedia.org/resource/Sugar_Mountain_%E2%80%93_Live_at_Canterbury_House_1968	good
280.0	Takk...	Sigur RÃ³s	13-Sep-05	84.0	http://dbpedia.org/resource/Takk...	good
281.0	Tarot Sport	Fuck Buttons	20-Oct-09	84.0	http://dbpedia.org/resource/Tarot_Sport	good
282.0	Ten Stories	mewithoutYou	15-May-12	84.0	http://dbpedia.org/resource/Ten_Stories	good
283.0	Tha Carter III	Lil Wayne	10-Jun-08	84.0	http://dbpedia.org/resource/Tha_Carter_III	good
284.0	The Beginning Stages Of...	The Polyphonic Spree	4-Jun-02	84.0	http://dbpedia.org/resource/The_Beginning_Stages_of...	good
285.0	The Body, The Blood, The Machine	The Thermals	22-Aug-06	84.0	http://dbpedia.org/resource/The_Body,_the_Blood,_the_Machine	good
286.0	The Crane Wife	The Decemberists	3-Oct-06	84.0	http://dbpedia.org/resource/The_Crane_Wife	good
287.0	The Evening Of My Best Day	Rickie Lee Jones	7-Oct-03	84.0	http://dbpedia.org/resource/The_Evening_of_My_Best_Day	good
288.0	The Fine Art of Self-Destruction	Jesse Malin	28-Jan-03	84.0	http://dbpedia.org/resource/The_Fine_Art_of_Self_Destruction	good
289.0	The Pretty Toney Album	Ghostface Killah	20-Apr-04	84.0	http://dbpedia.org/resource/The_Pretty_Toney_Album	good
290.0	The Royal Society	The Eighties Matchbox B-Line Disaster	25-Oct-04	84.0	http://dbpedia.org/resource/The_Royal_Society_(album)	good
291.0	The Shepherd's Dog	Iron & Wine	25-Sep-07	84.0	http://dbpedia.org/resource/The_Shepherd's_Dog	good
292.0	The Smell Of Our Own	The Hidden Cameras	6-May-03	84.0	http://dbpedia.org/resource/The_Smell_of_Our_Own	good
293.0	The Violet Hour	The Clientele	8-Jul-03	84.0	http://dbpedia.org/resource/The_Violet_Hour_(album)	good
294.0	These Were The Earlies	The Earlies	25-Oct-05	84.0	http://dbpedia.org/resource/These_Were_the_Earlies	good
295.0	This Is Happening	LCD Soundsystem	18-May-10	84.0	http://dbpedia.org/resource/This_Is_Happening	good
296.0	Treats	Sleigh Bells	1-Jun-10	84.0	http://dbpedia.org/resource/Treats_(album)	good
297.0	Tronic	Black Milk	28-Oct-08	84.0	http://dbpedia.org/resource/Tronic	good
298.0	UGK 4 Life	UGK	31-Mar-09	84.0	http://dbpedia.org/resource/UGK_4_Life	good
299.0	Veni Vidi Vicious	The Hives	30-Apr-02	84.0	http://dbpedia.org/resource/Veni_Vidi_Vicious	good
300.0	Wake Up The Nation	Paul Weller	1-Jun-10	84.0	http://dbpedia.org/resource/Wake_Up_the_Nation	good
301.0	We Love Life	Pulp	20-Aug-02	84.0	http://dbpedia.org/resource/We_Love_Life	good
302.0	Winter Hymn Country Hymn Secret Hymn	Do Make Say Think	7-Oct-03	84.0	http://dbpedia.org/resource/Winter_Hymn_Country_Hymn_Secret_Hymn	good
303.0	Yonder Is The Clock	The Felice Brothers	7-Apr-09	84.0	http://dbpedia.org/resource/Yonder_Is_the_Clock	good
304.0	Yoshimi Battles The Pink Robots	The Flaming Lips	16-Jul-02	84.0	http://dbpedia.org/resource/Yoshimi_Battles_the_Pink_Robots	good
305.0	A Boot And A Shoe	Sam Phillips	27-Apr-04	83.0	http://dbpedia.org/resource/A_Boot_and_a_Shoe	good
306.0	American Gangster	Jay-Z	6-Nov-07	83.0	http://dbpedia.org/resource/American_Gangster_(album)	good
307.0	Andorra	Caribou	21-Aug-07	83.0	http://dbpedia.org/resource/Andorra_(album)	good
308.0	Apologies To The Queen Mary	Wolf Parade	27-Sep-05	83.0	http://dbpedia.org/resource/Apologies_to_the_Queen_Mary	good
309.0	Bang Bang Rock & Roll	Art Brut	9-May-06	83.0	http://dbpedia.org/resource/Bang_Bang_Rock_&_Roll	good
310.0	Black Up	Shabazz Palaces	28-Jun-11	83.0	http://dbpedia.org/resource/Black_Up	good
311.0	Blackjazz	Shining	2-Feb-10	83.0	http://dbpedia.org/resource/Blackjazz	good
312.0	Blue Sky Noise	Circa Survive	20-Apr-10	83.0	http://dbpedia.org/resource/Blue_Sky_Noise	good
313.0	Bright Ideas	Portastatic	23-Aug-05	83.0	http://dbpedia.org/resource/Bright_Ideas	good
314.0	Brighter Than Creation's Dark	Drive-By Truckers	22-Jan-08	83.0	http://dbpedia.org/resource/Brighter_Than_Creation's_Dark	good
315.0	Carboniferous	Zu	17-Feb-09	83.0	http://dbpedia.org/resource/Carboniferous_(album)	good
316.0	Celebration Rock	Japandroids	5-Jun-12	83.0	http://dbpedia.org/resource/Celebration_Rock	good
317.0	Chemical Warfare	The Alchemist	7-Jul-09	83.0	http://dbpedia.org/resource/Chemical_Warfare_(album)	good
318.0	Come to Where I'm From	Joseph Arthur	11-Apr-00	83.0	http://dbpedia.org/resource/Come_to_Where_I'm_From	good
319.0	Control System	Ab-Soul	11-May-12	83.0	http://dbpedia.org/resource/Control_System	good
320.0	Escondida	Jolie Holland	27-Apr-04	83.0	http://dbpedia.org/resource/Escondida_(album)	good
321.0	Eyes & Nines	Trash Talk	8-Jun-10	83.0	http://dbpedia.org/resource/Eyes_&_Nines	good
322.0	Faking The Books	Lali Puna	20-Apr-04	83.0	http://dbpedia.org/resource/Faking_the_Books	good
323.0	Forever Abomination	Skeletonwitch	11-Oct-11	83.0	http://dbpedia.org/resource/Forever_Abomination	good
324.0	Four the Record	Miranda Lambert	1-Nov-11	83.0	http://dbpedia.org/resource/Four_the_Record	good
325.0	Game Theory	The Roots	29-Aug-06	83.0	http://dbpedia.org/resource/Game_Theory_(album)	good
326.0	Good News For People Who Love Bad News	Modest Mouse	6-Apr-04	83.0	http://dbpedia.org/resource/Good_News_for_People_Who_Love_Bad_News	good
327.0	Grinderman 2	Grinderman	14-Sep-10	83.0	http://dbpedia.org/resource/Grinderman_2	good
328.0	Grinderman	Grinderman	10-Apr-07	83.0	http://dbpedia.org/resource/Grinderman_2	good
329.0	Harmonicraft	Torche	24-Apr-12	83.0	http://dbpedia.org/resource/Harmonicraft	good
330.0	Her Majesty The Decemberists	The Decemberists	9-Sep-03	83.0	http://dbpedia.org/resource/Her_Majesty_the_Decemberists	good
331.0	Hot Sauce Committee, Pt. 2	Beastie Boys	3-May-11	83.0	http://dbpedia.org/resource/Hot_Sauce_Committee_Part_Two	good
332.0	I Am Shelby Lynne	Shelby Lynne	25-Jan-00	83.0	http://dbpedia.org/resource/I_Am_Shelby_Lynne	good
333.0	Idiology	Mouse on Mars	24-Apr-01	83.0	http://dbpedia.org/resource/Idiology	good
334.0	Ill Manors	Plan B	21-Aug-12	83.0	http://dbpedia.org/resource/Ill_Manors_(album)	good
335.0	Isolation Drills	Guided by Voices	3-Apr-01	83.0	http://dbpedia.org/resource/Isolation_Drills	good
336.0	It Still Moves	My Morning Jacket	9-Sep-03	83.0	http://dbpedia.org/resource/It_Still_Moves	good
337.0	Leucocyte	Esbjorn Svensson Trio	30-Sep-08	83.0	http://dbpedia.org/resource/Leucocyte_(album)	good
338.0	Like Red On A Rose	Alan Jackson	26-Sep-06	83.0	http://dbpedia.org/resource/Like_Red_on_a_Rose	good
339.0	Lisbon	The Walkmen	14-Sep-10	83.0	http://dbpedia.org/resource/Lisbon_(album)	good
340.0	Looping State of Mind	The Field	11-Oct-11	83.0	http://dbpedia.org/resource/Looping_State_of_Mind	good
341.0	Love Behind The Melody	Raheem DeVaughn	15-Jan-08	83.0	http://dbpedia.org/resource/Love_Behind_the_Melody	good
342.0	Love Is The Answer	Barbra Streisand	29-Sep-09	83.0	http://dbpedia.org/resource/Love_Is_the_Answer_(album)	good
343.0	Love On The Inside	Sugarland	22-Jul-08	83.0	http://dbpedia.org/resource/Love_on_the_Inside	good
344.0	Love vs Money	The-Dream	10-Mar-09	83.0	http://dbpedia.org/resource/Love_vs._Money	good
345.0	Food & Liquor	Lupe Fiasco	19-Sep-06	83.0	http://dbpedia.org/resource/Lupe_Fiasco's_Food_&_Liquor	good
346.0	Majesty Shredding	Superchunk	14-Sep-10	83.0	http://dbpedia.org/resource/Majesty_Shredding	good
347.0	Midnite Vultures	Beck	16-Nov-99	83.0	http://dbpedia.org/resource/Midnite_Vultures	good
348.0	Morph The Cat	Donald Fagen	14-Mar-06	83.0	http://dbpedia.org/resource/Morph_the_Cat	good
349.0	Mountain Soul II	Patty Loveless	29-Sep-09	83.0	http://dbpedia.org/resource/Mountain_Soul_II	good
350.0	My Father Will Guide Me Up a Rope to the Sky	Swans	21-Sep-10	83.0	http://dbpedia.org/resource/My_Father_Will_Guide_Me_up_a_Rope_to_the_Sky	good
351.0	New Amerykah: Part One (4th World War)	Erykah Badu	26-Feb-08	83.0	http://dbpedia.org/resource/New_Amerykah_Part_One_(4th_World_War)	good
352.0	New Amerykah Part Two: Return of the Ankh	Erykah Badu	30-Mar-10	83.0	http://dbpedia.org/resource/New_Amerykah_Part_Two_(Return_of_the_Ankh)	good
353.0	Nostalgia, Ultra.	Frank Ocean	18-Feb-11	83.0	http://dbpedia.org/resource/Nostalgia,_Ultra	good
354.0	obZen	Meshuggah	11-Mar-08	83.0	http://dbpedia.org/resource/ObZen	good
355.0	One Kind Favor	B.B. King	26-Aug-08	83.0	http://dbpedia.org/resource/One_Kind_Favor	good
356.0	Look Around the Corner	Alice Russell	2-Apr-12	83.0	http://dbpedia.org/resource/Quantic_&_Alice_Russell:_Look_Around_The_Corner	good
357.0	Real Animal	Alejandro Escovedo	24-Jun-08	83.0	http://dbpedia.org/resource/Real_Animal	good
358.0	Red Dirt Road	Brooks & Dunn	15-Jul-03	83.0	http://dbpedia.org/resource/Red_Dirt_Road	good
359.0	School Of The Flower	Six Organs of Admittance	25-Jan-05	83.0	http://dbpedia.org/resource/School_of_the_Flower	good
360.0	Skying	The Horrors	9-Aug-11	83.0	http://dbpedia.org/resource/Skying	good
361.0	Skyscraper National Park	Hayden	12-Mar-02	83.0	http://dbpedia.org/resource/Skyscraper_National_Park	good
362.0	Special Affections	Diamond Rings	21-Jun-11	83.0	http://dbpedia.org/resource/Special_Affections	good
363.0	Sung Tongs	Animal Collective	1-Jun-04	83.0	http://dbpedia.org/resource/Sung_Tongs	good
364.0	The Besnard Lakes Are The Dark Horse	The Besnard Lakes	20-Feb-07	83.0	http://dbpedia.org/resource/The_Besnard_Lakes_Are_the_Dark_Horse	good
365.0	The Bright Mississippi	Allen Toussaint	21-Apr-09	83.0	http://dbpedia.org/resource/The_Bright_Mississippi	good
366.0	The Remote Part	Idlewild	25-Mar-03	83.0	http://dbpedia.org/resource/The_Remote_Part	good
367.0	The Sunset Tree	The Mountain Goats	26-Apr-05	83.0	http://dbpedia.org/resource/The_Sunset_Tree	good
368.0	The Whole Love	Wilco	27-Sep-11	83.0	http://dbpedia.org/resource/The_Whole_Love	good
369.0	Think Tank	Blur	6-May-03	83.0	http://dbpedia.org/resource/Think_Tank_(Blur_album)	good
370.0	Truly She Is None Other	Holly Golightly	29-Jul-03	83.0	http://dbpedia.org/resource/Truly_She_Is_None_Other	good
371.0	Two Dancers	Wild Beasts	8-Sep-09	83.0	http://dbpedia.org/resource/Two_Dancers	good
372.0	The Visiter	The Dodos	18-Mar-08	83.0	http://dbpedia.org/resource/Visiter	good
373.0	Wild Flag	Wild Flag	13-Sep-11	83.0	http://dbpedia.org/resource/Wild_Flag_(album)	good
374.0	Wounded Rhymes	Lykke Li	1-Mar-11	83.0	http://dbpedia.org/resource/Wounded_Rhymes	good
375.0	You Could Have It So Much Better	Franz Ferdinand	4-Oct-05	83.0	http://dbpedia.org/resource/You_Could_Have_It_So_Much_Better	good
376.0	(a)spera	Mirah	10-Mar-09	82.0	http://dbpedia.org/resource/(a)spera	good
377.0	Burn Piano Island, Burn	The Blood Brothers	18-Mar-03	82.0	http://dbpedia.org/resource/...Burn,_Piano_Island,_Burn	good
378.0	1st Born Second	Bilal	17-Jul-01	82.0	http://dbpedia.org/resource/1st_Born_Second	good
379.0	8 Million Stories	Soul Position	7-Oct-03	82.0	http://dbpedia.org/resource/8_Million_Stories	good
380.0	A Creature I Don't Know	Laura Marling	13-Sep-11	82.0	http://dbpedia.org/resource/A_Creature_I_Don't_Know	good
381.0	American V: A Hundred Highways	Johnny Cash	4-Jul-06	82.0	http://dbpedia.org/resource/American_V:_A_Hundred_Highways	good
382.0	An Empty Bliss Beyond This World	The Caretaker	21-Jun-11	82.0	http://dbpedia.org/resource/An_Empty_Bliss_Beyond_This_World	good
383.0	Asleep In The Back	Elbow	22-Jan-02	82.0	http://dbpedia.org/resource/Asleep_in_the_Back	good
384.0	At My Age	Nick Lowe	26-Jun-07	82.0	http://dbpedia.org/resource/At_My_Age	good
385.0	At Night We Live	Far	25-May-10	82.0	http://dbpedia.org/resource/At_Night_We_Live	good
386.0	Bears, Mayors, Scraps & Bones	Cancer Bats	13-Apr-10	82.0	http://dbpedia.org/resource/Bears,_Mayors,_Scraps_&_Bones	good
387.0	Blacklisted	Neko Case	20-Aug-02	82.0	http://dbpedia.org/resource/Blacklisted_(album)	good
388.0	Blood Mountain	Mastodon	12-Sep-06	82.0	http://dbpedia.org/resource/Blood_Mountain_(album)	good
389.0	Bright Yellow Bright Orange	The Go-Betweens	18-Feb-03	82.0	http://dbpedia.org/resource/Bright_Yellow_Bright_Orange	good
390.0	Broken Social Scene	Broken Social Scene	4-Oct-05	82.0	http://dbpedia.org/resource/Broken_Social_Scene_(album)	good
391.0	Build a Rocket Boys!	Elbow	12-Apr-11	82.0	http://dbpedia.org/resource/Build_a_Rocket_Boys!	good
392.0	Clash Battle Guilt Pride	Polar Bear Club	13-Sep-11	82.0	http://dbpedia.org/resource/Clash_Battle_Guilt_Pride	good
393.0	Come Away With Me	Norah Jones	26-Feb-02	82.0	http://dbpedia.org/resource/Come_Away_with_Me	good
394.0	Confield	Autechre	15-May-01	82.0	http://dbpedia.org/resource/Confield	good
395.0	Crack The Skye	Mastodon	24-Mar-09	82.0	http://dbpedia.org/resource/Crack_the_Skye	good
396.0	Curse Your Branches	David Bazan	1-Sep-09	82.0	http://dbpedia.org/resource/Curse_Your_Branches	good
397.0	Dark Roots of Earth	Testament	31-Jul-12	82.0	http://dbpedia.org/resource/Dark_Roots_of_Earth	good
398.0	Saves the Day	Saves the Day	17-Sep-13	82.0	http://dbpedia.org/resource/Daybreak_(Saves_the_Day_album)	good
399.0	De-Loused In The Comatorium	The Mars Volta	24-Jun-03	82.0	http://dbpedia.org/resource/De-Loused_in_the_Comatorium	good
400.0	Demon Days	Gorillaz	24-May-05	82.0	http://dbpedia.org/resource/Demon_Days	good
401.0	Dilate	Bardo Pond	24-Apr-01	82.0	http://dbpedia.org/resource/Dilate_(Bardo_Pond_album)	good
402.0	Dizzy Spells	The Ex	24-Apr-01	82.0	http://dbpedia.org/resource/Dizzy_Spells_(album)	good
403.0	Do You Like Rock Music?	British Sea Power	12-Feb-08	82.0	http://dbpedia.org/resource/Do_You_Like_Rock_Music%3F	good
404.0	Doomsdayer's Holiday	Grails	7-Oct-08	82.0	http://dbpedia.org/resource/Doomsdayer's_Holiday	good
405.0	Dressy Bessy	Dressy Bessy	26-Aug-03	82.0	http://dbpedia.org/resource/Dressy_Bessy_(album)	good
406.0	East Of Eden	Taken by Trees	8-Sep-09	82.0	http://dbpedia.org/resource/East_of_Eden_(album)	good
407.0	Echoes of Silence	The Weeknd	21-Dec-11	82.0	http://dbpedia.org/resource/Echoes_of_Silence	good
408.0	Electric Version	The New Pornographers	6-May-03	82.0	http://dbpedia.org/resource/Electric_Version	good
409.0	Favourite Worst Nightmare	Arctic Monkeys	24-Apr-07	82.0	http://dbpedia.org/resource/Favourite_Worst_Nightmare	good
410.0	Fear of a Blank Planet	Porcupine Tree	24-Apr-07	82.0	http://dbpedia.org/resource/Fear_of_a_Blank_Planet	good
411.0	Ghost to a Ghost/Gutter Town	Hank Williams III	6-Sep-11	82.0	http://dbpedia.org/resource/Ghost_to_a_Ghost/Gutter_Town	good
412.0	Haha Sound	Broadcast	12-Aug-03	82.0	http://dbpedia.org/resource/Haha_Sound	good
413.0	Health//Disco	HEALTH	27-May-08	82.0	http://dbpedia.org/resource/Health//Disco	good
414.0	Here With Me	Holly Williams	16-Jun-09	82.0	http://dbpedia.org/resource/Here_with_Me_(album)	good
415.0	Home Sweet Home	Kano	27-Jun-05	82.0	http://dbpedia.org/resource/Home_Sweet_Home_(Kano_album)	good
416.0	II Trill	Bun B	20-May-08	82.0	http://dbpedia.org/resource/II_Trill	good
417.0	I Am The Fun Blame Monster	Menomena	20-Jun-03	82.0	http://dbpedia.org/resource/I_Am_the_Fun_Blame_Monster!	good
418.0	Ice Cream Spiritual	Ponytail	17-Jun-08	82.0	http://dbpedia.org/resource/Ice_Cream_Spiritual	good
419.0	Impossible Spaces	Sandro Perri	18-Oct-11	82.0	http://dbpedia.org/resource/Impossible_Spaces	good
420.0	Internal Wrangler	Clinic	18-Sep-01	82.0	http://dbpedia.org/resource/Internal_Wrangler	good
421.0	Intimacy: Album III	Kem	17-Aug-10	82.0	http://dbpedia.org/resource/Intimacy:_Album_III	good
422.0	It's Blitz	Yeah Yeah Yeahs	31-Mar-09	82.0	http://dbpedia.org/resource/It's_Blitz!	good
423.0	Jarvis	Jarvis Cocker	3-Apr-07	82.0	http://dbpedia.org/resource/Jarvis_(album)	good
424.0	Just Us Kids	James McMurtry	15-Apr-08	82.0	http://dbpedia.org/resource/Just_Us_Kids	good
425.0	Leave It All Behind	The Foreign Exchange	14-Oct-08	82.0	http://dbpedia.org/resource/Leave_It_All_Behind_(album)	good
426.0	Lost Wisdom	Mount Eerie	7-Oct-08	82.0	http://dbpedia.org/resource/Lost_Wisdom	good
427.0	Love Me Back	Jazmine Sullivan	30-Nov-10	82.0	http://dbpedia.org/resource/Love_Me_Back_(album)	good
428.0	Love Songs For Patriots	American Music Club	12-Oct-04	82.0	http://dbpedia.org/resource/Love_Songs_for_Patriots	good
429.0	Lowedges	Richard Hawley	20-May-03	82.0	http://dbpedia.org/resource/Lowedges	good
430.0	Mad for Sadness	Arab Strap	4-Jul-00	82.0	http://dbpedia.org/resource/Mad_for_Sadness	good
431.0	Major/Minor	Thrice	20-Sep-11	82.0	http://dbpedia.org/resource/Major/Minor_(album)	good
432.0	More Heart Than Brains	Bike For Three!	26-May-09	82.0	http://dbpedia.org/resource/More_Heart_Than_Brains	good
433.0	Mouthfuls	Fruit Bats	8-Apr-03	82.0	http://dbpedia.org/resource/Mouthfuls	good
434.0	Murray Street	Sonic Youth	25-Jun-02	82.0	http://dbpedia.org/resource/Murray_Street_(album)	good
435.0	New History Warfare, Vol. 2: Judges	Colin Stetson	22-Feb-11	82.0	http://dbpedia.org/resource/New_History_Warfare_Vol._2:_Judges	good
436.0	Nine Types of Light	TV on the Radio	12-Apr-11	82.0	http://dbpedia.org/resource/Nine_Types_of_Light	good
437.0	OK Cowboy	Vitalic	21-Feb-06	82.0	http://dbpedia.org/resource/OK_Cowboy	good
438.0	Option Paralysis	The Dillinger Escape Plan	23-Mar-10	82.0	http://dbpedia.org/resource/Option_Paralysis	good
439.0	Our Shadows Will Remain	Joseph Arthur	12-Oct-04	82.0	http://dbpedia.org/resource/Our_Shadows_Will_Remain	good
440.0	Overpowered	Roisin Murphy	15-Oct-07	82.0	http://dbpedia.org/resource/Overpowered	good
441.0	Pattern + Grid World	Flying Lotus	21-Sep-10	82.0	http://dbpedia.org/resource/Pattern+Grid_World	good
442.0	Poses	Rufus Wainwright	5-Jun-01	82.0	http://dbpedia.org/resource/Poses_(album)	good
443.0	Post-Nothing	Japandroids	4-Aug-09	82.0	http://dbpedia.org/resource/Post-Nothing	good
444.0	Primary Colours	The Horrors	5-May-09	82.0	http://dbpedia.org/resource/Primary_Colours_(album)	good
445.0	Pyramid Electric Co.	Jason Molina	20-Jan-04	82.0	http://dbpedia.org/resource/Pyramid_Electric_Co.	good
446.0	Ramble at the Ryman	Levon Helm	17-May-11	82.0	http://dbpedia.org/resource/Ramble_at_the_Ryman	good
447.0	Rather Ripped	Sonic Youth	13-Jun-06	82.0	http://dbpedia.org/resource/Rather_Ripped	good
448.0	Red Devil Dawn	Crooked Fingers	21-Jan-03	82.0	http://dbpedia.org/resource/Red_Devil_Dawn	good
449.0	Rooty	Basement Jaxx	26-Jun-01	82.0	http://dbpedia.org/resource/Rooty	good
450.0	Secret South	16 Horsepower	12-Sep-00	82.0	http://dbpedia.org/resource/Secret_South	good
451.0	Sepalcure	Sepalcure	21-Nov-11	82.0	http://dbpedia.org/resource/Sepalcure_(album)	good
452.0	Silent Alarm	Bloc Party	22-Mar-05	82.0	http://dbpedia.org/resource/Silent_Alarm	good
453.0	Sky at Night	I Am Kloot	13-Jul-10	82.0	http://dbpedia.org/resource/Sky_at_Night_(album)	good
454.0	Slave Ambient	The War on Drugs	16-Aug-11	82.0	http://dbpedia.org/resource/Slave_Ambient	good
455.0	Smoke Ring for My Halo	Kurt Vile	8-Mar-11	82.0	http://dbpedia.org/resource/Smoke_Ring_for_My_Halo	good
456.0	Sometimes I Wish We Were An Eagle	Bill Callahan	14-Apr-09	82.0	http://dbpedia.org/resource/Sometimes_I_Wish_We_Were_an_Eagle	good
457.0	Steingarten	Pole	3-Apr-07	82.0	http://dbpedia.org/resource/Steingarten	good
458.0	Stephen Malkmus	Stephen Malkmus	13-Feb-01	82.0	http://dbpedia.org/resource/Stephen_Malkmus_(album)	good
459.0	Surtur Rising	Amon Amarth	29-Mar-11	82.0	http://dbpedia.org/resource/Surtur_Rising	good
460.0	Teen Dream	Beach House	26-Jan-10	82.0	http://dbpedia.org/resource/Teen_Dream	good
461.0	The Coast Is Never Clear	Beulah	11-Sep-01	82.0	http://dbpedia.org/resource/The_Coast_Is_Never_Clear	good
462.0	Discovery of a World Inside the Moone	The Apples In Stereo	18-Apr-00	82.0	http://dbpedia.org/resource/The_Discovery_of_a_World_Inside_the_Moone	good
463.0	The Facts Of Life	Black Box Recorder	20-Mar-01	82.0	http://dbpedia.org/resource/The_Facts_of_Life_(album)	good
