id	label   album	artist	date	rating	DBpedia_URL
332.0	good	I Am Shelby Lynne	Shelby Lynne	25-Jan-00	83.0	http://dbpedia.org/resource/I_Am_Shelby_Lynne
333.0	good	Idiology	Mouse on Mars	24-Apr-01	83.0	http://dbpedia.org/resource/Idiology
334.0	good	Ill Manors	Plan B	21-Aug-12	83.0	http://dbpedia.org/resource/Ill_Manors_(album)
335.0	good	Isolation Drills	Guided by Voices	3-Apr-01	83.0	http://dbpedia.org/resource/Isolation_Drills
336.0	good	It Still Moves	My Morning Jacket	9-Sep-03	83.0	http://dbpedia.org/resource/It_Still_Moves
337.0	good	Leucocyte	Esbjorn Svensson Trio	30-Sep-08	83.0	http://dbpedia.org/resource/Leucocyte_(album)
338.0	good	Like Red On A Rose	Alan Jackson	26-Sep-06	83.0	http://dbpedia.org/resource/Like_Red_on_a_Rose
339.0	good	Lisbon	The Walkmen	14-Sep-10	83.0	http://dbpedia.org/resource/Lisbon_(album)
340.0	good	Looping State of Mind	The Field	11-Oct-11	83.0	http://dbpedia.org/resource/Looping_State_of_Mind
342.0	good	Love Is The Answer	Barbra Streisand	29-Sep-09	83.0	http://dbpedia.org/resource/Love_Is_the_Answer_(album)
343.0	good	Love On The Inside	Sugarland	22-Jul-08	83.0	http://dbpedia.org/resource/Love_on_the_Inside
344.0	good	Love vs Money	The-Dream	10-Mar-09	83.0	http://dbpedia.org/resource/Love_vs._Money
345.0	good	Food & Liquor	Lupe Fiasco	19-Sep-06	83.0	http://dbpedia.org/resource/Lupe_Fiasco's_Food_&_Liquor
346.0	good	Majesty Shredding	Superchunk	14-Sep-10	83.0	http://dbpedia.org/resource/Majesty_Shredding
347.0	good	Midnite Vultures	Beck	16-Nov-99	83.0	http://dbpedia.org/resource/Midnite_Vultures
348.0	good	Morph The Cat	Donald Fagen	14-Mar-06	83.0	http://dbpedia.org/resource/Morph_the_Cat
349.0	good	Mountain Soul II	Patty Loveless	29-Sep-09	83.0	http://dbpedia.org/resource/Mountain_Soul_II
350.0	good	My Father Will Guide Me Up a Rope to the Sky	Swans	21-Sep-10	83.0	http://dbpedia.org/resource/My_Father_Will_Guide_Me_up_a_Rope_to_the_Sky
351.0	good	New Amerykah: Part One (4th World War)	Erykah Badu	26-Feb-08	83.0	http://dbpedia.org/resource/New_Amerykah_Part_One_(4th_World_War)
353.0	good	Nostalgia, Ultra.	Frank Ocean	18-Feb-11	83.0	http://dbpedia.org/resource/Nostalgia,_Ultra
356.0	good	Look Around the Corner	Alice Russell	2-Apr-12	83.0	http://dbpedia.org/resource/Quantic_&_Alice_Russell:_Look_Around_The_Corner
357.0	good	Real Animal	Alejandro Escovedo	24-Jun-08	83.0	http://dbpedia.org/resource/Real_Animal
358.0	good	Red Dirt Road	Brooks & Dunn	15-Jul-03	83.0	http://dbpedia.org/resource/Red_Dirt_Road
359.0	good	School Of The Flower	Six Organs of Admittance	25-Jan-05	83.0	http://dbpedia.org/resource/School_of_the_Flower
360.0	good	Skying	The Horrors	9-Aug-11	83.0	http://dbpedia.org/resource/Skying
361.0	good	Skyscraper National Park	Hayden	12-Mar-02	83.0	http://dbpedia.org/resource/Skyscraper_National_Park
365.0	good	The Bright Mississippi	Allen Toussaint	21-Apr-09	83.0	http://dbpedia.org/resource/The_Bright_Mississippi
366.0	good	The Remote Part	Idlewild	25-Mar-03	83.0	http://dbpedia.org/resource/The_Remote_Part
367.0	good	The Sunset Tree	The Mountain Goats	26-Apr-05	83.0	http://dbpedia.org/resource/The_Sunset_Tree
369.0	good	Think Tank	Blur	6-May-03	83.0	http://dbpedia.org/resource/Think_Tank_(Blur_album)
371.0	good	Two Dancers	Wild Beasts	8-Sep-09	83.0	http://dbpedia.org/resource/Two_Dancers
372.0	good	The Visiter	The Dodos	18-Mar-08	83.0	http://dbpedia.org/resource/Visiter
373.0	good	Wild Flag	Wild Flag	13-Sep-11	83.0	http://dbpedia.org/resource/Wild_Flag_(album)
374.0	good	Wounded Rhymes	Lykke Li	1-Mar-11	83.0	http://dbpedia.org/resource/Wounded_Rhymes
376.0	good	(a)spera	Mirah	10-Mar-09	82.0	http://dbpedia.org/resource/(a)spera
377.0	good	Burn Piano Island, Burn	The Blood Brothers	18-Mar-03	82.0	http://dbpedia.org/resource/...Burn,_Piano_Island,_Burn
381.0	good	American V: A Hundred Highways	Johnny Cash	4-Jul-06	82.0	http://dbpedia.org/resource/American_V:_A_Hundred_Highways
384.0	good	At My Age	Nick Lowe	26-Jun-07	82.0	http://dbpedia.org/resource/At_My_Age
385.0	good	At Night We Live	Far	25-May-10	82.0	http://dbpedia.org/resource/At_Night_We_Live
386.0	good	Bears, Mayors, Scraps & Bones	Cancer Bats	13-Apr-10	82.0	http://dbpedia.org/resource/Bears,_Mayors,_Scraps_&_Bones
387.0	good	Blacklisted	Neko Case	20-Aug-02	82.0	http://dbpedia.org/resource/Blacklisted_(album)
388.0	good	Blood Mountain	Mastodon	12-Sep-06	82.0	http://dbpedia.org/resource/Blood_Mountain_(album)
389.0	good	Bright Yellow Bright Orange	The Go-Betweens	18-Feb-03	82.0	http://dbpedia.org/resource/Bright_Yellow_Bright_Orange
390.0	good	Broken Social Scene	Broken Social Scene	4-Oct-05	82.0	http://dbpedia.org/resource/Broken_Social_Scene_(album)
392.0	good	Clash Battle Guilt Pride	Polar Bear Club	13-Sep-11	82.0	http://dbpedia.org/resource/Clash_Battle_Guilt_Pride
393.0	good	Come Away With Me	Norah Jones	26-Feb-02	82.0	http://dbpedia.org/resource/Come_Away_with_Me
394.0	good	Confield	Autechre	15-May-01	82.0	http://dbpedia.org/resource/Confield
395.0	good	Crack The Skye	Mastodon	24-Mar-09	82.0	http://dbpedia.org/resource/Crack_the_Skye
396.0	good	Curse Your Branches	David Bazan	1-Sep-09	82.0	http://dbpedia.org/resource/Curse_Your_Branches
398.0	good	Saves the Day	Saves the Day	17-Sep-13	82.0	http://dbpedia.org/resource/Daybreak_(Saves_the_Day_album)
399.0	good	De-Loused In The Comatorium	The Mars Volta	24-Jun-03	82.0	http://dbpedia.org/resource/De-Loused_in_the_Comatorium
400.0	good	Demon Days	Gorillaz	24-May-05	82.0	http://dbpedia.org/resource/Demon_Days
401.0	good	Dilate	Bardo Pond	24-Apr-01	82.0	http://dbpedia.org/resource/Dilate_(Bardo_Pond_album)
402.0	good	Dizzy Spells	The Ex	24-Apr-01	82.0	http://dbpedia.org/resource/Dizzy_Spells_(album)
404.0	good	Doomsdayer's Holiday	Grails	7-Oct-08	82.0	http://dbpedia.org/resource/Doomsdayer's_Holiday
406.0	good	East Of Eden	Taken by Trees	8-Sep-09	82.0	http://dbpedia.org/resource/East_of_Eden_(album)
407.0	good	Echoes of Silence	The Weeknd	21-Dec-11	82.0	http://dbpedia.org/resource/Echoes_of_Silence
409.0	good	Favourite Worst Nightmare	Arctic Monkeys	24-Apr-07	82.0	http://dbpedia.org/resource/Favourite_Worst_Nightmare
411.0	good	Ghost to a Ghost/Gutter Town	Hank Williams III	6-Sep-11	82.0	http://dbpedia.org/resource/Ghost_to_a_Ghost/Gutter_Town
412.0	good	Haha Sound	Broadcast	12-Aug-03	82.0	http://dbpedia.org/resource/Haha_Sound
414.0	good	Here With Me	Holly Williams	16-Jun-09	82.0	http://dbpedia.org/resource/Here_with_Me_(album)
415.0	good	Home Sweet Home	Kano	27-Jun-05	82.0	http://dbpedia.org/resource/Home_Sweet_Home_(Kano_album)
416.0	good	II Trill	Bun B	20-May-08	82.0	http://dbpedia.org/resource/II_Trill
417.0	good	I Am The Fun Blame Monster	Menomena	20-Jun-03	82.0	http://dbpedia.org/resource/I_Am_the_Fun_Blame_Monster!
418.0	good	Ice Cream Spiritual	Ponytail	17-Jun-08	82.0	http://dbpedia.org/resource/Ice_Cream_Spiritual
420.0	good	Internal Wrangler	Clinic	18-Sep-01	82.0	http://dbpedia.org/resource/Internal_Wrangler
421.0	good	Intimacy: Album III	Kem	17-Aug-10	82.0	http://dbpedia.org/resource/Intimacy:_Album_III
422.0	good	It's Blitz	Yeah Yeah Yeahs	31-Mar-09	82.0	http://dbpedia.org/resource/It's_Blitz!
423.0	good	Jarvis	Jarvis Cocker	3-Apr-07	82.0	http://dbpedia.org/resource/Jarvis_(album)
425.0	good	Leave It All Behind	The Foreign Exchange	14-Oct-08	82.0	http://dbpedia.org/resource/Leave_It_All_Behind_(album)
426.0	good	Lost Wisdom	Mount Eerie	7-Oct-08	82.0	http://dbpedia.org/resource/Lost_Wisdom
428.0	good	Love Songs For Patriots	American Music Club	12-Oct-04	82.0	http://dbpedia.org/resource/Love_Songs_for_Patriots
429.0	good	Lowedges	Richard Hawley	20-May-03	82.0	http://dbpedia.org/resource/Lowedges
431.0	good	Major/Minor	Thrice	20-Sep-11	82.0	http://dbpedia.org/resource/Major/Minor_(album)
433.0	good	Mouthfuls	Fruit Bats	8-Apr-03	82.0	http://dbpedia.org/resource/Mouthfuls
434.0	good	Murray Street	Sonic Youth	25-Jun-02	82.0	http://dbpedia.org/resource/Murray_Street_(album)
435.0	good	New History Warfare, Vol. 2: Judges	Colin Stetson	22-Feb-11	82.0	http://dbpedia.org/resource/New_History_Warfare_Vol._2:_Judges
437.0	good	OK Cowboy	Vitalic	21-Feb-06	82.0	http://dbpedia.org/resource/OK_Cowboy
438.0	good	Option Paralysis	The Dillinger Escape Plan	23-Mar-10	82.0	http://dbpedia.org/resource/Option_Paralysis
439.0	good	Our Shadows Will Remain	Joseph Arthur	12-Oct-04	82.0	http://dbpedia.org/resource/Our_Shadows_Will_Remain
440.0	good	Overpowered	Roisin Murphy	15-Oct-07	82.0	http://dbpedia.org/resource/Overpowered
441.0	good	Pattern + Grid World	Flying Lotus	21-Sep-10	82.0	http://dbpedia.org/resource/Pattern+Grid_World
442.0	good	Poses	Rufus Wainwright	5-Jun-01	82.0	http://dbpedia.org/resource/Poses_(album)
443.0	good	Post-Nothing	Japandroids	4-Aug-09	82.0	http://dbpedia.org/resource/Post-Nothing
444.0	good	Primary Colours	The Horrors	5-May-09	82.0	http://dbpedia.org/resource/Primary_Colours_(album)
448.0	good	Red Devil Dawn	Crooked Fingers	21-Jan-03	82.0	http://dbpedia.org/resource/Red_Devil_Dawn
450.0	good	Secret South	16 Horsepower	12-Sep-00	82.0	http://dbpedia.org/resource/Secret_South
451.0	good	Sepalcure	Sepalcure	21-Nov-11	82.0	http://dbpedia.org/resource/Sepalcure_(album)
453.0	good	Sky at Night	I Am Kloot	13-Jul-10	82.0	http://dbpedia.org/resource/Sky_at_Night_(album)
455.0	good	Smoke Ring for My Halo	Kurt Vile	8-Mar-11	82.0	http://dbpedia.org/resource/Smoke_Ring_for_My_Halo
456.0	good	Sometimes I Wish We Were An Eagle	Bill Callahan	14-Apr-09	82.0	http://dbpedia.org/resource/Sometimes_I_Wish_We_Were_an_Eagle
457.0	good	Steingarten	Pole	3-Apr-07	82.0	http://dbpedia.org/resource/Steingarten
459.0	good	Surtur Rising	Amon Amarth	29-Mar-11	82.0	http://dbpedia.org/resource/Surtur_Rising
460.0	good	Teen Dream	Beach House	26-Jan-10	82.0	http://dbpedia.org/resource/Teen_Dream
461.0	good	The Coast Is Never Clear	Beulah	11-Sep-01	82.0	http://dbpedia.org/resource/The_Coast_Is_Never_Clear
463.0	good	The Facts Of Life	Black Box Recorder	20-Mar-01	82.0	http://dbpedia.org/resource/The_Facts_of_Life_(album)
465.0	good	The Great Destroyer	Low	25-Jan-05	82.0	http://dbpedia.org/resource/The_Great_Destroyer
466.0	good	The Magic Place	Julianna Barwick	22-Feb-11	82.0	http://dbpedia.org/resource/The_Magic_Place
468.0	good	The Mess We Made	Matt Elliott	13-May-03	82.0	http://dbpedia.org/resource/The_Mess_We_Made
469.0	good	The Monitor	Titus Andronicus	9-Mar-10	82.0	http://dbpedia.org/resource/The_Monitor_(album)
472.0	good	The Renaissance	Q-Tip	4-Nov-08	82.0	http://dbpedia.org/resource/The_Renaissance_(Q-Tip_album)
474.0	good	The Stage Names	Okkervil River	7-Aug-07	82.0	http://dbpedia.org/resource/The_Stage_Names
475.0	good	This Is Country Music	Brad Paisley	23-May-11	82.0	http://dbpedia.org/resource/This_Is_Country_Music
476.0	good	Townes	Steve Earle	12-May-09	82.0	http://dbpedia.org/resource/Townes_(album)
478.0	good	Universal Audio	The Delgados	28-Sep-04	82.0	http://dbpedia.org/resource/Universal_Audio_(album)
479.0	good	Untitled #23	The Church	12-May-09	82.0	http://dbpedia.org/resource/Untitled_23
481.0	good	Watershed	Opeth	3-Jun-08	82.0	http://dbpedia.org/resource/Watershed_(Opeth_album)
482.0	good	We are Beautiful, We Are Doomed	Los Campesinos!	25-Nov-08	82.0	http://dbpedia.org/resource/We_Are_Beautiful,_We_Are_Doomed
483.0	good	We Shall Overcome: The Seeger Sessions	Bruce Springsteen	25-Apr-06	82.0	http://dbpedia.org/resource/We_Shall_Overcome:_The_Seeger_Sessions
484.0	good	Whatever People Say I Am, That's What I'm Not	Arctic Monkeys	21-Feb-06	82.0	http://dbpedia.org/resource/Whatever_People_Say_I_Am,_That's_What_I'm_Not
486.0	good	Wild Mountain Nation	Blitzen Trapper	12-Jun-07	82.0	http://dbpedia.org/resource/Wild_Mountain_Nation_(album)
488.0	good	Woman King [EP]	Iron & Wine	22-Feb-05	82.0	http://dbpedia.org/resource/Woman_King
489.0	good	Yellow & Green	Baroness	17-Jul-12	82.0	http://dbpedia.org/resource/Yellow_&_Green_(Baroness_album)
490.0	good	You're A Woman, I'm A Machine	Death from Above 1979	26-Oct-04	82.0	http://dbpedia.org/resource/You're_a_Woman,_I'm_a_Machine
491.0	good	You Are Free	Cat Power	18-Feb-03	82.0	http://dbpedia.org/resource/You_Are_Free
492.0	good	03/07-09/07	High Places	22-Jul-08	81.0	http://dbpedia.org/resource/03/07%E2%80%9309/07
494.0	good	a ghost is born	Wilco	22-Jun-04	81.0	http://dbpedia.org/resource/A_Ghost_Is_Born
496.0	good	Actor	St. Vincent	5-May-09	81.0	http://dbpedia.org/resource/Actor_(album)
497.0	good	Aerial	Kate Bush	8-Nov-05	81.0	http://dbpedia.org/resource/Aerial_(album)
498.0	good	All 6's and 7's	Tech N9ne	7-Jun-11	81.0	http://dbpedia.org/resource/All_6's_and_7's
499.0	good	Anniemal	Annie	7-Jun-05	81.0	http://dbpedia.org/resource/Anniemal
502.0	good	Back To Black	Amy Winehouse	13-Mar-07	81.0	http://dbpedia.org/resource/Back_to_Black
504.0	good	Be Still Please	Portastatic	10-Oct-06	81.0	http://dbpedia.org/resource/Be_Still_Please
506.0	good	Bonfires On The Heath	The Clientele	6-Oct-09	81.0	http://dbpedia.org/resource/Bonfires_on_the_Heath
507.0	good	Bright Like Neon Love	Cut Copy	18-May-04	81.0	http://dbpedia.org/resource/Bright_Like_Neon_Love
508.0	good	Burst Apart	The Antlers	10-May-11	81.0	http://dbpedia.org/resource/Burst_Apart
512.0	good	Civilian	Wye Oak	8-Mar-11	81.0	http://dbpedia.org/resource/Civilian_(Wye_Oak_album)
513.0	good	Devils & Dust	Bruce Springsteen	26-Apr-05	81.0	http://dbpedia.org/resource/Devils_&_Dust
515.0	good	Drums And Guns	Low	20-Mar-07	81.0	http://dbpedia.org/resource/Drums_and_Guns
516.0	good	Easy Wonderful	Guster	5-Oct-10	81.0	http://dbpedia.org/resource/Easy_Wonderful
518.0	good	Engineers	Engineers	21-Jun-05	81.0	http://dbpedia.org/resource/Engineers_(Engineers_album)
519.0	good	Fantasy Black Channel	Late Of The Pier	13-Jan-09	81.0	http://dbpedia.org/resource/Fantasy_Black_Channel
523.0	good	Get Behind Me Satan	The White Stripes	7-Jun-05	81.0	http://dbpedia.org/resource/Get_Behind_Me_Satan
525.0	good	God's Son	Nas	17-Dec-02	81.0	http://dbpedia.org/resource/God's_Son
526.0	good	Going Out In Style	Dropkick Murphys	1-Mar-11	81.0	http://dbpedia.org/resource/Going_Out_in_Style
527.0	good	Here's The Tender Coming	The Unthanks	23-Mar-10	81.0	http://dbpedia.org/resource/Here's_the_Tender_Coming
528.0	good	High Dive	Maria McKee	22-Apr-03	81.0	http://dbpedia.org/resource/High_Dive
529.0	good	Hold On Now, Youngster	Los Campesinos!	1-Apr-08	81.0	http://dbpedia.org/resource/Hold_on_Now,_Youngster
530.0	good	I Learned The Hard Way	Sharon Jones & the Dap-Kings	6-Apr-10	81.0	http://dbpedia.org/resource/I_Learned_the_Hard_Way
531.0	good	I Phantom	Mr. Lif	17-Sep-02	81.0	http://dbpedia.org/resource/I_Phantom
532.0	good	I Speak Because I Can	Laura Marling	6-Apr-10	81.0	http://dbpedia.org/resource/I_Speak_Because_I_Can
533.0	good	Imperial Wax Solvent	The Fall	28-Apr-08	81.0	http://dbpedia.org/resource/Imperial_Wax_Solvent
535.0	good	July Flame	Laura Veirs	12-Jan-10	81.0	http://dbpedia.org/resource/July_Flame
536.0	good	Less Than Human	The Juan MacLean	9-Aug-05	81.0	http://dbpedia.org/resource/Less_Than_Human_(album)
537.0	good	Life is Good	Nas	17-Jul-12	81.0	http://dbpedia.org/resource/Life_Is_Good_(Nas_album)
540.0	good	Love Travels At Illegal Speeds	Graham Coxon	13-Mar-06	81.0	http://dbpedia.org/resource/Love_Travels_at_Illegal_Speeds
541.0	good	Magnificent City	Aceyalone	7-Feb-06	81.0	http://dbpedia.org/resource/Magnificent_City
542.0	good	Maraqopa	Damien Jurado	20-Feb-12	81.0	http://dbpedia.org/resource/Maraqopa
543.0	good	Marnie Stern	Marnie Stern	5-Oct-10	81.0	http://dbpedia.org/resource/Marnie_Stern_(album)
545.0	good	Microcastle	Deerhunter	28-Oct-08	81.0	http://dbpedia.org/resource/Microcastle
546.0	good	Mikal Cronin	Mikal Cronin	20-Sep-11	81.0	http://dbpedia.org/resource/Mikal_Cronin_(album)
547.0	good	MM..Food	MF Doom	16-Nov-04	81.0	http://dbpedia.org/resource/Mm.._Food
548.0	good	Music Sounds Better With You	Acid House Kings	22-Mar-11	81.0	http://dbpedia.org/resource/Music_Sounds_Better_with_You_(album)
550.0	good	Now You Are One Of Us	The Paper Chase	6-Jun-06	81.0	http://dbpedia.org/resource/Now_You_Are_One_of_Us
551.0	good	Nuclear Daydream	Joseph Arthur	19-Sep-06	81.0	http://dbpedia.org/resource/Nuclear_Daydream
554.0	good	Picaresque	The Decemberists	22-Mar-05	81.0	http://dbpedia.org/resource/Picaresque_(album)
555.0	good	Post-War	M. Ward	22-Aug-06	81.0	http://dbpedia.org/resource/Post-War
557.0	good	Public Strain	Women	28-Sep-10	81.0	http://dbpedia.org/resource/Public_Strain
559.0	good	Paramore	Paramore	9-Apr-13	81.0	http://dbpedia.org/resource/Riot!
560.0	good	Rubber Factory	The Black Keys	7-Sep-04	81.0	http://dbpedia.org/resource/Rubber_Factory
561.0	good	Scissor Sisters	Scissor Sisters	27-Jul-04	81.0	http://dbpedia.org/resource/Scissor_Sisters_(album)
562.0	good	Set Yourself On Fire	Stars	8-Mar-05	81.0	http://dbpedia.org/resource/Set_Yourself_on_Fire
563.0	good	Blue Smoke	Dolly Parton	13-May-14	81.0	http://dbpedia.org/resource/Sha-Kon-O-Hey!_Land_of_Blue_Smoke
564.0	good	Shut Up I Am Dreaming	Sunset Rubdown	2-May-06	81.0	http://dbpedia.org/resource/Shut_Up_I_Am_Dreaming
565.0	good	Signal Morning	Circulatory System	8-Sep-09	81.0	http://dbpedia.org/resource/Signal_Morning
566.0	good	Sing The Sorrow	AFI	11-Mar-03	81.0	http://dbpedia.org/resource/Sing_the_Sorrow
567.0	good	So Runs The World Away	Josh Ritter	4-May-10	81.0	http://dbpedia.org/resource/So_Runs_the_World_Away
568.0	good	Someone To Drive You Home	The Long Blondes	5-Jun-07	81.0	http://dbpedia.org/resource/Someone_to_Drive_You_Home
569.0	good	Songs In Red And Gray	Suzanne Vega	25-Sep-01	81.0	http://dbpedia.org/resource/Songs_in_Red_and_Gray
571.0	good	Storm Corrosion	Storm Corrosion	8-May-12	81.0	http://dbpedia.org/resource/Storm_Corrosion_(album)
572.0	good	Summer Of The Shark	Portastatic	8-Apr-03	81.0	http://dbpedia.org/resource/Summer_of_the_Shark_(album)
573.0	good	Sunny Border Blue	Kristin Hersh	6-Mar-01	81.0	http://dbpedia.org/resource/Sunny_Border_Blue
575.0	good	Sycamore Meadows	Butch Walker	11-Nov-08	81.0	http://dbpedia.org/resource/Sycamore_Meadows
576.0	good	Systems/Layers	Rachel's	7-Oct-03	81.0	http://dbpedia.org/resource/Systems/Layers
577.0	good	TSOL	Shad	5-Oct-10	81.0	http://dbpedia.org/resource/TSOL_(album)
580.0	good	That Lonesome Song	Jamey Johnson	5-Aug-08	81.0	http://dbpedia.org/resource/That_Lonesome_Song
581.0	good	The Boxing Mirror	Alejandro Escovedo	2-May-06	81.0	http://dbpedia.org/resource/The_Boxing_Mirror
582.0	good	The Color Spectrum	The Dear Hunter	14-Jun-11	81.0	http://dbpedia.org/resource/The_Color_Spectrum
584.0	good	The Covers Record	Cat Power	21-Mar-00	81.0	http://dbpedia.org/resource/The_Covers_Record
585.0	good	The Ecstatic	Mos Def	9-Jun-09	81.0	http://dbpedia.org/resource/The_Ecstatic
587.0	good	The Lion's Roar	First Aid Kit	24-Jan-12	81.0	http://dbpedia.org/resource/The_Lion's_Roar_(album)
590.0	good	The Money Store	Death Grips	24-Apr-12	81.0	http://dbpedia.org/resource/The_Money_Store_(album)
591.0	good	The Noise Made By People	Broadcast	18-Apr-00	81.0	http://dbpedia.org/resource/The_Noise_Made_by_People
592.0	good	The Obliterati	Mission of Burma	23-May-06	81.0	http://dbpedia.org/resource/The_Obliterati
593.0	good	The Old Kit Bag	Richard Thompson	6-May-03	81.0	http://dbpedia.org/resource/The_Old_Kit_Bag
595.0	good	The Private Press	DJ Shadow	4-Jun-02	81.0	http://dbpedia.org/resource/The_Private_Press
596.0	good	The Rose Has Teeth In The Mouth Of A Beast	Matmos	9-May-06	81.0	http://dbpedia.org/resource/The_Rose_Has_Teeth_in_the_Mouth_of_a_Beast
598.0	good	The Sophtware Slump	Grandaddy	7-Nov-00	81.0	http://dbpedia.org/resource/The_Sophtware_Slump
600.0	good	This Is My Demo	Sway	6-Feb-06	81.0	http://dbpedia.org/resource/This_Is_My_Demo
601.0	good	Through The Windowpane	Guillemots	10-Jul-06	81.0	http://dbpedia.org/resource/Through_the_Windowpane
602.0	good	Time* Sex* Love*	Mary Chapin Carpenter	29-May-01	81.0	http://dbpedia.org/resource/Time*_Sex*_Love*
603.0	good	Torture	Cannibal Corpse	13-Mar-12	81.0	http://dbpedia.org/resource/Torture_(album)
606.0	good	WIXIW	Liars	5-Jun-12	81.0	http://dbpedia.org/resource/WIXIW
608.0	good	You In Reverse	Built To Spill	11-Apr-06	81.0	http://dbpedia.org/resource/You_in_Reverse
610.0	good	Yuck	Yuck	15-Feb-11	81.0	http://dbpedia.org/resource/Yuck_(album)
611.0	good	100 Proof	Kellie Pickler	24-Jan-12	80.0	http://dbpedia.org/resource/100_Proof_(album)
612.0	good	13 & God	13 & God	3-May-05	80.0	http://dbpedia.org/resource/13_&_God_(album)
614.0	good	A Lifetime Of Temporary Relief	Low	20-Jul-04	80.0	http://dbpedia.org/resource/A_Lifetime_of_Temporary_Relief:_10_Years_of_B-Sides_and_Rarities
615.0	good	A Little Deeper	Ms. Dynamite	11-Mar-03	80.0	http://dbpedia.org/resource/A_Little_Deeper
616.0	good	A Place To Bury Strangers	A Place to Bury Strangers	7-Aug-07	80.0	http://dbpedia.org/resource/A_Place_to_Bury_Strangers_(album)
619.0	good	All Is Dream	Mercury Rev	11-Sep-01	80.0	http://dbpedia.org/resource/All_Is_Dream
620.0	good	All Of A Sudden I Miss Everyone	Explosions in the Sky	20-Feb-07	80.0	http://dbpedia.org/resource/All_of_a_Sudden_I_Miss_Everyone
624.0	good	Anna Calvi	Anna Calvi	1-Mar-11	80.0	http://dbpedia.org/resource/Anna_Calvi_(album)
625.0	good	Antics	Interpol	28-Sep-04	80.0	http://dbpedia.org/resource/Antics_(album)
626.0	good	Antifogmatic	Punch Brothers	15-Jun-10	80.0	http://dbpedia.org/resource/Antifogmatic
627.0	good	Arabia Mountain	Black Lips	7-Jun-11	80.0	http://dbpedia.org/resource/Arabia_Mountain_(album)
629.0	good	Begin To Hope	Regina Spektor	13-Jun-06	80.0	http://dbpedia.org/resource/Begin_to_Hope
630.0	good	Blue Boy	Ron Sexsmith	5-Jun-01	80.0	http://dbpedia.org/resource/Blue_Boy_(album)
631.0	good	Bootleg: Detroit	Morphine	26-Sep-00	80.0	http://dbpedia.org/resource/Bootleg_Detroit
632.0	good	Break It Yourself	Andrew Bird	6-Mar-12	80.0	http://dbpedia.org/resource/Break_It_Yourself
633.0	good	Breaking Kayfabe	Cadence Weapon	28-Nov-06	80.0	http://dbpedia.org/resource/Breaking_Kayfabe
634.0	good	Candylion	Gruff Rhys	6-Mar-07	80.0	http://dbpedia.org/resource/Candylion
635.0	good	Cedars	Clearlake	21-Oct-03	80.0	http://dbpedia.org/resource/Cedars_(album)
636.0	good	Citrus	Asobi Seksu	30-May-06	80.0	http://dbpedia.org/resource/Citrus_(album)
637.0	good	Confessions On A Dance Floor	Madonna	15-Nov-05	80.0	http://dbpedia.org/resource/Confessions_on_a_Dance_Floor
638.0	good	Dangerous Magical Noise	The Dirtbombs	4-Nov-03	80.0	http://dbpedia.org/resource/Dangerous_Magical_Noise
639.0	good	Death Is This Communion	High on Fire	18-Sep-07	80.0	http://dbpedia.org/resource/Death_Is_This_Communion
640.0	good	Denies The Day's Demise	Daedelus	9-May-06	80.0	http://dbpedia.org/resource/Denies_the_Day's_Demise
641.0	good	Destroy Rock & Roll	Mylo	7-Feb-06	80.0	http://dbpedia.org/resource/Destroy_Rock_&_Roll
642.0	good	Dirt Farmer	Levon Helm	30-Oct-07	80.0	http://dbpedia.org/resource/Dirt_Farmer
643.0	good	Django Django	Django Django	30-Jan-12	80.0	http://dbpedia.org/resource/Django_Django_(album)
645.0	good	Dye It Blonde	Smith Westerns	18-Jan-11	80.0	http://dbpedia.org/resource/Dye_It_Blonde
647.0	good	Electric Circus	Common	10-Dec-02	80.0	http://dbpedia.org/resource/Electric_Circus_(album)
649.0	good	Everything in Between	No Age	28-Sep-10	80.0	http://dbpedia.org/resource/Everything_in_Between_(No_Age_album)
651.0	good	Fall Heads Roll	The Fall	4-Oct-05	80.0	http://dbpedia.org/resource/Fall_Heads_Roll
652.0	good	Fin	John Talabot	14-Feb-12	80.0	http://dbpedia.org/resource/Fin_(album)
653.0	good	Five Serpent's Teeth	Evile	18-Oct-11	80.0	http://dbpedia.org/resource/Five_Serpent's_Teeth
654.0	good	Furr	Blitzen Trapper	23-Sep-08	80.0	http://dbpedia.org/resource/Furr
655.0	good	God Hates Us All	Slayer	11-Sep-01	80.0	http://dbpedia.org/resource/God_Hates_Us_All
656.0	good	Goodbye Bread	Ty Segall	21-Jun-11	80.0	http://dbpedia.org/resource/Goodbye_Bread
658.0	good	Gulag Orkestar	Beirut	9-May-06	80.0	http://dbpedia.org/resource/Gulag_Orkestar
660.0	good	Happy New Year	Oneida	11-Jul-06	80.0	http://dbpedia.org/resource/Happy_New_Year_(album)
661.0	good	Hey Hey My My Yo Yo	Junior Senior	14-Aug-07	80.0	http://dbpedia.org/resource/Hey_Hey_My_My_Yo_Yo
662.0	good	Hissing Fauna, Are You The Destroyer?	Of Montreal	23-Jan-07	80.0	http://dbpedia.org/resource/Hissing_Fauna,_Are_You_the_Destroyer%3F
663.0	good	Humming By The Flowered Vine	Laura Cantrell	21-Jun-05	80.0	http://dbpedia.org/resource/Humming_by_the_Flowered_Vine
664.0	good	I'll Be Lightning	Liam Finn	22-Jan-08	80.0	http://dbpedia.org/resource/I'll_Be_Lightning
